"","x"
"31","Depuis que j'ai réussi a bypass le proxy, le début avance beaucoup moins vite... Merci @OgamingSC2 ! #WCS https://t.co/U80sXgPuvl"
"32","Franchement je m'agace j'ai même pas avancé le truc c'est que je sais quoi mettre dans ce putain de dossier mais flemmmmmmmme de rédiger"
"33","RT @KevinMayyy: Aujourd'hui pour @Vairongardeavou ça été bien dur à me supporter entre la bagarre et l'endurance je le Kiff et il me Kiff <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>…"
"34","RT @RussianQueen1st: Il neige chez tout le monde sauf chez moi <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+0094>"
"35","RT @tsrlea: de toute façon on est toujours déçu des personnes qu'on aime le plus"
"36","RT @GaelBerger: L'#OL était tombé du podium le 27 novembre après une défaite face à Montpellier. Il aura fallu 3 mois et 14 matchs pour le …"
"37","Lol donc on me sort ""vous avez du intervertir les adresses sur le colis"".
Non, j'ai juste acheté un colissimo en ligne et je l'ai imprimé."
"38","MANIPULATION NAZIS DE LA JUSTICE
Le pôle emploi avec son avocat
Ont kidnappé mon bébé SVP !
#Strasbourg #Montpellier https://t.co/W7cbV0lxix"
"39","RT @ParisMatch: Scandales dans le sport - Les champions de la triche https://t.co/WL76hiQUDH https://t.co/XR64FfsgKe"
"40","RT @LeMonde_Afrique: Des animaux empoisonnés dans le parc Kruger en #Afrique du Sud https://t.co/qZdrtWfztb https://t.co/QhXbA9eLZg"
"41","RT @HilaryBrooks_: ""Tenue provocante"" blablabla ça encore un concept inventé par les hommes pour justifier le viol"
"42","RT @Footballogue: [#Transfert] Selon la Sexta, Neymar discuterait toujours avec le PSG. https://t.co/eqyORurz4n"
"43","RT @VueDeLoin: @Ovosko_ @_CommeDesFololo oui il Ya dans tout les Sephora mais va dans un grand Sephora pour trouver une teinte foncé ou sur…"
"44","RT @98_megane: Je ne verrai sans doute jamais mes autres idoles mais j'aimerais tellement le voir au moinslui @NRJhitmusiconly svp <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #Jus…"
"45","RT @lesxviezvous: Plus de la moitié des adolescents manquent de sommeil à cause des cours qui commencent tôt le matin."
"46","Après la #Neige le beau temps !  <U+26C4><U+2614><U+2601><U+2744> #SaintDenis #AuBoulot <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> https://t.co/889JYQgPlU"
"47","Forum bière [19 mars 2016] Fête de la Bière de Poligny: Pour cette onzième édition, le samedi 19 mars, ... https://t.co/UWtMUMT8Nz #biere"
"48","RT @BardockSSaiyen: Jui mort le son https://t.co/xWfvp0RUtu"
"49","RT @BFMTV: VIDÉO - Afrique du Sud: couper les cornes des rhinocéros pour éviter le braconnage https://t.co/ISrdKDUQEV https://t.co/Yt8iQIBo…"
"50","maxime_legoff CarlitoDNole sinon vous avez le droit de lire l'itw pour comprendre le sens de la citation ;) #culture"
"51","RT @Pastrouil: ""Nein"", la #France n'est plus le premier partenaire commercial de l'#Allemagne - https://t.co/NXmUzSHJGw https://t.co/SJBFSl…"
"52","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"53","RT @Team_anXeL: Ticket Team pour la @GamersAssembly validé ! On se retrouve à Poitiers le 26-27-28 Mars <ed><U+00A0><U+00BC><ed><U+00BE><U+00AE>
#anXeLR6S"
"54","@magdben @alexnassar dans le 10eme c'est un truc de fou https://t.co/3V6UIYHKqX"
"55","RT @TakanaZion: Rendez-vous le 6 mars 2016 à l 'esplanade du palais du peuple festival des grillades big up à tous mes fans... https://t.co…"
"56","RT @allanlefragile: Évidemment que vous vous habillez comme vous voulez mais y a des fou dehors
Le monde n'est pas rose"
"57","@manon_caby @Toufik_Fiktou ha au fait on en est où avec le respect ? Il est tjr pas revenu hein https://t.co/I0w9iDoIUM"
"58","@aAaGaming @LanolixTv Si il me buy le jeu je viens"
"59","@FakersZzzz Can @MendiGamer  N'as Pu Assez De Place Dans Le Garage https://t.co/8JoJuUSUFY"
"60","RT @SketchesFR: C'est quoi le pire des gros mots? Cette vidéo elle est magnifique Mdrrr https://t.co/0N5F1u42YF"
"61","Uncharted 4: A Thief’s End sur ps4 est retarder de nouveau au 10 mai ,la sorti était  prévue le 27 Avril 

 https://t.co/5kYY2Qy638"
"62","RT @efoulon1: C dingue cette vache qui traduit pr les sourds &amp; malentendants le discours de Marine #LePen #salondelagriculture #FN https://…"
"63","Le bonheur sera-t-il de courte durée ?"
"64","Et en plus vous êtes sur twitter, mutez donc le mot ""neige"" et vous irez mieux. Au lieu de TOUJOURS râler.
Voilà."
"65","Bon, sur le dessin il y a quand-même au moins 25/30 ans de moins.  https://t.co/lQZtOxThq6"
"66","RT @BenjaminValette: Moi en essayant d'obtenir la bonne température pendant le sommeil http://t.co/dMcZifAD73"
"67","Vu le ciel, moi je dis dans 15mn il fait soleil. Pas du tout schizo le temps aujourd'hui ^^ #pointmétéo"
"68","Quand j'ai bu mon lait ca a fait le bruit des dread doctors quand ils arrivent la j'suis morte"
"69","@choix19 Bonjour, vous pouvez refuser le colis et être intégralement remboursée si vous le souhaitez. 1/2"
"70","RT @VinceromHD: @Snake_Mulder g t sur le point de te RT en notifiant le ministère de la justice, la police,... Mais au dernier moment je me…"
"71","RT @Itssarahchoisil: Le RER D il est relou , y'a toute l'Afrique dedans , pour t'asseoir c'est le marathon .... A la la"
"72","Zoolander 2 : quand le cinéma parodie la mode https://t.co/lzyhkG5bOb #culture"
"73","RT @neufseptquatre_: Le viol n'est pas justifiable mais une fille qui joue la pute seins a l'air et tout bah elle l'a cherché faut arreter"
"74","Quand le prof te dit de trouver un partenaire et que ton meilleur pote te regarde mdrrr https://t.co/mKcMKw4ofY"
"75","RT @RozahParks: Culture du viol: illustrer un article sur le viol av jambes nues et talons hauts. Attirer le chaland comme on peut.
https:/…"
"76","Philippines: le corps momifié d’un Allemand retrouvé sur un yacht à la dérive https://t.co/vCiDjTYwFa"
"77","L'Académie européenne du cinéma défend le film oscarisé ""Ida"" https://t.co/m5CFxAzNRR #culture"
"78","RT @LaFeministe___: Les filles, vous vous rappelez quand on était en primaire on chantait tout le temps

""les filles les plus belles, les g…"
"79","RT @BFMTV: Le Foll accuse Sarkozy de ""petit débat politicien"" sur la crise agricole https://t.co/2Z8riuaitt https://t.co/fGuWOxqYLU"
"80","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"81","RT @AlexOTime: Jve une meuf qui fai 1m55 comme ça elle se pose sur mon épaule comme un ptit perroquet"
"82","J'aime une vidéo @YouTube : ""Tour de magie n°5 et son explication : Le secret d'un bon tour"" à l'adresse https://t.co/pU7ZprQtUx."
"83","RT @Lucasamrt: Les gens qui me parle à l'arrêt de bus pour savoir les horraires regarde le panneau ta mère le poulpe nan ?"
"84","Cinéma : La route de l'amour passe par le vin https://t.co/fg34iy1OPe #culture"
"85","@_Leei @atlanteanb mi-pluie mi-neige le truc qui tient pas et qui sert à rien"
"86","Le Modern Express redressé dans le port de Bilbao https://t.co/Y5IVKOhL01 #navire"
"87","RT @CulturePSG: ""Jean-Louis, je ne te félicite pas, tu as très mal préparé le match pendant que j'étais au golf"" https://t.co/2aWOWmLKLx"
"88","Le canton de Genève porte plainte contre la centrale nucléaire du Bugey https://t.co/CV4Qc9kr9o"
"89","Bonjour à tous,

Nous avons le plaisir de vous convier à notre prochain concert le 7 Mai 2016 à L’abracadabar 123... https://t.co/50kQnmA4Ip"
"90","#SIA2016 Catherine Botti  #MOFPrimeur a enchanté les visiteurs avec ses corbeilles et découpes sur le stand @Les Fruits et légumes frais"
"91","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"92","La fois où j'ai pris le bus 15 et que une dizaine de minute après j'apprends que l'un d'entre eux a prit feu"
"93","RT @L_AliEnTT: J'ai trouvé une meuf qui se trouve tellement bonne qu'elle se film en train de bouffer stp <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Où va le monde ?  https://t.co/…"
"94","RT @imadisme: rtsi juif tu coupe le gaz entre 19h39 et 19h45 on sait jamais zerma"
"95","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"96","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"97","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"98","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"99","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"100","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"101","RT @Team_Poissons: Le #Poisson ne vous dit pas qu'il vous aime, il vous le montre."
"102","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"103","RT @naimrhrd: I suffit que Booba dise"" vivement l'été pourvu qu'il neige"" pour déréglé tt la météo nationale le temp i c Pa si i doit neige…"
"104","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"105","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"106","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"107","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"108","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"109","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"110","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"111","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"112","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"113","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"114","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"115","Escargophone attrapé !
Des photos d'Ener, le dieu de l'île céleste !
https://t.co/FMQwxZWl7Y #TreCru https://t.co/PpsqSotPXq"
"116","Article Le Parisien https://t.co/AALAs17JF6"
"117","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"118","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"119","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"120","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"121","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"122","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"123","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"124","RT @Luxe_JeanMarie: On dit que Mozart est mort <ed><U+00A0><U+00BC><ed><U+00BE><U+00BB>

Mais quand j'ouvre mon frigos.

Mozzarella <ed><U+00A0><U+00BC><ed><U+00BD><U+0095>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> alors je commence ma tournée de comédiens…"
"125","C'est tellement bon de pas avoir cours le mercredi aprem."
"126","Encore quelques petites heures pour remporter le T-Shirt NieR ! https://t.co/uOU4M2a1R5"
"127","Le salaire de Blatter connu fin mars https://t.co/QuLO6q0wwn https://t.co/OGrY9sGrxK #123ActuSport #Info #sport"
"128","RT @lebontempshow: Voici le teaser du clip de""Indépendantes"" de @Unissonsnosvoix ...Bientôt dans @lebontempshow https://t.co/3TMg2iQcE3 htt…"
"129","RT @SimoneCerbolini: Parfois, un arbre humanise mieux un paysage que ne le ferait un homme ... #GilbertCesbron https://t.co/wMqdbZmg5X"
"130","@Polydamas le *pas est de trop"
"131","RT @Loicak9: Ahahahaha Jsuis ko <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> le gars il a eu peur de souuuurd <ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008A> @klox14  https://t.co/nbehLlHFQL"
"132","@MyRuleIsGroove tu as tué et mangé le coloc précédent ?"
"133","Quand il neige à Paris, le chocolat chaud s' impose !!!
#leCairn #paris #coffeeshop… https://t.co/3euOJnyuPP"
"134","PTDRRRRRRR LE GARS Y MA TUER <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"135","Plus que quelques jours pour sauver le Musée des tissus de Lyon https://t.co/oYblylAvwX #culture"
"136","RT @IngloriousJojo: #CONCOURS | Un pack PS4 Edition Blanche + Écran ASUS GAMING à gagner - #RT ce tweet et #Follow le compte @TopAchat | ht…"
"137","RT @AlexOTime: jsuis tellement fatigué h24 que mtn la fatigue jla sent même plus elle fait partie de moi on prend le thé ensemble parfois"
"138","Bayern Munich : Javi Martinez retouche le ballon https://t.co/csQ5Ngr7GH https://t.co/JWuorupL8l #123ActuSport #Info #sport"
"139","RT @LeTremplin_: Data et performance sportive, retrouvez le dossier du mois de février du @LeTremplin_ https://t.co/vhhaLoyLCW https://t.co…"
"140","RT @DM__SOLO: Rt pour tenter de gagner un dm avec Tyler Posey !! 
Rt le tweet Épinglé de @clarahautman !!! Il reste plus que 40 min pour le…"
"141","#Nabilla devant le tribunal le 19 mai prochain 
https://t.co/LpqVocDW8g https://t.co/jrUZa0VKEP #culture"
"142","@NintendoActu LE RETOUR DE L'HOMME SANS BRAS ( coucou @BibiLaMoustache xD)"
"143","RT @tsiporaM: @zzazzye   Pour les gosses voyez avec le Hamas au lieu de diffamer  @CrassusDT @INES_B_INES https://t.co/hR8kImtDX8"
"144","RT @HockeyHebdo: Retour sur la rencontre haletante entre le HCMAG et Chamonix : https://t.co/qFU3JDha7u #hockey @LigueMagnus https://t.co/s…"
"145","RT @maevalhll: @jeremstar le tu te tais dans plus belle la vie <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #TuTeTais https://t.co/OmTZkHn0Lb"
"146","@CarolDoucet ça se déroule aujourd'hui jusqu'à 17 h. Les intervenants de partout au pays y sont. Le ministre min. McCallum sera là cet pm."
"147","Nouvelle bande-annonce Le Monde de Dory: le poisson amnésique sur les traces de son passé - AlloCiné https://t.co/1A8tH6CvCh #culture"
"148","RT @jinbeiFR: Quand est ce qu'Oda nous offre un arc avec des combats comme contre le CP9 ? #OnePiece <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> https://t.co/CR2Zh4Tnr9"
"149","RT @CarnetPrune: Mouhaha je dirige le monde <U+2603> https://t.co/oZvi7YvPIl"
"150","quand j'sais que j'ai pas de cours le jour de la rentrée,que c'est mon anniversaire et que je vais pouvoir dormir https://t.co/rExjpyOhI7"
"151","RT @DanielDubois80: Au Salon de l'agriculture avec le président @gerard_larcher, visite aux @JeunesAgri @FNSEA @ChambagriFrance #SIA2016 ht…"
"152","RT @RadioCanadaInfo: Le père Benoît Lacroix s'éteint à 100 ans https://t.co/L6hILqnv6R"
"153","RT @zakthug: Sur le coran a la sortie du lycee jai pousser une meuf sans mexcuser elle ma ajouter sur fb elle ma dis depuis tu ma pousser j…"
"154","<U+2744><U+FE0F><U+2614><ed><U+00A0><U+00BC><ed><U+00BC><U+00AC><U+FE0F> On combat le grand froid ac ces moufles réalisées à partir d'un vieux pull !  #recup #DIY #couture #TutoVideo… https://t.co/skOEygshIs"
"155","la fete d'anniversaire de JB yavai tout le monde wsh"
"156","je suis tellement fatigué h24 que maintenant la fatigue je la sens même plus... 
Elle fait partie de moi, on prend le thé ensemble parfois"
"157","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"158","S'étirer c'est mieux que le sex"
"159","Dans le même schème de pensée pervers de l'orangiste canadian Ti-Jean Chrétien et le fameux plan B! https://t.co/m09jfMQwEI"
"160","@UHCFrHelp je ne peut toujours pas me connecter alors que j'ai été banni le 29/02 wtf ?!! =p https://t.co/PlqmLkvLxj"
"161","RT @Phil_lalatour: dans le cadre d'un divorce, si un des époux oublie de mentionner une de ses sources de revenus, est ce que ça peut lui ê…"
"162","Il était temps que j'aille chez le coiffeur !"
"163","RT @Le_M__: Le meilleur Vine français sans aucune hésitation https://t.co/BoXwSOqxfT"
"164","[L'Equipe] F1 - Grosjean, le grand frère https://t.co/OlqJd6xN8V"
"165","RT @Ytbgasp: De la neige à Paris en mars alors qu'il faisais 13 degrés le 24 décembre. Vas falloir m'expliquer"
"166","Vous savez ce que c'est, un #placomusophile ? Si oui, rendez-vous le 6 mars au Mesnil-Sur-Oger https://t.co/86PS0HVy0c"
"167","#RTL: Un puissant séisme crée la panique en Indonésie: le risque de revivre un nouveau Sri-Lanka est finalemen... https://t.co/HhTzol4lQl"
"168","@zaptele as tu fait un papier plus long sur le sujet? JE SUIS HYPER INTRIGUÉ."
"169","Une nouvelle chanson et un album en avril pour Operators, le projet de Dan Boeckner https://t.co/NdurY82LCB"
"170","@rcdlea calme parce que deja le mot ""sandale"" c'est degueulasse mdrrr"
"171","@odwlinebrl @cvrentin le nez et la bouche"
"172","@Mikadotwix @manjimaru22 chez moi ça tourne vraiment bien bon pas tout à fond fxxa en anticrénelage et ombres en moyen le reste en élevé"
"173","@phtiriasis @JohnO2Snow @DocArnica Je les revois demain. Si vous pensez qu'il y a des endroits plus spécifiques à observer dites le moi"
"174","Suicide de chat mais ptdr ou va le monde <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"175","RT @Abdelkarter: La neige c'est pour vous faire oublier la loi El Khomri sachez-le c'est un coup de @manuelvalls."
"176","Chic_Lady6 : Le pays où il neige jamais <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> #Desert #ArabLife (via Twitter https://t.co/8GrFQtneqI)"
"177","RT @luvtrigga: dans ta tl y'a toujours des suceurs qui rt ton tweet une fois que tout le monde le rt alors qu'ils l'avaient très bien vu au…"
"178","RT @indochinetwitt: #IndoRequest #Europane (ou le dernier bal), pour @TaluIla ""<U+FFFC><U+2764>"" https://t.co/1GMUxjcagI"
