id,texte,note,label
40,"j'ai acheter ce téléphone en janvier 2023 nous sommes en juillet 2023 le téléphone a 6mois et déjà dès le premier mois il commencer à beuger énormément tout a commencer quand la face ID c'est désactiver sans raison puis il a commencer a changer d'application, appeler des personnes, envoyer des messages et bien évidement tout seul puis il y a quelques jours il a commencer à s'éteindre minimum 6 fois en une heure puis se rallumer avec 0% de batterie alors que la batterie était pleine, je tient à préciser que le téléphone n'est jamais tomber.... le téléphone au bout de 6 mois d'utilisation ne fonctionne plus. je le recommande vraiment pas.",2,négatif
41,"Facile à utiliser, neuf",5,positif
42,"Téléphone livré dans l’état que le vendeur avait spécifié, et c’est belle et bien vrai l’iPhone et dans un état quasi neuf !!.. merci de l’honnêteté du vendeur !!.. en espérant qu’il ne ce mette a pas a câbler d’ici 1 semaine !???… sinon tous bien !. Et merci.",4,positif
43,Très bon téléphone reçu très rapidement,5,positif
44,Très bon téléphone reçu rapidement dommage qui a pas les écouter,5,positif
45,Correspond pour l'utilisation de ma fille Fonctionne très bien malgré un appareil reconditionnè très satisfaite depuis 4 mois à voir la durée,5,positif
46,"La batterie de l'appareil a été défectueuse dès les premières utilisations de cet Iphone : l'appareil s'éteint soudainement et régulièrement par ""manque de batterie"" alors que le téléphone affiche entre 20 et 40% d'autonomie restante, ce qui est très gênant au quotidien.",3,neutre
47,Bon produit je recommande,3,neutre
48,fonctionnait bien mais le téléphone s'éteignait et ce rallumer des fois puis maintenant3 mois apres mon télephone de fonctionne plus MON Téléphone n'est jamais tombait!!!!!!,2,négatif
49,Vendu comme reconditionné avec état de santé de la batterie sup. à 80/90%...alors qu'en réalité la batterie n'est à peine qu'à 50% de sa réelle capacité ! Et donc obligé de le charger 2 à 3 fois par jour....,1,négatif
50,Je l'ai acheté pour mon enfant qui se trouve au collège et il pense qu'il le trouve très pratique pour ces petits devoirs et une bonne communication.,5,positif
51,Très satisfaite de ce. Téléphone.il répond à toutes mes attentes..,5,positif
52,Le téléphone est bien mais il n’y a pas tout les accessoires comme les écouteurs car normalement il devrait il y en a avoir,5,positif
53,Très bien. Le téléphone fonctionne parfaitement,5,positif
54,franchement j'ai recu le tel et pour moi c comme ci je l'avais achetee a boulanger il est comme neuf et le raport qualite prix est incroyable je vous le recommande a 100%,5,positif
55,"Ma fille es hyper contente de sony achats ,rapide",5,positif
56,"Téléphone vendu en reconditionne mais l’état laisse à désirer. Marqué en comme neuf , l’écran est rayé le côté du téléphone est complètement abîmé, même la batterie semble ne pas avoir été changer car elle affiche un état de réparation à 80%. Bref je ne recommande pas du tout ce vendeur.",1,négatif
57,Recu batterie a 85% quel dommage. Hors mis ca il es parfait ! Esthétiquement rien a dire aucune micro griffes ni coups. Je suis plutôt contente hors la batterie.,2,négatif
58,Rien à dire en parfait état et encore le mot et faible je dirais neuf même mon fils et ravi,5,positif
59,"Cadeau pour ma fille, elle est ravie. Pour un premier achat de reconditionné aucun problème. Batterie à 100% à voir dans le temps. Je l ai amené chez un pro pour faire poser un verre trempé, cela pourrait être un plus dans les accessoires. Il l a trouvé parfait. Juste le haut parleur n était pas nettoyé mais il me l a fait.",5,positif
60,J ai acheter l iPhone X pour Noël pour ma fille sauf problème avec la batterie il a charge a100% et 5 min après il s éteint avec plus de batterie ??,4,positif
61,"Il est pas bien emballé pas de chargeur, il était pas bien protégé non plus mais bon merci quand même",4,positif
62,"bon état général, l’air d’un neuf.",5,positif
63,Problème de connexion réseau wifi et internet,2,négatif
64,Je les fait tomber une fois il c'est crassé j'ai du le faire réparé et ça fait deux foix,1,négatif
65,Très bon état de fonctionnement,5,positif
66,"Iphone en parfait état, comme neuf ! Batterie à 97% !!! J’avais le chargeur et les écouteurs d’origine dans la boîte je suis super contente de cet achat, il marche à merveille ! Je recommande sans hésitation le vendeur S-back vraiment très professionnel comme reconditionneur !",5,positif
67,"En très bon état extérieur, fonctionne très bien et batterie à 100%. Livré dans les délais.",5,positif
68,Livraison rapide. Reçu batterie 100% Écran nickel . Je recommande ce vendeur .,5,positif
69,RAS tout est conforme,5,positif
70,Le reconditionnement a été très bien effectué limite j'ai cru qu'il été neuf,5,positif
71,"Maniabilité, facile à utiliser,belles photos.",5,positif
72,"j’adore cet iphone il est super, reçu en 2jours parfaitement emballé !",5,positif
73,"Téléphone comme neuf , très satisfait de mon achat.",5,positif
74,"Téléphone en excellent état, livraison rapide. Conforme à l’article proposé.",5,positif
75,"l'iPhone est en excellent état rien a dire aucune rayure, le système d'exploitation fonctionne parfaitement, Face Id fonctionne aussi parfaitement . Communication avec le vendeur excellente. Je recommande",5,positif
76,"Très bon produit, batterie neuve, reçu rapidement, mais le chargeur ne fonctionner pas heureusement que j’avais un iphone et que j’avais garder le chargeur",3,neutre
77,Très satisfait de mon achat.,5,positif
78,J'ai acheté ce téléphone pour ma fille. C'est elle qui l'a choisi et il correspond exactement à celui sur le site . Merci,5,positif
79,Acheter pour l'anniversaire de ma fille elle est super contente dessus il manquait les écouteurs mais pour le prix et la qualité rien a dire à voir avec le temps,5,positif
80,Excellent produit Bonne remise en communication avec le vendeur parfaitr et efficace.,5,positif
81,J’ai acheté ce téléphone au mois de janvier 2022 et au mois novembre 2022 le téléphone et mort,5,positif
82,super parfais excellent état,5,positif
83,Envoie très rapide et très bien protégé.,5,positif
84,A fuir en 1 mois l’écran a déjà lâché,1,négatif
85,Satisfait toujours à la page design magnifique.,5,positif
86,"Totalement déçue. Ne tient pas la batterie, vibreur en défaut. Beug. Et j'en passe.",1,négatif
87,Inadmissible on achète un iPhone à un prix élevé au bout d'un mois l'écran lâche en plus avec toutes les protections qu'il faut jamais tomber jamais eu de coup à rien du tout??,1,négatif
88,"iPhone X reçu avec une batterie à 100%, fonctionne très bien, fluide comme n’importe quel iPhone, zéros rayures, aucuns pocs, il est comme décrit « excellent état », iOS 16 ok. Seul bémol le câble de rechargement n’est pas un vrai Apple (la prise et les écouteurs oui) et il n’y a pas de verre trempé ni de coque contenu dans le pack, cependant il reste un bon rapport qualité/prix. Reste à voir dans les prochains mois.",5,positif
89,"iPhone en parfait état aucun défaut, batterie à 90%, tout fonctionne très bien",5,positif
90,Malgré le reconditionnement ce téléphone est très bien super autonomie et très beau aspect,5,positif
91,"Satisfaite de cette achat, livraison très très rapide (moins d’1 semaine d’attente), téléphone parfait, rien à dire, je recommande! Si vous hésitez, foncez! Le seul petit hic c’est qu’il est vendu sans écouteurs, mise à part ça le reste est parfait",5,positif
92,Un bon téléphone je recommande,5,positif
93,"pas de soucis, téléphone bien et marche",5,positif
94,Livraison rapide produit propre A faire attention ?? les vitre se casse vite,4,positif
95,"J’ai acheté ce téléphone il a 11 mois jour pour jour, depuis le départ la qualité de photo avant et arrière est médiocre … et plus le temps passe, et pire c’est … Je ne peux même plus faire de photo ! En regardant bien, l’objectif et plein de poussière .. La batterie ne tiens plus, obligé de le recharger deux fois par jours … Et au bout d’une chute, écran cassé alors que mon iPhone 7 avait fait beaucoup de chute et je n’ai jamais cassé un écran (mais je pense que ça viens des nouveaux iPhone..) Me revoilà à racheter un nouveau téléphone ..",3,neutre
96,"Parfait IPHONE, bien reconditionné, aucun souci en 4 mois de téléphonie",5,positif
97,Mon fils et très content de se téléphone,5,positif
98,Je suis contente de se produit ma fille est aussi contente Cdiscount fait de bon produit Et le livreur arrivé toujours avant et d’une gentillesse merci vous tous,5,positif
99,les téléphones bug beaucoup la batterie a 100% mais des gros problèmes constater,2,négatif
100,"Téléphone reçu avec coque et verre de protection, ce qui est plutôt appréciable. Article bien emballé et livré avant la date prévue. En bon état de marche pour l’instant, à voir sur la durée.",4,positif
101,"Produit comme neuf, merci à l’équipe.",5,positif
102,"Tout est dans les règles deuxième commande , chez ce partenaire aucun soucis.",5,positif
103,Produit qui marche très bien !,5,positif
104,Super qualité la batterie est a 100% et avec chargeur et vitre de protection je recommande à 200%,5,positif
105,"IPhone X en très bon état. Fonctionne à merveille. Par contre, pour le prix payé, il aurait été judicieux d'offrir au moins des écouteurs compatibles. Recevoir un téléphone reconditionné avec un simple chargeur, je trouve ça un peu juste. Je donnerai un nouvel avis si un geste commercial est possible. Merci",4,positif
106,"Je recommande ce revendeur ! J’ai appelé le service client Mac qui a analysé mon iPhone, il m’a confirmé que tous les voyants étaient vert, je suis donc rassurée pour l’avenir avec mon téléphone et pour le reconditionnement qu’a effectué le revendeur.",4,positif
107,"acheter pour mon fils, produit sans aucun soucis,écran, fonctionnalités, A VOIR SUR LE LONG TERME ,A SON UTILISATION AU QUOTIDIEN",5,positif
108,Très satisfaite du téléphone Bon appareil photo Très fluide Bel écran État comme neuf,5,positif
109,Protection facile à poser,4,positif
110,Reçu avant le délai de livraison le téléphone est comme neuf fonctionne très bien,5,positif
111,c'est un produit en bon état bon rapport qualité prix merci,4,positif
112,L'appareil est parfait merci par contre le boc du chargeur et trop faible il chauffe très vite c'est à revoir,5,positif
113,Pourquoi cette commande a-t-elle été annulée ? De plus j'ai repassé la même commande avec ma carte pass. Et celle ci n'apparaît pas sur mes commandes. J'ai réglé en 4 fois. J'attends votre retour rapidement.,1,négatif
114,"Une catastrophe tout simplement. Le téléphone rame toutes les 30 secondes, batterie non neuve à 94% de capacité, le téléphone surchauffe en utilisation normale. Préférez largement un Xr pour quasiment le même prix.",2,négatif
115,TRÈS BON téléphone REMIS A NEUF ET livraison RAPIDE,5,positif
116,"Conforme au descriptif, très bien reconditionné, parfait",4,positif
117,"iPhone au top, + vendeur qui a mit une coque avec l’iPhone, cadeau pour ma maman elle est ravit !",4,positif
118,Franchement je suis assez surprise de la qualité de ce téléphone je lais reçu ce matin j’ai d’abord vérifier s’il il n’y avais pas de petit défaut sur l’écran ou le téléphone en lui même rien du tout je lais reçu avec une coque transparente et avec un verre trempé déjà installé sur l’arrière et lavant du téléphone en plus de sa ma batterie est à 100 on verra avec le temps en tout cas je recommande Au niveau des accessoires adaptateur et câble sont compris,5,positif
119,"Appareil comme neuf, pas une seule rayure sur l'écran et au dos, parfait. Une semaine que je l'utilise et tout fonctionne parfaitement. J'en ai acheté un chez un concurrent recommandé par Free, rayé à souhait, verre trempé mal positionné, mal collé et pas adapté au modèle, Pas de Face ID puisque verre trempé cache les caméras présentes pour cet effet. Renvoyé aussitôt et demandé un remboursement.",5,positif
120,article conforme fonctionne très bien rien a dire je recommande ce vendeur,4,positif
121,"Telephone comme neuve sans rayure, capacité de la batterie a 100% ! Livraison très rapide ! Je recommande ++++++",5,positif
122,magnifique comme neuf très rapide la livraison,5,positif
123,Très contente de ce vendeur j ai eu un souci avec le téléphone très bonne prise en charge super service après vente je recommande.,5,positif
124,J’étais très content d’avoir commandé cet iPhone mais ce qui est dommage j’ai jamais vu jamais utiliser un iPhone qui chauffe autant ça fait plus de 10 ans j’utilise que les iPhone mais j’ai jamais vu un iPhone pareil je suis déçu d’avoir commandé cette iPhone malgré les iPhone chauffe oui mais jamais vu autant franchement,3,neutre
125,magnifique comme neuf,5,positif
126,"J’ai acheté ce téléphone en novembre 2021,en parfait état la batterie était à 100%. Je recommande ?!!",5,positif
127,pas content de ce produit ! plus d'achat de tél reconditionné,2,négatif
128,INADMISSIBLE !!! acheter y’a même pas 1 moi que depuis 2 jours ma batterie me marque RÉPARATION !!! Je payerai pas une batterie qui est censé être déjà changé !!!!!,1,négatif
129,Très bon vendeur très compréhensif,5,positif
130,"coli reçu rapidement ,emballage un peu sommaire , souci pour faire des photos écran noir pour le reste à voir dans le temps",3,neutre
131,"Bin téléphone, même si de temps en temps je retrouve des clichés et suis quelques fois obligé d'aller dans la configuration.. Dans l'ensemble très performant, j'adore",5,positif
132,Tout est parfait sauf le chargeur qui ne charge pas correctement le téléphone par moment.,5,positif
133,Sa chauffe déjà quand on l’allume de la première fois,3,neutre
134,"Produit reçu au jour annoncé. Parfait état, bien emballé et conforme. Un peu tôt encore pour donner un avis concret, mais pour l’instant, cet article répond à mes attentes",5,positif
135,Excellent état Super conditions,5,positif
136,"Très bonne iphone x je recommande,avec une coque de protection, un verre trempé et un chargeur fournis avec .Je recommande vraiment .batterie 100%.On dirait un neuf.",5,positif
137,Très beau téléphone fonction Très bien arrivée à temps prévu merci,5,positif
138,Très bien reçu et emballer pour l’instant il est nickel aucun impact ou fissure l’état de la batterie est à 100% comme neuf !! Je suis très ravie de mon achat,5,positif
139,Tél en parfait état ! Livraison rapide. Je recommande cet article,4,positif
140,Exelent venu déjà tout prêt avec coque vert trempé nickel,5,positif
141,Bon livraison longue bien vérifier le suivi,3,neutre
142,"État impeccable, très beau téléphone et parfaitement fonctionnel.",5,positif
143,"Suite à un problème technique, le téléphone a vite été échangé, le vendeur a été très réactif",5,positif
144,"Ce téléphone a beaucoup de défauts, l'appareil photo, l'arrêt automatique, la batterie qui chauffe, ce n'est pas bon du tout.",1,négatif
145,J’ai pris beaucoup de plaisir avec mon téléphone. J’ai changé pour le i12 et c’est toujours aussi agréable.merci Apple,5,positif
146,Un cadeau pour ma fille qui s'en sert s'en relâche.utilisation de février et aucun problème.livraison rapide.livré avec ses accessoires.,5,positif
147,Il est super je l adore,5,positif
148,Très bon téléphone reconditionné fonctionne parfaitement,5,positif
149,"Livraison super rapide ! Téléphone de qualité, avec tout les accessoire…. Rien a dire parfait",5,positif
150,"Très bon produit envoie rapide, je recommande",5,positif
151,très bon qualité transaction réussi avec succès,5,positif
152,Produit présentant beaucoup de trace d’usure pour un état apparement excellent d’après ce que j’avais choisi. Je suis pas satisfaite. C’est bien dommage.,2,négatif
153,Excellent Android dommage il manque un peu accessoire pas d'écouter et pas de verre de protection,5,positif
154,téléphone en très bon état et très propre. Fonctionne très bien.,5,positif
155,Chargeur livré avec iPhone X non compatible.un échange serait bienvenu. Merci.,4,positif
156,a première vu rien d'anormal... Au bout de 5 mois l'écran s'est décollé... On l'a emmener chez un réparateur qui nous affirme que l'écran a été mal remplacé ! Alors reconditionner d'accord c'est pas parfait mais un minimum au vu du prix! Première fois que ça m'arrive pour un' reconditionner... A réfléchir !,2,négatif
157,Bonjour je suis bloqué avec iCloud je peux plus l’utiliser il me mais un numéro terminant par 83 ou par 38 si tu reconnais ses numéros contacte moi sur 0781466517.,3,neutre
158,Un téléphone très lomg à télécharger et à charger très mauvais choix d'avoir prix un reconditionne très déçu de ce choix de iPhone,1,négatif
159,Produit conforme a annonce en parfait état je recommande,5,positif
160,Téléphone arrive en très bon état batterie à 100% après quelques mois rien à redire,5,positif
161,"Le telephone est arrivé rapidement, sans aucune trace d'usure ni rayure. Livré dans une boite neutre avec tout les accessoires",5,positif
162,"Produit conforme à la description avec des petits cadeaux en plus, mon fils etait ravi",5,positif
163,Bon rapport qualité prix,4,positif
164,Contente de mon achat iPhone en excellent état écran nickel. Quelques marques d’usure sur les côtés mais très léger. Je recommande. Fournis avec chargeur Petit bémol la batterie n’est pas neuve j’ai une capacité à 89%.. et pas d’écouteur.,4,positif
165,Pour un iPhone le prix est attractif et donne envie de reconditionné ! Il a l’air tout neuf ! On verra à l’usage !,4,positif
166,Portable branche mais batterie n'augmente pas. Durée de vie ? 48H,1,négatif
167,Trop contente Très bonne affaire qualité prix,5,positif
168,Je voulue testé voir si le produit était bien reconditionné il était parfait batterie a 100%rien a dire tout est neuf pas une rayure et là je l'utilise pour le testé et mince l'appareil photo est flou je renitialise le téléphone rien ne change le focus ne ce fait pas et quand je prend la photo et que je zoom avec le doigt une catastrophe bref pour moi l'appareil photo n'ai pas officiel,5,positif
169,Top top top l iPhone top,5,positif
170,"Téléphone qui a cesser de fonctionner au bout de trois moi, mais le vendeur a tout de suite pris en charge ma demande et m’en a renvoyer un qui fonctionne parfaitement et cela a était rapide merci à lui",4,positif
171,Ces téléphones sont réparés avec des pièces compatibles et non d’origine Apple. J’ai été faire réparé le mien après que l’écran est rendu l’âme après 3 mois…. Le réparateur a constaté que ni l’écran le capteur photo et bien sur la batterie ne sont d’origine…. Bref vous n’achetez pas du 100 % Apple il faut le savoir… Après le SAV a pris en charge ma demande et c’est un point positif.,3,neutre
172,iPhone comme neuf batterie neuve téléphone emballer comme neuf livrer avec un verre trempé je recommande ce produit j’adore cette iPhone,5,positif
173,Super propre mais batterie pas top tien pas,3,neutre
174,bof pas terrible decu de cet achat,2,négatif
175,"Téléphone fidèle à l’annonce impeccable, niveau batterie 98% A voir dans le temps Je recommande",5,positif
176,"Après 3 mois d'utilisation simple, l'écran tactile fonctionne plus, je vous le conseille",1,négatif
177,Parfait rien à redire,5,positif
178,Très propre très.rapide on dirait du neuf merci.je recommand.e.bivement,5,positif
179,On m'avais recommandé ce téléphone et je suis ravie de ses fonctionnalités.,5,positif
180,Je l'ai fais tomber de quelques cm du sol J'ai eu une grande rayure blanche et des traits verres Devenu inutilisable donc mort,2,négatif
181,J ai eu un problème le tactile ne marcher plus la réactivité a été super rapide Échange du produit,5,positif
182,iPhone reconditionné excellent état Avec chargeur mais sans écouteurs À recommander,4,positif
183,"Batterie qui tient pas la charge du tout, et appareil photo qui vient de foirer… 2 mois que je l’ai…",1,négatif
184,"Téléphone arrivait avec une capacité d’autonomie de 85%, il chauffe et se décharge très rapidement. Pas des écouteurs je suis un peu déçu et quelques rayures sur le côté du téléphone.",1,négatif
185,Téléphone parfait sans défaut et batterie > à 90%,5,positif
186,Le téléphone neuf l’écran ne vas pas,1,négatif
187,Vraiment déçu n’achète pas,1,négatif
188,Impeccable avec un prix très raisonnable,5,positif
189,Très beau téléphone qui fonctionne parfaitement. Livre avec 2 coques + vitre incassable Ravie de mon achat,5,positif
190,Téléphone reçu avec tous les accessoires et plus meme car il y avait en plus 2 coques et 2 protège écran. Je suis très satisfaite car il est en excellent état aucune rayures ni impact. il est vraiment comme neuf j’espère qu’il va durer dans le temp mais pour le moment je suis très satisfaite car je l’ai acheté pour mon petit frère et je recommande fortement.,5,positif
191,Très bien et très bonne qualité mais il bug un peu,3,neutre
192,Je viens de le recevoir rien à signaler téléphone comme neuf pas de rayure propre bien emballé avec prise fil oreillette à voir sur la durée,4,positif
193,Très beau téléphone arrivé à temps aucune rayure ni impact téléphone comme neuf on dirait acheté chez iPhone. Très bien emballé dans boîte d’origine de plus fourni avec deux coques transparentes et deux verres trempé. Les accessoires sont fournis et de très bonne qualité. Je recommande ce produit ainsi que le fournisseur et le site cdisount,5,positif
194,"En parfait état, fonctionne correctement pour le moment pas suffisamment de recul ! Mais plutôt satisfaite de mon achat ! Je recommande",5,positif
195,Produit comme neuf et reçu rapidement vraiment pas déçu.,5,positif
196,"Très bon produit,mon fils en est ravis,espérant qu’il dure",5,positif
197,Très bien pour un reconditionné,4,positif
198,Super ma fille la fait tomber une fois tro fragile. Et le téléphone ses d'école,5,positif
199,Produit conforme à la description tout est nickel je recommande !,5,positif
200,"en très bon état, satisfaisant pour un reconditionné",4,positif
201,Je suis parfaitement satisfait de cet achat,5,positif
202,article conforme à la description. MERCI,5,positif
203,Demander une réparation ou un échange pour un nouveau téléphone,2,négatif
204,"Reçu comme neuf , avec accessoires vraiment bien le téléphone",5,positif
205,Très satisfait de mon iPhone,5,positif
206,aucun problème depuis l'acquisition,5,positif
207,IPhone reconditionne en excellent état. Comme neuf. Je recommande vivement.,5,positif
208,Le téléphone et niquel mais la batterie ne tien même pas 1h c’est nul,2,négatif
209,conforme a ce que j attendais.,5,positif
210,Parfait marche très bien,5,positif
211,je recommandé ce vendeur chassie très propre écran neuf batterie neuve etc! au top!,5,positif
212,Excellent état a voir dans le temps si pas de défaut après sur la fonctionnalité car cela ne fais qu’un mois et pour le visuel nickel,5,positif
213,Je très satisfaite du produit,5,positif
214,"IPhone X reçu rapidement et très bien emballé, aucune rayure en apparence, tient bien la charge, bref très bon produit.",5,positif
215,Article top et nikel sans aucuns défauts !,5,positif
216,"Cadeau pour le 25 décembre, une belle découverte. il est comme neuf, aucune rayure. Le conditionnement est parfait pour protéger le mobile pendant le transport Batterie à 100% Un bémol, le chargeur est abimé après 10 jours d'utilisation, je dois en commander un autre.",5,positif
217,Rien à dire ! Très rapide pour la livraison,5,positif
218,C’était le cadeau de Noël de mon chéri et pour le moment il en est très content. J’espère que cela va durer dans le temps !,5,positif
219,"fonctionne très bien, je recommande",4,positif
220,"Cet iphone reconditionné est en parfait état, je ne suis pas déçue du produit, toutes les caractéristiques fonctionnent parfaitement et l'état de la batterie est également parfaite (100%). Je recommande vivement ce modèle de téléphone qui est très bien au quotidien.",5,positif
221,Il est parfait et rapide. Très fonctionnel correspond tout à fait à mes attentes.,5,positif
222,Très bon produit et rapport qualité prix aussi.,5,positif
223,Je suis assez satisfaite de mon téléphone iPhone X mais je n’ai pas reçu d’écouteurs avec donc c’était un peu embêtant j’ai du en acheter ailleurs.,4,positif
224,"Bonne réception de la commande, article fonctionnel",5,positif
225,l'iPhone est effectivement en très bon état. Je recommande.,5,positif
226,pas de mauvaise surprise produit en très bon état,4,positif
227,"livréson rapide ,securisé par un point de vente ,satisfaisant .",5,positif
228,Ma fille est ravie. Il est livré dans sa boîte avec tous les accessoires neufs.,5,positif
229,"Conforme à la description ; excellent état , livraison rapide, très satisfait, garantie vendeur deux ans.",5,positif
230,Très bon produit reconditionné,5,positif
231,Batterie très peu performante et annulation des icônes trop sensible,3,neutre
232,Portable en bon état j’adore merci bcp,5,positif
233,iPhone original et neuf .Vendeur a recommander sans hésitation.,5,positif
234,Très bon produit la couleur est superbe,5,positif
235,Reçu en 2 jours en excellent état (neuf),5,positif
236,Très bel iPhone en parfait état. Tout fonctionne au démarrage. J’espère être aussi satisfaite dans la durée !,5,positif
237,De l’iPhone 6 a l.iPhone x cela change énormément mais prise en main très rapide.Appareil dans un état parfait aucune rayures Reçu très rapidement Emballage moyen.A voir dans le temps la tenue de la batterie.,5,positif
238,"J'ai commandé l'iPhone, arrivé avec une boite neuve, aucune rayure !",5,positif
239,Reçu dans les temps et iPhone impeccable comme neuf. Parfait,5,positif
240,"Je suis pour le moment ravie de mon achat, il y a 3 semaines. Tout fonctionne parfaitement et l’appareil est comme neuf",5,positif
241,"reçu très bien emballé, fonctionnel avec accessoires comme en boutique.",5,positif
242,Rapport prix/qualité top. Contant de l'achat,5,positif
243,cela fais fais trois mois que je l'ai et il est très bien,5,positif
244,Bon produit merci de l'envoie,5,positif
245,Reçu à la date prévu fonctionne très bien,5,positif
246,Super service livraison impeccable,4,positif
247,iPhone X de très bon état et bien emballé dans une boîte (non d'origine) à la réception. L'écran ne présente pas de rayure et le téléphone est presque comme neuf. L'autonomie de la batterie est très correcte.,5,positif
248,"Ce téléphone est parfait !!!! NEUF aucun défaut, batterie à 100 % rapport qualité/prix : excellent : je recommande vivement !!!!!",5,positif
249,Super téléphone avant j’étais team Samsung,4,positif
250,"je pense que le soucis ne vient pas du vendeur mais bien de la marque, puisque l'ancien iphone n'a tenu qu'un an aussi, ce tel n'a que 3semaines, il est tombé d'une simple chaise, donc à peine 40cm et il est complètement cassé écran et arrière, j'ai donc jetté plus de 300 euros, quelle honte de vendre des tel si cher de si mauvaise qualité; en comparaison mon xiaomi est tombé 100 fois de beaucoup plus haut et il n'a pas une seule égratignure, et il est toujours comme neuf depuis 2ans. J'espère que le vendeur ou c discount feront un geste car j'ai dépensé plus de 10 000 euros ou je ne sais pas combien sur cdiscount, en tout.",1,négatif
251,Rien à redire. Article comme neuf. Fonctionne parfaitement.,5,positif
252,Super rien a dire la livraison et rapide i et le téléphone en luis même et génial,5,positif
253,"Un iPhone en parfait état aucun souci pour le faire fonctionner conforme à mes attentes. Franchement un bon achat, pourquoi acheter neuf ?",5,positif
254,Le téléphone est bien c’est juste la boîte elle est bizarre et les écouteurs aussi,4,positif
255,"Comme neuf, batterie 100% Je recommande +++",5,positif
256,"Je l'ai commandé il y a certes quatre jours mais je suis pleinement satisfait de ce dernier. Il est rapide, en excellent état (comme indiqué dans la fiche descriptive du produit) et ne donne même pas l'impression d'être reconditionné. Je recommande l'achat de ce téléphone !",5,positif
257,Passer del'Iphone 5S à l'X...le luxe.,5,positif
258,Reçu très bonne eta extérieur on a pris 1 moi 1 ma mère mes impossibles de l’activer nous demande code de verrouillage 30e pr le déverrouiller donc toujours dans le attente du code par le Vendeur svp,1,négatif
259,Article génial avec un très bon rapport qualité/prix. Je conseille.,5,positif
260,"En parfait état, batterie 100% fonctionnelle, le téléphone marche sans problèmes. Vraiment contente !",5,positif
261,"Téléphone reçu en parfait état, reçu cette semaine donc à voir dans le temps... Accessoires fournies: chargeur, écouteurs.",5,positif
262,Article conforme à la description.Envoi rapide et soigné.,5,positif
