id,texte,note,label
26,L’écran et arriver avec un point bizarre dessus et une barre qui ne se voit pas quand l’écran est allumer.,2,négatif
27,"Fonctionne bien, état correspondant à la description",4,positif
28,J'ai commandé un iphone 12 pour le Noël de mon fils. En mars le bouton latéral est resté bloqué enfoncé. J'ai emmené mon téléphone dans un apple store pour réparer ce bouton et sur place le vendeur a refusé de nous réparer notre téléphone car le numéro IMEI été celui d'un autre model. Le mien est blanc alors que le numéro de IMEI est pour un téléphone bleu. Le vendeur nous a dit que notre téléphone avait été complétement modifié. Bref très mauvaise expérience.,1,négatif
29,J ai beaucoup aimé que le verre trempé soit déjà mis,4,positif
30,Au bout de 10 jours la capacité maximum de la batterie est descendu a 96% alors que il n'a presque pas été utilisé. Au bout de 12 jours le téléphone s'est complètement éteint.,1,négatif
31,"Alors produit reçu conforme ok . Mais par contre écrans changer et c’est écrit écran inconnue , téléphone qui surchauffe pour rien en plus que les iPhone 12 on eu des problèmes de batterie qui explose assez souvent je demande au vendeur un petit geste . Non impossible .",1,négatif
32,Évite acheter ce iPhone 12 chez ce vendeur,1,négatif
33,Comme neuf sortie de chez Apple. Vendu avec chargeur neuf en plus de ça.,5,positif
34,"Très bon qualité, j’ai reçu l’iphone comme neuf Je recommande fortement.",5,positif
35,J’ai déjà l’était de la batterie à 80 pour-cent et l’ai reçu avec une fissure derrière il est tomber une fois et ca à complètement fissuré le derrière du telephone. il surchauffe tellement que ca a bomber le derrière du téléphone. Je recommande absolument pas et je suis dégoûter de l’avoir acheter.,1,négatif
36,top pour du reconditionné batterie a 100% agréablement surprise je recommande,5,positif
37,Franchement déçu ? et pourtant le téléphone fonctionnait bien au début mais la c'est HS.,1,négatif
38,Envoi rapide et produit correct.,5,positif
39,"Le téléphone sa fait seulement 4mois que ma fille la, on s’aperçoit que l’écran se décolle du bas mais au final sa ne viens pas de l’écran ces la batterie qui a gonfler heureusement qu’on s’en est aperçu parce que la batterie aurai pu exploser dans les mains de ma fille et avec des conséquences grave ces inadmissibles, je vais contacter le service client. Je viendrais en dire plus",1,négatif
40,J’ai même eu droit à un carton + câble de charge,5,positif
41,"super iPhone , très joli, état impeccable ainsi que la fonctionnalité . je suis ravi de mon achat et je le recommande",5,positif
42,iPhone impeccable reçu en rien de temps,5,positif
43,Ecxellent produit Batterie top etat comme neuf,5,positif
44,Le téléphone ne marchait plus au bout de quelques semaines a peine mais le vendeur a été réactif et nous en a renvoyé un certes un peu moins cher à la base mais même modèle donc rien à dire juste une histoire de couleur qui fait la différence de prix.,1,négatif
45,Reçu vite merci Fonctionnement très bien merci à vous,5,positif
46,"Que des bugs, cassé, je regrette cet achat il a pasé plus de temps en réparation que dans mes mains....",1,négatif
47,Tout semble être correct appart la batterie qui est à 86% de capacité,5,positif
48,"Un bon téléphone reconditionné, très bien, je m'attendais à ce que la batterie se decharge rapidement mais non, franchement je recommande.",4,positif
49,"Iphone 12 acheté en novembre 2024 reçu en excellant état, état de santé de la batterie 100% mais au bout de quelques semaines, la batterie est à 91%, ce qui veut dire que la batterie n'est pas originale bas de gamme.la capacité de la batterie est diminuée de par contre il y a plusieurs mois j'ai acheté un 12 PRO MAX vendu par Cdiscount et jusqu'à maintenant l'état de santé de la batterie est 100%( MERCI CDISCOUNT).",3,neutre
50,Produit parfait au meilleur prix !,5,positif
51,l'etat de l'article est impeccable,5,positif
52,"J'ai commandé cet iphone12, impossible de faire les réglages très mal reconditionné. On n'a jamais pu le prendre en main, il restait des paramètres et des messages dans l'appareil. Par contre merci à cdiscount, et le vendeur j'ai été remboursé sans problème. Du positif dans le négatif",1,négatif
53,Bon téléphone fonctionne bien un peu cher pour un reconditionné mais excellent matériel satisfait merci,4,positif
54,LA BATTRE NE DUR PAS LOGNTEMPS,2,négatif
55,Convient à mes attentes,4,positif
56,"De la pure m3.rde nul nul nul, batterie qui passe de 96% à 50% en 4 mois (en ayant une utilisation normale) et arrière du portable qui se brise même avec coque! Ce portable est sensible comme une feuille!",1,négatif
57,"Très bon produit reçu comme neuf, fonctionne très bien",5,positif
58,Ma fille en est très contente .,5,positif
59,Bon produit avec batterie neuf qui tiens parfaitement pour le moment !,5,positif
60,Parfait rien n’a dire je recommande,5,positif
61,Le téléphone est on parfaite état à part le bouton silencieux qui marche pas très bien si non rien à dire,4,positif
62,Le téléphone était nickel sans aucun problème !,5,positif
63,"Comme neuf,super portable",5,positif
64,"Produit correct. La batterie tient bien, les photos claire. Seul problème chargeur ne fonctionne plus après 2 semaines d’utilisation",5,positif
65,Le telephone n’a pas tenu un ans Elle c’est fissuré malgré la protection a l’avant et à l’arrière du téléphone Là elle ne s’allume même plus Je suis déçu,1,négatif
66,"Franchement, on ne dirait jamais que c'est de l'occasion.",5,positif
67,"- écran parfait sans aucune rayure - coque parfaite Pour le moment rien à redire, il fonctionne parfaitement bien . C’est un très bon produit",5,positif
68,Vraiment déçu écran paas d’origine zéro,1,négatif
69,"Bonjour, L’iPhone reçu est dans un parfait état. Cependant, après 1 mois d’utilisation la vitre arrière se brise toute seule sans chocs. Je suis à mon deuxième achat et c’est un problème connu des iPhone 12 reconditionné. Je ne partirai plus sur du reconditionné.",1,négatif
70,Article hs au bout de 2 semaines d'utilisation cela sans avoir subit de choc! Site à fuir. Dommage de ne pouvoir donner 0 étoile!,1,négatif
71,"Au début tout allait très bien mais au bout de quelques mois, la batterie était tellement gonflée qu'elle a failli exploser, beaucoup de bugs....",2,négatif
72,"envoi rapide, il marche parfaitement je recommande",5,positif
73,Livraisons de commande c très rapide et sécurisée,4,positif
74,Prix / Équipement sans aucun défaut / Délai d'envoi / Emballage et transport - Parfait,5,positif
75,Ras pour l’instant fonctionne bien et très jolie,5,positif
76,Ma batterie est déjà à 80% au bout de 1 mois,2,négatif
77,Ma fille a utilisé 3 semaines son téléphone et l’écran est devenu noir. Il n’est plus utilisable alors qu’il était reconditionne « en excellent état ». En attente d’une réponse du vendeur.,1,négatif
78,"pas chéré, comme neuf, j'en suis ravis",5,positif
79,"Livraison rapide ok. Une semaine après réception les photos étaient floues et l’objectif grésillait. Le vendeur demande de renvoyer l’appareil mais sans en avoir de secours et devoir réinitialiser l’appareil et perdre toutes les données, j’ai préféré le faire réparer moi même. Cela m’a couté 60e supplémentaires. Le réparateur dit que les iPhone 12 sont très fragiles…",2,négatif
80,Mon téléphone a arrêté de fonctionner au bout de 3 semaine,1,négatif
81,"Plus jamais ! Pas de connections wifi, l’écran n’est pas reconnu. Extrêmement déçue",1,négatif
82,Génial super cadeau de Noël,5,positif
83,"Très satisfaite de mon achat , ma fille est ravie le portable fonctionne très bien la mémoire est parfaite ,le téléphone tiens bien la charge 'autonomie de la batterie longue) je recommande , seul bémol il manque le chargeur dans la boite.",5,positif
84,Envoi rapide soigné et correspond totalement t à la description,5,positif
85,"Reçu comme prévu mais ce n’est pas ça qui vous intéresse ;) Je suis hyper contente pour le moment .. Le téléphone est comme neuf c’est vraiment à s’y méprendre, aucune rayure. Capacité de la batterie 100%, pour le moment tient très bien la charge ! Vraiment rien à dire de négatif. Maintenant à voir dans le temps. Très bien emballé et protégé et livré avec un câble",5,positif
86,"Le téléphone est reçu rapidement dans un très très bon état, l’état de la batterie est à 100% et aucun bug a signaler !!! Je suis très satisfait",5,positif
87,j’aime bien le téléphone,5,positif
88,Le téléphone est bien mais il se décharge vite et il se chauffe la batterie est à 80%mais après ça il fonctionne bien,4,positif
89,Beau téléphone après ça reste du reconditionner..jai mis le prix pour 1coque rhinoshield..le tel à taper a peine !!le derrière est déjà cassé super fragile..plus qu'à renvoyer car cette fois j'ai pris 1garantis,4,positif
90,"J'ai acheté cet iPhone 12 reconditionné ""en parfait état"" ; malheureusement, le niveau de batterie descend très rapidement : 50% après 1h d'utilisation seulement... Bref ce nest clairement pas au niveau ! C'est vraiment abusif de la part de CDiscount de revendre ce type d'équipement avec un libellé ""parfait état"" alors que la batterie est clairement défaillante ! Je souhaite un dédommagement.",1,négatif
91,Il est comme neuf vraiment pas cher !,5,positif
92,Nickel reçus 100% l’état de la batterie fonctionne très bien pas de bug pas de bloc pour le chargeur type C obliger d’acheter un cube type c mais charge encore plus vite que un usb,5,positif
93,"Excellent état pour cet iphone. Pas une égratignure, accroc ou quoi que ce soit d'autre, on aurait dit un neuf. Je recommande ce vendeur",5,positif
94,Reçus12/12/2024 avec 88 pour-cent de capacité sur la batterie et problème de Face ID renvoyer le 13/12/2024 après 1 jour d’utilisation. Décevant pour un produit qualifié de excellent état,2,négatif
95,"Nous avons reçu ce téléphone an WLAN, impossible de se mettre en wifi, ou d'ouvrir certaines applications. Aprés avoir pris des renseignements ce téléphone vient de l'étranger et peut bloqué certain application. Cela devrait peut etre etre préciser. Nous allons le renvoyer. Une jeune fille déçue le jour de Noél.",1,négatif
96,Ecran non Apple. Batterie non Apple . Ne reconnais pas la SIM Hors d usage,1,négatif
97,En allumant le téléphone il demande un code mais sa peut être quoi ???,1,négatif
98,"Achat reçu rapidement, petit problème sur une fonctionnalité, retourne au vendeur reparation prise en charge et frais d’envoi remboursé. Je suis satisfaite de mon achat. Et le vendeur est serieux. Je peux me permettre de recommander ce vendeur",5,positif
99,"Service client parfait. J’ai eu un souci avec le téléphone au bout de 3 mois, le reconditionneur m’en a renvoyé un autre.",5,positif
100,"Dès que j'ai allumé le téléphone, l'écran est non identifié produit Apple (pièce non reconnue). De plus la caméra frontale est très floue, et donc inexploitable. Très déçue de cet achat",1,négatif
101,"Niveau rapport qualité prix excellent, j’ai rien à dire, il fonctionne très très bien, je l’ai reçu en deux jours. Franchement, je recommande Je ne savais pas que le chargeur allait être fourni avec Grande surprise il charge très très bien",5,positif
102,Parfait mais attention problème son est j avais renvoyer l'article,3,neutre
103,Le téléphone est arrivé propre comme neuf je recommande le vendeur pour le moment mon fils n’a signalé aucun problème le téléphone fonctionne très bien,5,positif
104,"Super état, je recommande",5,positif
105,"Envoie rapide, produit conforme, rien a reprocher.",5,positif
106,"Commandé vendredi reçu samedi . Apparrei quasi neuf , pas de probleme ecran impeccable , batterie neuve marche trés bien .",5,positif
107,Très bel i phone état excellent merci,5,positif
108,"Conforme à la commande, comme neuf et parfaitement opérationnel",5,positif
109,"Je mets trois étoiles sur la performance car je ne l'ai que depuis quelques heures,sinon dans un excellent état,je l'ai de suite protéger,donc à voir sur le long terme,il m'a l'air comme neuf ,la batterie est à 100%le faceID marche nickel ,aucuns pets sur l'extérieur ni rayures ,ayant vu certains commentaires négatifs ça m'étonne un peu en tout cas je suis content de mon achat et ça me changera d'androïd.",4,positif
110,Je vous m’en pas. Qu’au début j’avais peur qu’il n’y est pas le téléphone ou qu’il le marche pas ou qu’il soit cassé mais non rien n’a voir il est nickel je suis même choqué j’espère que sa va durée je recommande ?,4,positif
111,expédié dans une jolie boite où il manque juste le logo de la pomme sinon on le croirait neuf ! Etat vraiment parfait,5,positif
112,"J’ai acheté un iPhone cadeaux pour ma mère , le téléphone tomber en panne après 3 semaine d’utilisation..",1,négatif
113,Parfait envoie rapide,5,positif
114,"ras, produit conforme à l'annonce, rapidité de l'envoie, je recommande !",5,positif
115,Le téléphone était endommagé à l’arrivée,3,neutre
116,Téléphone réagis moins que le 11 ne tiens pas la Charge toute la journée (peut être que je joue mais bon c’est pas une explication) Enfin bref déçu J’aime iPhone mais sincèrement déçu,5,positif
117,"Je déconseille à tous les clients qui souhaiteraient acheter chez ce magasin. Problèmes sur vos produits et vous continuez à vendre aux clients. La batterie tient que 2h. Beaucoup de problèmes sur le tel. J’ai remarqué en une journée d’utilisation. Merci de n’es pas commandé , dans ce magasin.",1,négatif
118,Produits arrivé sans soucis et dans les délais Dommage que le message d'écran non origine viennent gâcher le plaisir du reconditionné. Batterie état ok mais se décharge quand même très rapidement.,4,positif
119,Commande un téléphone même pas reconditionne correctement,5,positif
120,Bon rapport qualité prix Sérieux Expédition rapide,5,positif
121,Bon Téléphone qui reste encore dans le marché mais l autonomie de la batterie n est pas au Top !!,4,positif
122,"très bon rapport qualité prix ,le téléphone est nickel dommage que le chargeur ne soit pas fourni avec quand même.",5,positif
123,"Téléphone tombé 3 fois en panne en 5 mois, maintenant plus de solutions",1,négatif
124,Le telephone chauffe au dos au bout de 15 min d’utilisation,3,neutre
125,"Produit conforme à mes attentes. J'aime ses fonctionnalités, la qualité photo , la capacité de stockage, le visuel et la couleur",5,positif
126,Super contente de mon achat. C'etais la 1ere fois que je commandais sur Cdiscount et je renouvellerai mes achats sur ce site.,5,positif
127,"Comme d'habitude, je ne suis pas déçu de la qualité des produits reconditionnés",5,positif
128,Excellent produit reconditionné,5,positif
129,"écran pas oled déjà mais LCD, il s'est mis à clignoter donc renvoyé ; La batterie s'abîme vite. Bref nul",1,négatif
130,Très bon produit pour le prix je recommande fortement,5,positif
131,"Reçu dans le délai imparti, il est parfait on ne vois même pas que c'est un reconditionne. Batterie à 100% au top",5,positif
132,"Super téléphone, rien de plus à dire",5,positif
133,"rien à dire,il est incroyable !",5,positif
134,"Fonctionne pour le moment, pas de soucis pour l’instant",5,positif
135,"Décevant, pas comme j'aurais voulu.",1,négatif
136,"Tout est nickel, j'en suis ravie",5,positif
137,Téléphone qui ne marche plus au bout d'un mois vendeur pas sérieux dû tout !!!!!;;,1,négatif
138,Tactile beug et batterie tient pas,1,négatif
139,Niveau qualité prix rien a dire de même pour l' utilisation du téléphone je ne regrette pas mon achat,5,positif
140,"Livraison rapide, produit en super état extérieur, conforme à l’option. Par contre l’écran n’est pas d’origine, il n’est pas très réactif par rapport à l’écran des iPhone. La batterie ne tient vraiment pas longtemps, je doit le recharger régulièrement dans la journée. Le prix est imbattable mais déçue par ces disjonctions.",2,négatif
141,Mon iphone ma lâcher au bout de 2mois je ne recommande pas,1,négatif
142,De mauvaise qualité à fuirrr,1,négatif
143,"Le téléphone est arrivé sans aucun défaut, vraiment parfait. Après 2 semaines d’utilisation il a commencé avoir des disfonctionnements. Le wifi, le bluetooth et le airdrop sont inutilisables, les cellules sont grisées. Mais à part ça le téléphone est comme neuf",3,neutre
144,j'ai acheter mon Iphone mi juin et celui ci fonctionnait parfaitement jusqu'a ce que l'écran lâche du jour au lendemain au bout de trois mois. Renvoie du colis pris en charge par Cdiscount avec réponses a mes questions rapides. Remboursement effectué 10 jours après le renvoi du colis. J'espère juste ne pas avoir eu de chance et que ca ne se passera pas pareil avec le nouveau.,3,neutre
145,"J’ai pas eu problème, c’était comme neuf",5,positif
146,TIP TOP RIEN A DIRE JE RECOMMANDE,5,positif
147,les ecran c pas les ecran de base donc c pa compatible acheter surtout passsss,1,négatif
148,"je ne laisse jamais d’avis sur les sites, mais cette fois-ci je suis obligé. J’ai donc acheté un iPhone 12, j’étais très contente de le recevoir au vu du prix assez bas comparé aux autres sites, donc je l’ai reçu mais la qualité du microphone quand je fais des vocaux est horrible, même quand on m’appelle, on entend absolument rien et je vois que je ne suis pas la seule à avoir ce problème. J’ai notamment un message qui se s’enlève pas comme quoi « l’écran n’est pas reconnu « . Au niveau de la batterie comme on a pu voir dans de multiples commentaires la capacité de la batterie est arrivée à 88 % au bout de une semaine, elle était à 83 %. Donc je pense que ce n’est pas normal, car je partais le matin à 8h je revenais midi, il avait 60 % alors que j’avais été 30 minutes dessus. Enfin bref, tout ça pour vous dire que j’ai décidé de renvoyer le produit et que je ne vous conseille pas d’acheter chez ce vendeur.",1,négatif
149,Fonctionne parfaitement acheter pour ma niece,5,positif
150,Je suis très satisfait. Merci,5,positif
151,"j'ai acheté 2 téléphone sur leurs site en moins d'un an et sur les 2 téléphone j'ai eu des problème avec. Le 1er les boutons marchait plus et la reconnaissance faciale aussi au bout de 4 mois et le 2eme la batterie a tenu a peine 3 mois, il se déchargé en même pas 1h30 d'utilisation et quand je filmais avec le flash ma vidéo devenait tout floue.",1,négatif
152,Nul pas fonctionnel la batterie en deux heure vider,1,négatif
153,"Téléphone bien mais la batterie ne tient pas la journée, c dommage sinon bon téléphone",5,positif
154,"J’ai commandé le téléphone le 16/10 je l’ai reçu le 18/10 car j’ai pris la livraison accélérée. L’iPhone fonctionne parfaitement, il a une super qualité photo, la différence est flagrante passer d’android à iOS est très enrichissant. Le téléphone est accompagné d’un câble Usb-c sans prise ni écouteurs.",5,positif
155,"Très contente. Produit bien moins cher qu’ailleurs et en plus il y avait une coque et un verre trempé, donc pas de dépenses supplémentaires à prévoir",5,positif
156,Rapidité pour recevoir la commande. Il fonctionne parfaitement.,5,positif
157,Ma fille et satisfait bon rapport qualité prix le téléphone et comme neuf je recommande,5,positif
158,il est arrive avec paramétré pour les sourds on a eu un mal fou pour pouvoir se servir des applications et depuis il n'arrête as de beuguer je regrette cet achat,1,négatif
159,"Je viens d'acheter un Iphone 12 reconditionné mais le mal récurrent des Iphones est toujours présent la batterie se décharge trés vite en veille et en utilisation, c'est de la grande vitesse je vais devoir déjà contacter le SAV cet appareil s'est révélé un modèle du marché chinois cela aurait du être indiqué au catalogue en raison de protocole pouvant être différent de l'européen",2,négatif
160,Bon produit rien à dire Cool,5,positif
161,Alors pour un rapport qualité prix c'est parfait néanmoins la batterie ne tiens pas du tout sa fait trois jours que je l'es la batterie est déjà à 99% de capacité je comprend pas normalement sa ne devrait pas baisser au bout de trois jours donc je recommande pas trop,1,négatif
162,Au bout de 2 mois d'utilisation il s'est éteint et ne veux plus se rallumer quand je le mets à charger le logo Apple apparaît puis disparaît sans arrêt,2,négatif
163,"Probablement un écran non officiel, qui c'est brisé sans aucune pitié, impossible pour un original, et parlons carte mère qui au bout de trois semaines c'est tout simplement endormie, à jamais, résultats, écran noir, mise à jour impossible, argent volé. Merci vendeurs vous laissez une adolescente amer, ma fille.",1,négatif
164,Comme neuf et parfait fonctionnement,5,positif
165,Le téléphone est impeccable mais ne s’allume pas,5,positif
166,"Téléphone en très bon état, fonctionnel malgré un bug de microphone qui peut être régler facilement. Dans l’ensemble cet article vaut le coup !",4,positif
167,Pour mon premier achat d iPhone pas déçus du tout tel nickel reçus à la date indiquée et à ma grande surprise j avais un verre tremper et une coque,5,positif
168,Super comme neuf . Parfait . Tout est okay . Prévoir un chargeur,5,positif
169,Bon téléphone juste manque d'infos sur la compatibilité e-sim car le vendeur n'a pas précisée que ce dernier ne l'était pas car le téléphone viens des pays asiatiques qui le bloque.,4,positif
170,rien à dire ma fille est ravie,5,positif
171,Excellent état. Batterie neuve (100%). Emballage soigné. Je recommande.,5,positif
172,Produit acheté pour ma fille et elle est ravi. J'espère que sur le long terme ça va durer. La batterie ne tient pas beaucoup la charge mais comme un peu tout les iphones!!!,4,positif
173,Malgré un petit bug récupéré très facilement grâce à l’intervention d’un professionnel par téléphone excellent choix téléphone fonctionnel et très propre,5,positif
174,Démarrage rapide impossible pour transférer données d'un ancien iphone (qui fonctionne !) vers ce nouvel iphone.,1,négatif
175,"Franchement il est bien, état nickel, comme neuf tout est parfait",4,positif
176,Je suis moyennement satisfait de cet achat le téléphone fonctionne relativement bien mais je trouve qu'il ne tient pas bien la charge les mises à jour ne sont pas terrible et ne charge en rien son fonctionnement.,3,neutre
177,iPhone reçu en excellant état contente de mon achat au niveau rapport qualité prix . Après quelques jours d’utilisation je remarque juste que la batterie ne tiens pas une journée complète … a voir la qualité et la batterie dans le temps,5,positif
178,Parfait ! Rien à dire,5,positif
179,"Bonjour, ce modèle est OK. Mon expérience ? Mauvaise surprise : le vendeur n'inclut pas de chargeur. Ce qui oblige à en acheter un et augmente donc le prix.",3,neutre
180,"Pas de wifi ni Bluetooth, téléphone qui se redémarre tout seul toutes les 30 min environ et qui chauffe beaucoup.",1,négatif
181,le produit a un problème d’écran,1,négatif
182,Bonjour appareil conforme état neuf seul bémol pas de prise fourni avec le câble bien dommage pour cette marque soit disant au top . Pour ceux qui est des photo rien a dire excellent.a voir dans le temps si il tient plusieurs années,4,positif
183,"IPhone livré avec une vitre de protection (déjà collée lors du déballage), chargeur usb c inclus. Téléphone en très bon état, comme neuf comme cité dans l’annonce, état de la batterie à 100%, aucun défaut. Je recommande",5,positif
184,"Problème de batterie, chargeur hors service, écran non reconnu et qui se décolle, depuis le début.",2,négatif
185,"Comme neuf, aucune différence.",5,positif
186,"Comme neuf, aucune différence.",5,positif
187,Le produit es conforme à la description et reçu sans aucun soucis je recommande vivement,4,positif
188,"Produit d’occasion mais comme neuf,bon fonctionnement",5,positif
189,Produit déflecteur au niveau du micro de l'écran alors que le téléphone est vendu comme parfait état De plus la coque fournie avec n'est pas la bonne Pour couronner le tout le retour de l'article dure depuis maintenant 10 jour et je n'ai toujours pas de remboursement Fuyez ce sont des arnaqueurs,1,négatif
190,"Téléphone reçu avec l’état de la batterie a 100%, comme neuf, je recommande",5,positif
191,"Offert à ma petite fille qui le trouve génial en remplacement d'un Xiaomi qui pour moi était déjà trop perfectionné. Avis qu'elle m'a donné : meilleure interface, meilleure photos,plus d'applications,plus rapide Un un",5,positif
192,Les produits reconditionnés c’est super ! J’ai toujours pris ça. Et la 4 mois après l’achat la carte mère lâche … Téléphone trop fragile,1,négatif
193,Reçu très rapidement. En excellent état comme indique dans l'annonce. Surprise une coque et un écran en cadeau. Merci . Batterie niquel. Pour le moment tout est parfait. Que cela dure ? mais il n'y à pas de raison .,3,neutre
194,Envoie très bien protégé et bonne surprise potentiel batterie 100%,5,positif
195,J'appréhendais vu certains commentaires et je ne suis pas déçue. Pour l'instant tout fonctionne bien.,5,positif
196,TRES BELLE QUALITE PRODUIT CONFORME,5,positif
197,Bien que la batterie affiche 80% Mon téléphone se décharge très très rapidement. Je suis tous les jours en panne de batterie J’avais le même téléphone avant ( iphone11) acheté neuf . Je peux donc comparer mes usages n’ayant pas changer A fuir si vous voulez pouvoir utiliser votre téléphone normalement,1,négatif
198,"a peine reçu, réglages longs et temps de charge de batterie aussi très long, je me retrouve avec un appareil sans caméra, écran non reconnu, et qui surchauffe a la première application.",1,négatif
199,Parfait. Rapide. Excellent état. Comme neuf. Très sérieux,5,positif
200,"Reçu rapidement mais À peine allumer l’écran est devenu noir j’ai fait un arrêt forcé il s’est rallumé quelques heures plus tard l’écran est devenu tout noir en plus il me marque défaut, écran pas reconnu",1,négatif
201,"Très satisfaite ! Délai respecté, bravo et merci Envoi très bien conditionné iPhone reconditionné et en excellente état! Je suis ravie et un grand merci au vendeur! Pour l’instant tout fonctionne parfaitement!",5,positif
202,pas solide du tout pour le prix je m'attendais a plus dessus a fuire,3,neutre
203,très bien reçus aucune casse,5,positif
204,"J’ai acheté ce téléphone il y’a moins d’un mois et je suis extrêmement dessus. La batterie ne tiens pas, je suis dans l’incapacité de sortir de chez sans prendre une batterie externe pour être sûr de pouvoir tenir la journée. Et la capacité maximale de la batterie ne fais que baisser (déjà 93%) alors que je l’ai reçu le 28 juillet et nous sommes actuellement le 21 août je trouve ça vraiment décevant.",1,négatif
205,En panne moins d un mois en ayant pris comme neuf .. a fuir,1,négatif
206,"Heureuse de ce nouveau téléphone. Vous pouvez commander les yeux fermés sur ce vendeur. Très pro! Batterie à 100%, téléphone aspect neuf !",5,positif
207,"Livraison rapide, presque, batterie ? bien?",5,positif
208,"Problème avec l’écran , et la caméra , surchauffe je conseille à personne",1,négatif
209,"Bonjour, Je suis déçu de mon achat, la batterie est à 100% mais elle ne tient pas je le recharge 2.3 fois par jours. La qualité vidéo est tremblante, dès que je fais une vidéo l’image tremble et encore pire quand je zoom ! Cependant la vidéo en selfie ne bouge pas elle fonctionne bien. Que faire ?? Car j’ai changé de téléphone pour pouvoir travailler avec je suis créatrice de contenu et j’ai besoin de la caméra pour pouvoir filmer … sinon le reste est ok pour le moment !",2,négatif
210,J ai commander ce tel j ai reçu tout a l heure avec le chargeur charge rapide il charge vite Par contre j etais a 99 pour cent en même pas 15 minutes j avais perdu 5 pour cent . Je vais voir dans le temps Les batterie sont acheter ou je sais pas où mais elle ne tienne pas la route .,2,négatif
211,"Je m’attendais à une batterie de capacité maximale pour un téléphone en excellent état, état neuf…elle était de 96% dans les paramètres de la batterie à réception et est à 91% 1 mois 1/2 plus tard… Elle risque de passer sous les 80% très rapidement, ce qui est problématique pour un iPhone. Il faut alors le recharger très souvent… C’est pour ça que je voulais un état neuf…même si reconditionné.",3,neutre
212,J’ai bien reçu c’est parfait est l’état téléphone est parfait,5,positif
213,"Je suis ravie d'avoir acheter chez ce vendeur le téléphone et neuf malgré que je les acheter en reconditionné j'avais peur d'avoir une mauvaise surprise mes j'espère que mon avis vous aidera dans votre achat aucune rayure , batterie neuf ... Je recommanderez les yeux fermer merci encore !",5,positif
214,"L’état de téléphone est comme neuf! j’ai ne pas encore testé l’état général , reste à confirmer ?",5,positif
215,Je l'ai reçu en deux jours et vraiment je suis surpris ! Il est vraiment comme neuf et ça fait plaisir pour ce prix-là.,5,positif
216,iPhone en très bonne état juste un petit beug quand je charge mais sinon parfait pour l instant,4,positif
