id,texte,note,label
87,Aucun problème avec celui la,4,positif
88,"Comme neuf livraison en temps et en heure dans cet état et à ce prix là sa vaut le coup pour les fêtes vendu par ^^ Evisio mobile ^état correct ^ , fournis avec un chargeur et une prise murale mais je vous la déconseille chargeur et prise murale non officiel ^^ sinon tout le reste et nickel (fournis avec verre tremper et une cocque transparente classique , batterie neuve 100%",5,positif
89,Rien à dire pour l'instant,5,positif
90,"Portable fonctionne , ras",5,positif
91,Impeccable arrivé rapidement,5,positif
92,Parfait comme neuf je recommande,5,positif
93,Très bon état fonctionne très bien,4,positif
94,"En replacement de mon ancien téléphone. Très bonne surprise sur son état. Je verrais à l'usage, pour le moment nous faisons connaissance.",5,positif
95,Très bonne article Très satisfait des délais Je recommande,5,positif
96,Tout est ok ! A part la batterie qui ce décharge très vite ...,3,neutre
97,Bonjour La batterie du téléphone ne dure pas longtemps,3,neutre
98,iPhone 8 en tous points conforme à la commande. Livraison dans les temps (1 jour !).,5,positif
99,"Je viens de recevoir ce jour l'iPhone 8 en très bon état comme neuf, aucunes rayures, bien emballé, qui pour le moment fontionne très bien aucun regret sur cet achat Vendeur sérieux .il manquerait juste un petit cadeau comme les écouteur mais rien de grave",5,positif
100,Parfait super qualité,5,positif
101,"Etat nickel, emballage soigné rien a redire merci",3,neutre
102,Envoie rapide et téléphone quasi neuf,5,positif
103,"Comme neuf,super téléphone",4,positif
104,Achat recondontionné. Excellente etat comme neuf. Ma fille était ravie de son cadeau. Je recommande,5,positif
105,"Bonjour, ça fait bientôt une semaine que le téléphone. Il marche très bien pour le moment rien à dire",4,positif
106,Je l’ai que depuis moins d’une semaine. Il est très performant et fonctionnel. A voir dans le temps…,5,positif
107,Portable comme neuf fonctionnalité impeccable,5,positif
108,Très bon produits très bonne qualité,5,positif
109,Ce mobile est vraiment bien pour une utilisation quotidienne,5,positif
110,Téléphone reconditionné spécifié excellent état malheureusement des rayures sur la coque arrière,3,neutre
111,"Ce produit a répondu à mes attentes, je l’utilise au quotidien, tout le temps. Il est en excellent état et la livraison a été très rapide.",5,positif
112,"je l'ai acheté pour mon fils. il est très content. Achetez sans hesiter , il est super!",5,positif
113,Correspond à la description,5,positif
114,Superbe coque Je vous recommande ce vendeur. Livraison rapide.,5,positif
115,marche un mois puis beugue au bout de deux,1,négatif
116,Bon téléphone je recommande,5,positif
117,"Franchement acheté en excellent état et il est comme neuf.Pas une seule égratignures,un verre protecteur sur l écran déjà mis.Il fonctionne très bien. Mon fils est ravie , il l'a que depuis mi septembre après à voir dans le temps.mais pas déçu de cette achat .",5,positif
118,"J'ai hésité à acheter ce téléphone, mais à la réception je n'étais pas déçu",4,positif
119,"Bon produit, fonctionnement correct",5,positif
120,"Appareil vraiment comme neuf , pour l'instant ya rien a dire",5,positif
121,Son et lumière trop bas malgré que j ai tout remis au max …,5,positif
122,Satisfaite comme neuf rien à dire je suis contente,5,positif
123,"Franchement le telephone a aucune conexion, je recois un snap impossible de le voir ca charge pendant des heur et des heures, la communication, le réseau etc… une catastrophe. Je ne recommande à personne.",1,négatif
124,"Colis reçu en 2 jours , parfaitement bien emballés . Aucune rayure états de la batterie 100%. Vraiment comme neuf je recommande fortement . Reçu avec un verre trempé déjà mis",5,positif
125,Très jolie téléphone tout neuf livraison rapide,5,positif
126,Parfait état fonctionne parfaitement,5,positif
127,L'expéditeur a réussi à se tromper dans le coloris du téléphone. Au lieu d'un gris sidéral j'ai reçu un Iphone rose... Super ! Je ne recommande pas.,1,négatif
128,Très bon téléphone bien ré conditionner,5,positif
129,"Envoi rapide, produit bien reconditionné, idem à la description. Rien à redire :)",5,positif
130,"Téléphone top,très bon état,niveau de la batterie excellent, qualité prix super.Envoie rapidement.",5,positif
131,Rien à dire la livraison c’est bien passée délai respecté et téléphone en parfait état après à voir dans le temps,5,positif
132,"L’appareil est en très bon état, on le croirait neuf.",4,positif
133,Très bien bon produit je suis content du vendeur qui a à tenu son engagement,5,positif
134,"Vraiment du bon matériel, reconditionné comme neuf, aucun problème. Livraison très rapide Le rapport qualité prix est largement en faveur de l'IPHONE 8 ""état neuf"" contre n'importe quel IPHONE neuf : le 8 est 4 fois moins cher qu'un SE , et 8 fois moins cher qu'un 13 . La taille de l'écran est certes plus modeste qu'un IPHONE12 ou 13 , mais c'est plutôt un avantage pour le mettre dans la poche. Au niveau fonctionnalité , il reste au top, les différences sont à mon sens marginales pour l'utilisateur moyen. Il reste l'obsolescence de l'IOS à terme, mais Apple s'améliore sous la pression des utilisateurs et des instances politique qui favorisent la durabilité. Le choix de l'IPHONE 8 reconditionné comme neuf en parfait état est le choix qui s'impose aujourd'hui pour les utilisateurs modestes mais fan de l'utilsation de l'IPHONE.",5,positif
135,Excellent achat seul problème c’est qui chauffe un peu trop,4,positif
136,Très beau téléphone en excellant état qui m’a permis de revenir chez Apple.,4,positif
137,iPhone reconditionné en parfait état. Livraison rapide.,5,positif
138,décharge batterie trop rapide....????,4,positif
139,Déçu car c'est livré sans écouteurs avec le prix je trouve que c'est trop chère......,1,négatif
140,J’ai reçu le tel comme neuf avec un chargeur (pas d’Apple mais fonctionnel) Je recommande,5,positif
141,"Bonjour, Produit correspond bien au descriptif ! 1 mois après l'écran tactile ne fonctionne plus !",3,neutre
142,"J'ai fait un envoi express et l'ai reçu le lendemain, très bien emballé et en excellent état. Tout est conforme au descriptif.",5,positif
143,Très content de mon achat. Très bonne performances. Qualité prix rien à dire parfait.,5,positif
144,C long à ouvrir téléphone pas satisfaite,1,négatif
145,ce téléphone est clairement incroyable allez y les yeux fermer ! il ne bug pas tout est vraiment super aucunes rayures,5,positif
146,"Envoi rapide, conditionnement bon. Trop tôt pour juger du bon fonctionnement du tel.",4,positif
147,Très bien fonctionne très bien,5,positif
148,Téléphone conforme au descriptif livraison c discount rapide,4,positif
149,Livraison rapide emballage au top merci beaucoup produit en excellent état.,5,positif
150,Il n’est pas si neuf que cela et merci pour la batterie!,1,négatif
151,Extrêmement déçu de cet achat. C'était un cadeau pour mon fils et même lui est déçu en plus cher pour rien,1,négatif
152,Le tel. Correspond à mes attentes. C’est un cadeau.,5,positif
153,Très bonne produit avec tout les accessoires,5,positif
154,"Tout fonctionne très bien . Il est vraiment d'un excellent rapport qualité prix , une bonne batterie, un bel écran et aussi bonne mémoire ( c'est suffisant pour moi), Bon processeur. Bref allez y les yeux fermés , pour le prix il fait largement le job !",5,positif
155,rien à dire a voir dans le temps,5,positif
156,Quasiment proche du neuf !,4,positif
157,"Téléphone en très bon état cosmétique , mais comportant une sous couche logicielle ne pouvant être enlevée en l'état , et incompatible avec un usage pro , réexpédié et remboursé !",1,négatif
158,je ne regrette pas de l'avoir commandé,5,positif
159,Très contente de mon iPhone 8 .et livré le lendemain merci.,5,positif
160,super fonctionnaliter,5,positif
161,"PRODUIT EN EXCELLENT ETAT ! Conforme aux critères du reconditionnement décrit , je recommande ce vendeur !!!!",5,positif
162,"Un défaut: il est assez fragile, surtout reconditionné, donc au bout d'une dizaine de chocs, si vous le malmenez et ne mettez pas de protections: écran, coque, cassés voire pire (objectif, tiroir SIM, ...). Donc à manier avec soin (tenir fermement, éviter les poches de pantalon trop amples, et comme on est jamais à l'abri, TOUJOURS acheter avec une coque et un protège écran renforcé). Sinon, même en 2022 à l'ère des iPhones à 4 chiffres, je recommande chaudement l'iPhone 8 à tous ceux qui hésitent pour l'achat de leur iPhone: navigation fluide, toujours mis à jour (même les apps), la batterie tient bien, et pour avoir regardé des comparatifs sur YT, peu de différences au niveau de la qualité des photos je trouve par rapport aux versions supérieures, et le tout pour un prix quasiment divisé PAR DIX par rapport au dernier modèle (ok il n'a pas la reconnaissance faciale, et quelques autres petits gadgets, mais ça ne justifie pas le prix délirant)",4,positif
163,pas débloqué facture en chinois et mémoire pas vidé,1,négatif
164,bon téléphone marche super bien,5,positif
165,"Après un petit souci, le téléphone fonctionne parfaitement. La batterie est chargée à 100 %, excellent état, pas un choc, par une rayure. A conseiller.",4,positif
166,Appel en excellent état,5,positif
167,Après 3 mois d’utilisation il faut déjà changer la batterie.,2,négatif
168,C’est un modèle bien et surtout à prix raisonnable,4,positif
169,"J'ai le téléphone que depuis quelques jours jusqu'à présent je suis totalement satisfait et agréablement surpris de l'excellente qualité de ce produit avec une batterie 100% et dans un parfait état (comme neuf). Je donnerais plus d'infos après un mois d'utilisation journalière. En attendant je recommande ce vendeur. Pour sa transparence et rapidité d'expédition avec en plus toutes les surprises avec le packaging : câble original, prise, coque, film de protection, la totale quoi ! Cordialement,",5,positif
170,"J’ai reçu l’iPhone avec un câble de chargeur qui ne fonctionne pas du tout, et j’ai donc du racheter un chargeur d’iPhone. A part ce soucis d’accessoires, l’iPhone est top, rien a dire, il fonctionne parfaitement et est en parfait état.",4,positif
171,Je suis déçu le téléphone a fonctionné correctement 1 mois après que des problèmes là touche pour revenir à l écran principal qui ne fonctionne plus et ont ne m’entend pas quant je communique je suis obligé de mettre le haut-parleur !!!! Déçu déçu déçu !!!!,2,négatif
172,"Après comme pour tous les iPhones, le chargeur tiens pas . Au bout de 4 jours ça chargeait déjà plus .",3,neutre
173,Très bon article respect des délais de livraison nickel,4,positif
174,"Décue par la qualité achat ""excellent état"" et au final état moyen",2,négatif
175,Satisfait très bon état,4,positif
176,telephone conforme a l'annonce mais pas d'écouteurs de fourni alors que en france c'est obligatoire mais a la place j'ai eu une coque silicone de protection ... et peti probleme avec la recharge sans fils ecran tactile qui fais n'importe quoi,3,neutre
177,"Satisfaite juste un hic il ne charge par à 100%, s’arrête à 97% mais sinon rien a dire",4,positif
178,conforme à la description comme neuf en classe A+ je recommande,5,positif
179,Qualité super j'adore,5,positif
180,Dommage qu’il n’y a pas d’écouteur ni de vitre de protection mais sino le téléphone est en très bonne état,4,positif
181,au bout d une semaine le verre de mon téléphone s est décollé sans raison Pour un portable reconditionné avec mention excellent état j ai un gros doute je vais être obliger de déjà le faire réparer je n achèterais plus jamais sur ce site pas satisfait du tout,1,négatif
182,"J ai acheté ce téléphone pour ma fille, qui fonctionne parfaitement. Rapport qualité prix très bien . Seule défaut que j ai trouvé il n y a pas d écouteurs .",3,neutre
183,petit soucis pour l 'allumer il a fallut faire une manipulation afin que le téléphone détecte la carte sim mais sinon il fonctionne trés bien,4,positif
184,Encore opérationnel plus d 1 an après . Bon travail de reconditionnement.,5,positif
185,"Bien emballé et fonctionnel, une coque souple et le câble chargeur + embout de prise livré avec mais pas d'écouteur. L'écran de protection inclus et trop petit.",4,positif
186,Il a une bonne batterie un bon emballage l’écran est intacte mais le protège écran est trop petit et les écouteurs crépitent un peu pour le chargeur il est bien (un chargeur normal quoi),5,positif
187,Reçu en parfait état tout neuf fonctionne bien pour le moment,5,positif
188,Iphone niquel Niveau batterie c est pa sa elle rien peu pas écouteur,5,positif
189,très bon produit et mon fils est très content et plus d'une livraison en 48 h,5,positif
190,Très bonne qualité merci,5,positif
191,Parfait merci reçus rapidement,5,positif
192,Vous avez oublié les écouteurs,5,positif
193,Ravis de mon achat mon fils est trop content le telefone reçu en parfaite état comme neuf le seul bémols c'est qu'il y avait pas les écouteurs uniquement le chargeur si non top,5,positif
194,"produits reçu rapidement, il est conforme à la description;",5,positif
195,Je suis un inconditionnel des téléphones reconditionnés Toujours satisfait de ceux achetés chez CDISCOUNT Donc merciiiiiiiiii,5,positif
196,C est le 2 eme que j achète et rien à redire franchement à recommander merci beaucoup,5,positif
197,Super téléphone. Vendu comme neuf avec protection écran et coque ! Ce vendeur est réactif et professionnel.je recommande vivement !,5,positif
198,Produits non conformes pour iPhone 7 branchement ne correspond pas à mon iPhone 7,1,négatif
199,Appareil reconditionné d'excellent qualité,5,positif
200,Excellent Extrêmement satisfait Mon iPhone 8 comme neuf Bravo Cdiscount,5,positif
201,j'ai reçu le téléphone avec un état de batterie pitoyable je ne recommande pas,1,négatif
202,Mon fils est très content de son mobile boîte d origine merci merci,5,positif
203,Très bon produit pas de rayures aucun choc pour l’instant tout va bien je ne pourrais que recommandé ce vendeur,5,positif
204,téléphone propre et en excellent état ; tout est impeccable,4,positif
205,bon packaging envoi rapide conforme a la description,5,positif
206,"-Article livré en temps et en heure, merci Cdiscount -Fonctionne parfaitement, lors du déballage je pensais que l'appareil était neuf, pas une rayure, la batterie est à 100% de sa capacité. -Vendeur à recommander",5,positif
207,Iphone conforme au descriptif. Excellent état.,5,positif
208,"Iphone état neuf, il fonctionne très bien, accessoires fournis et livrée en 2j. Je recommande.",5,positif
209,"Très bon petit téléphone pour ma fille, elle en est très contente. La batterie, évidemment, se décharge assez vite mais je ne retire pas d'étoile, puisque c'est commun à tous les mobiles d'occasion qu'on a eu, Apple ou autres. Je recommanderais Cdiscount pour ce genre d'achat sans hésiter.",5,positif
210,L’iPhone fonctionne parfaitement,5,positif
211,La batterie se décharge très très vite ça ne tient même pas 30mn.Quand on parle ça fait 1 bruit très bizarre plus jamais avec téléphone reconditionné,1,négatif
212,Acheter téléphone au mois octobre le batterie tien à peine 3h au bout 2 mois écran noir sur l appareil photo. Et plus flash qui fonctionne,1,négatif
213,"au top, rapidité de mise en route ,convient a tous le monde",5,positif
214,Très bon produit le seul bémol se décharge trop vite,3,neutre
215,Je ne regrette pas mon achat,4,positif
216,"Aucun problème pour le moment, content de mon achat.",4,positif
217,"Très bon état. Contente du produit, je recommande.",5,positif
218,RAS Très bien bon téléphone,5,positif
219,"Fonctionne bien, mais le tactile un peu trop sensible ,il apparaît des fonctions non demandées quelques fois.",4,positif
220,La batterie se decharge tres rapidement je regrette mon achat argent jeté a la poubelle,1,négatif
221,j'ai pris cet apple pour son prix . Reçu en très bon état Je le recommande,4,positif
222,Correct pour le prix je recommande.on verras par la suite et livrer rapidement,4,positif
223,Super produit. Cet iPhone est reconditionné mais il est dans le même le état qu'un neuf. La batterie est à 95% de son état d'origine. Il est même livré avec un écran de protection. Je recommande ce vendeur.,5,positif
224,Très bon état léger performant,5,positif
225,"Produit conforme, emballage nickel et livraison au top. Le produit est comme neuf, aucune rayure, fonctionne parfaitement... A voir dans le temps car j'ai eu une mauvaise surprise avec un téléphone reconditionné commandé sur un site concurrent. Je commande depuis plusieurs années sur Cdiscount et pour le moment, je ne suis pas déçu.",5,positif
226,Produit presque neuf Emballage d’origine avec accessoires Livré avec un film d’écran très satisfait,5,positif
227,"C’est mon premier iPhone et aussi en occasion, je ne regrette pas mon achat. La batterie à 100% et un état excellent comme sur l’annonce. J’ai reçu en plus des accessoires coque et protection écran. Je recommande",4,positif
228,Je suis très satisfaite de l’iPhone 8 . Pour le moment tout me semble très bien fonctionner . J’ai reçu ce matin les écouteurs AirPods. L’emballage est super . Pour le fonctionnement je vous dirai plus tard . Merci Françoise,4,positif
229,Super téléphone comme neuf franchement on aurait pas dit qu'il était reconditionnée j'aime beaucoup je recommande il y a tout dans la boite d'origine en plus il ne manque rien pas de pièces à acheter séparément je conseille fortement je suis super heureuse de mon achat !,5,positif
230,batterie pas très performante et luminosité qui se dérègle toute seule,4,positif
231,L'écran beugue énormément desfois nous ne pouvons même pas envoyer de message .,2,négatif
232,Téléphone reçu rapidement seule problème la batterie a 94% la batterie ne tiens pas là journée et surtout elle fait des surchauffes (en bas de l’écran j’ai une grosse bulle ) sinon il fonctionne bien,3,neutre
233,Apple n'a plus rien à approuver!,5,positif
234,super produit correspond à mes attentes pour un téléphone d occasion,4,positif
235,"iPhone recu le lendemain de la commende passer, bien emballé comme neuf pourcentage de batterie à 91, merci Cdiscount",4,positif
236,Très bon produit en excellent état,5,positif
237,l’iPhone est arrivé dans une boîte (pas d’origine) avec toutes ses accessoires ( écouteurs chargeur). Très bon état on dirait qu’il est neuf Capacité batterie à 100% Merci,5,positif
238,"Je suis très déçu, je l’ai reçu il y a une semaine 2 jours après le chargeur ne fonctionnait plus ensuite le téléphone, déjà la batterie n’était pas du tout résistante je l’ai reçu et l’état de la batterie était déjà en réparation puis maintenant l’écran tactile ne fonctionne plus quand on appuie pour faire le code par exemple il ne se passe rien. C’est de l’argent jeté à la poubelle !",1,négatif
239,bonjour cadeau de Noël pour mon fils excellent état. aucune griffes on dirait un neuf .bien emballer avec chargeur et écouteur. au top du top .,5,positif
240,tel comme neuf mais gros probleme de micro c dommage,3,neutre
241,Super très beau téléphone conforme à la description,5,positif
242,"Très contente avec, parfsit etat. Foncion très bien",5,positif
243,Super iphone sans aucune rayures . Emballé comme un neuf . Chargeur oreillette tous y était. Livraison rapide.,5,positif
244,"reçu rapidement, état exceptionnel, a voir dans le temps l'efficacité de la batterie",4,positif
245,Je recommande livraison rapide,5,positif
246,Le chargeur ne pas celui de l’iPhone j’ai étais obligé de prendre un chargeur de iPhone à côté,4,positif
247,Très facile à mettre en route et à utiliser.,5,positif
248,Le produit est en excellent état pour un produit reconditionné,5,positif
249,Produit conforme à mes attentes,5,positif
250,conforme à mes attentes,5,positif
251,J'ai reçu mon iphone rapidement et il fonctionne parfaitement.,5,positif
252,"Beaucoup de problème ,parfois impossible de écrire quelques chose il écrit tout set",1,négatif
253,Excellent produit !! Comme neuf.,5,positif
254,Le téléphone prend 10 ans à ce démarrage,3,neutre
255,"Reçu rapidement très bien emballé, très très bon état comme neuf vraiment le top",5,positif
256,Très bon produit je ne regrette pas mon achat ??,5,positif
257,Bon produit qualité prix,4,positif
258,Parfait je recommande,5,positif
259,Reçu hier donc trop tôt pour évaluer son fonctionnement mais l’ aspect est impeccable comme neuf . Suis ravie pour l.instant .,5,positif
260,Produit conforme au descriptif. Reçu rapidement,4,positif
261,Tres satisfaite de mon achat super cadeau sa a fait un heureux je re commande,4,positif
262,Mauvais achat. Remplacement et/ou remboursement demandé.,1,négatif
263,a FUIR sI VOUS AVEZ UN SAV? C EST QUE LE DEBUT DUNE FOLLE BATAILLE,1,négatif
264,telephone reconditionné qui fonctionne très bien,5,positif
265,"J'avoue que j'étais réticente à l'idée d'acheter un téléphone sans trop savoir d'où il pouvait venir mais, en le recevant, j'ai été conquise. Il est comme neuf. Je l'ai reçu dans sa boite Apple. Il avait une coque transparente de protection. Une protection écran. Il fonctionne très bien.",5,positif
266,"Produit reçu rapidement avec les accessoires, dans une belle boîte bien emballer je recommande à 1000% Foncez",5,positif
267,Bonjour très bon produit,5,positif
268,j'ai reçu ce mobile reconditionné avec avis état excellent et c'est vrai il est comme neuf avec son chargeur ses écouteurs il est top je suis ravie de mon achat j'avais une appréhension pour le reconditionnement il est garantie 1 an et je l'ai payé 100 euros de mois qu'un neuf le vendeur est très sérieux bravo,5,positif
269,Téléphone acheter soit disant en excellent état mais reçu avec une capacité de batterie a 87% loin de l’excellent état pour moi !!,1,négatif
270,"Iphone en bon état, mais les écouteurs supposé lightning fonctionnent en bluetooth, HS En 3 jours",4,positif
271,Excellent état ! Batterie 100% Pas de rayures. Impecc.,5,positif
272,État proche du neuf…………,5,positif
273,Mon fils est satisfait très bonne affaire pour un reconditionné.,4,positif
274,"excellent téléphone, ce que j'aime surtout c'est sa taille, ni trop petit ni trop grand !",5,positif
275,"Livraison respectée. Rien à dire. Réception de l'iphone, dans un emballage identique à celui d'un iPhone neuf, avec 1 vitre et 1 coque souple, chargeur et écouteurs. Top.",5,positif
276,"La batterie n’a pas beaucoup d’autonomie, le reste est très bien",4,positif
277,Reçu rapidement comme demandé..ma fille en es très satisfaite..tiens très bien la charge..comme neuf,5,positif
278,téléphone reçu et le lendemain HS vendeur très réactif,1,négatif
279,l etat de batterie du telephone est il bien a 100%,4,positif
