id,texte,note,label
56,Livraison dans les temps État impeccable batterie 100% Il avait déjà son protége écran Je recommande ce produit qui je l’espère dans le temps me satisfera encore,5,positif
57,"Arrivé très rapidement, super beau, aucune rayure, aussi bien devant Que derrière, téléphone très beau, fonctionne très bien, bien sûr à voir dans le temps, que du +++++, merci",5,positif
58,"Correspond tout à fait à la description, dommage qu’il n’y ait pas de verre trempé offert avec le téléphone",4,positif
59,Très bon état pour un reconditionné comme neuf. Batterie 100% Super et une coque en plus,5,positif
60,Très bon produit fonctionnel je recommande,5,positif
61,"J'ai acheté ce produit pour un cadeau de Noël ,sa informe excellent état et au final le téléphone a déjà des problèmes , reconditionné cela veut bien dire que le téléphone a été refait et contrôler, le bouton pour allumer et éteindre le téléphone reste bloqué,je déconseille",1,négatif
62,"Mon expérience avec se téléphone, se téléphone iphone xr est níquel pas de rayures , pas de trace de colle je vous le conseil",4,positif
63,"Super achat, reçu en temps demander. Téléphone identique au iPhone . A voir dans le temps...Accessoires type chargeur et câble ok mais petit bémol pas d'écouteur a la place une coque et un verre de protection...",5,positif
64,Bonjour très contente mes javais pas prévu qu'il ny aurait pas d'adaptateur un budgets en plus le fils a bien etais envoyé par contre,4,positif
65,Tout va bien pour l’instant ; batterie 100%,5,positif
66,TELEPHONE IMPOSSIBLE A UTILISER JE VOUS DECONSEILLE ABSOLUMENT D'ACHETER,1,négatif
67,Parfait en très bon etat,5,positif
68,Très satisfaite je l’es acheter pour l’anniversaire de mon fils il en est très content Le téléphone est impeccable avec une coque et un écran de verre Merci beaucoup pour ce produit,5,positif
69,"reçu iPhone très rapidement correspondant au descriptif en très bon état, aucune rayure la batterie fonctionne bien et très pratique pour mon fils de 13 ans.",5,positif
70,iPhone fonctionnel État correct,4,positif
71,Super téléphone rien na dire fonctionne super bien juste point négatif na pas l’adaptateur avec dommage,5,positif
72,Je recommande vivement ce vendeur le téléphone est comme neuf j'en suis très satisfaite,5,positif
73,Très bonne qualité et prix . Merci,5,positif
74,"J’ai acheté le téléphone le 4 août et environ 1 mois après la touche du son du bas est rentrée. Je n’arrive pas à débloquer la touche, elle reste enfoncée. Ensuite, le 17 octobre, le téléphone ne charge plus. Le chargeur est neuf et j’ai aussi essayé avec d’autres chargeurs. Je suis vraiment déçu. Je viens de contacter le vendeur. J’attends une solution. Je vous tiens informé du suivi.",1,négatif
75,Malgré quelques soucis au début RAS Vendeur au top à l'écoute et très disponible Je recommande les yeux fermés,5,positif
76,Je l’ai reçu du lendemain est fonctionne très bien état impeccable je le recommande,5,positif
77,Cet appareil est conforme à l'état indiqué (excellent). Il fonctionne impécablement bien et a beaucoup de fonctionnalités. Je recommande.,5,positif
78,"Je ne pensais pas recevoir un téléphone reconditionné de cette qualité, j'ai été agréablement surprise. Il est comme neuf avec un prix défiant toute concurrence",5,positif
79,Le bouton d’allumage n’est pas souple et cela se produit que l’on prend des photos par inadvertance il s’éteint régulièrement à tous moment il est infernal,2,négatif
80,Très bon téléphone zero beug . impeccable,5,positif
81,Très satisfait pour le produit,5,positif
82,"Commandé le 13 août , ne s allume plus au 09 septembre … Je vais donc tester le Sav … j espère qu il marchera mieux que le téléphone",1,négatif
83,Nous avons eu besoin de changer la batterie mais pour le rapport qualité prix ça vaut le coup,5,positif
84,Il est trop bien impeccable,5,positif
85,"Téléphone état irréprochable rien à dire , au bout d’un mois téléphone qui chauffe , sa lui prends d écrire ou effacer tous seul les textes, de pas pouvoir faire défiler sans qu’il remonte tous seul ou descendre seul bref buggy tactile complet, et surtout j’ai était banni de tous réseaux sociaux disant que j’avais une activité suspecte les adresse IP change toute les 5 minutes , aucun accès via mon téléphone donc inutile pour ma part de le garder quand je vois qu’avec les autres téléphones des amis sa marchent très bien ! Incompréhensible.",1,négatif
86,le téléphone est en très bon état mais la batterie ne tient pas la charge plus de 24h Pas normal,3,neutre
87,Fonctionne bien mais au bout de 3 mois en panne,5,positif
88,Parfait Téléphone fidèle à la description.,5,positif
89,"L’appareil reçu impeccable rien a dire pour le moment déçu par contre car peu de mémoire pour les photos uniquement 5go très peu , on vous propose bien sûr une augmentation de go chez Apple en étant facture finalement pas plus de mémoire que le 6plus",2,négatif
90,"Téléphone en bon état , avec chargeur et écouteurs très simple mais beau pas trop grand bon rapport qualité prix",3,neutre
91,Le téléphone bug tout le temps. Je ne recommande pas,1,négatif
92,micro qui fonctionne a moitier,2,négatif
93,Le téléphone est en parfait état fonctionne mais j'ai l'impression que le téléphone a un défaut au millieu après la pose de la protection de l'écran sinon tout fonctionne très bien avoir dans la durées dommage qu'il n'y a pas eu l'embout du chargeur ni d'écouteur juste le fil c'est dommage,4,positif
94,l'iPhone est comme neuf et bien emballé. L'expédition est rapide Je recommande,5,positif
95,Bonjour moi je suis pas iphone mais en va commencer maintenant petit a petit l'oiseau fait son nid merci beaucoup cordialement Mr MERZOUG,5,positif
96,Ses un bon iphone xr je laime bien,5,positif
97,A peine meme pas 24h d'utilisation telephone commence deja a bug etc,5,positif
98,Bonne plateformes Merxi,5,positif
99,Reçu plus tôt que prévu mon fils ado est enchanté du produit,5,positif
100,"Un iPhone XR reconditionné, comme neuf. Il fonctionne très bien et n’a pas une seule rayures. Aucune surchauffe. Pour un usage quotidien il est impeccable. Reçu dans un emballage doublé de film bulles et une boîte. Dans la boîte il contient le téléphone, un film protecteur pour l’écran, une coque transparente avec chargeur de téléphone de très bonne qualité. L’envoi a été rapide. Le vendeur a répondu à mes attentes et bien plus encore car normalement il n’y pas les accessoires vendu avec. Très contente de mon achats.",5,positif
101,BUG APRES MEME PAS 4 MOIS DUTILISATION PLUS JAMAIS JACHETE DU RECONDITIONER FINI A FUIIIIIIIR,1,négatif
102,"Expédition rapide, produit conforme à sa description, mon fils est ravi",4,positif
103,J'ai acheté pour mon fils il en est très content,5,positif
104,Trèsbon état dommage qu'il n'y ait pas la protection du verre,4,positif
105,Fonctionnel état parfait correspond au descriptif,5,positif
106,"Pas de mode d'emploi créant de fait quelques difficultés à l'utilisation ! Coté accessoires, pas d'écouteur et pas de jack pour écouteurs sur cet appareil ? Sympa la protection coque plastique offerte!",4,positif
107,Il faut faire attention sur les produits reconditionnés. Je suis très déçu de la qualité du téléphone. Je l'ai payé cher pour une seconde main. Je ne vous conseille pas.,1,négatif
108,Envoie rapide. Excellent état. Fonctionne très bien,5,positif
109,telephone de tres bonne qualité avec un bon rapport qualité prix,5,positif
110,Un jolie portable mes je suis obligé de le mettre on au parleurs sinon la personne qui es ou bou de file et recoi que du parasite ses bien dommage,1,négatif
111,"Reçus le lendemain de la commande . Téléphone comme neuf , batterie à 99 %, aucunes rayures . Vraiment très bon vendeur , correspond à la description .",5,positif
112,tres tres bien rie a dire,5,positif
113,tres bon telephone etat de batterie a 100 pourcent le seul point negatif est le chargeur tres lent,4,positif
114,"Portable acheté en Octobre 2022 et ce dernier est déjà en panne, il ne s'allume plus. J'ai contacté le vendeur en attente de sa réponse mais déjà déçu de cet achat. A voir pour la suite qui sera donné à ma demande.",1,négatif
115,Très bon téléphone un cadeau pour mon fils très content je recommande.,5,positif
116,J ai reçu rapidement .mon fils est très content.excellent.merci pour les accessoires intégrés.,5,positif
117,"Au bout de 2 mois, le téléphone ne se charge plus, alors qu’il était classer comme neuf. Je ne recommande pas. Cordialement",1,négatif
118,Article reçu comme décrit avec livraison au top fonctionne très bien pas de défaut caché pas de soucis comme toujours avec Cdiscount.merci,5,positif
119,"Article acheté il y a trois mois et demi déjà en panne. Pour un article comme neuf soi-disant, decue +++",1,négatif
120,iPhone impeccable esthétiquement et fonctionne très bien.,5,positif
121,C’est un cadeau pour mon fils qui est satisfait et content.très bon article a recommander.,3,neutre
122,je ne l ai que depuis 1 semaine et pourtant il a perdu 10% de ses capacite maximal alors qu il est censé les perde apres 1 ans et demi d utilisation,1,négatif
123,Rien a dire très bien pour le prix,5,positif
124,bon produit conforme à la descripton,4,positif
125,conforme à la demande,5,positif
126,"Impeccable -livraison rapide- telephone comme neuf, coque de protection, chargeur, nickel…merci",5,positif
127,"Bonjour, j'ai acheté ce téléphone l'année dernière , le téléphone ne tient pas la charge l'afficheur ne fonctionne plus .je ne recommande pas . Merci",2,négatif
128,Au top pour un portable reconditionner franchement on dirait un neuf tous est impeccable bravo je n'approuve pas pour les reconditionner cela m'a.fait changée d'avis ?en ce qui concerne le portable iPhone xr je le connaissais déjà donc forcément pas decu,5,positif
129,"je suis un peu déçu j’ai commander mon Iphone il y a 4 mois, sa batterie était de 98% et là maintenant elle est de 90% et de plus de temps en temps l’iphone bug",3,neutre
130,le téléphone n'est pas étanche du tout.,2,négatif
131,Livrer dans son emballage comme un neuf avec tous les accessoires,5,positif
132,Très bon produit je recommande cet achat,5,positif
133,Bonjour Ma fille de 17 ans voulait absolument un iPhone ! Hors de question de l'acheter neuf ! Elle a feuilleté cdiscount et décrocher un iPhone reconditionné ! Cadeau de Noël + anniversaire ! Elle est aux anges ! Merci le reconditionné !,5,positif
134,Fonctionne parfaitement je suis ravis,5,positif
135,Le téléphone fonctionne très bien un peu déçu par le chargeur la prise secteur ne fonctionne plus après deux chargements et une petite fêlure à l’arrière au niveau de l’angle droit du téléphone,3,neutre
136,Très déçu de mon achat l'iphone n'a fonctionné qu'un mois seulement! Je déconseille très fortement!,1,négatif
137,Très bon téléphone pour le moment reconditionné mais propre,4,positif
138,Produit très compétent,4,positif
139,Dommage que les écouteurs ne soient pas livrés avec ! J'avais lu dans les commentaires qu'ils y étaient. Sinon impeccable.,4,positif
140,Vendeur sérieux aucun problème avec le relephonne,5,positif
141,Apres 6 mois d'utilisation le téléphone ne fonctionne plus,1,négatif
142,"Je suis vraiment déçue par ce produit désastreu, je l'ai emmené chez un réparateur et meme lui était choquer par l'etat du téléphone. Il y avait des vice au mauvais endroit et qui sont utilisé avec de mauvais tourne vice. Les vice du sons n'étaient pas les bonne et la carte mere etait toute abîmé. VRAIMENT DÉÇUS PAR LE PRODUIT QUI EST SENSÉ ETRE EN EXELENT ETAT ET HORS SERVICE AU BOUT DE UN AN.",1,négatif
143,"l’iphone est en super état, quelques beug qd on l’utilise assez longtemps.",3,neutre
144,"On ne peut s'attendre à un téléphone neuf qui marche aussi bien que neuf. La caméra qui est sensée reconnaître notre visage pour se connecter, n'est pas digne de confiance. La plupart du temps je dois taper le code. Mais bon, sinon je conseille ce prestataire si vous avez besoin d'un téléphone de secours, ou d'un téléphone tout court.",4,positif
145,Produits avec beaucoup de défauts je déconseille très déçu.,1,négatif
146,"Ravi pour la deuxième fois de l'achat d'un portable pas neuf mais quasiment, comme indiqué dans l'annonce portable en excellent état et vraiment quand je l'ai déballer ont dirait vraiment un neuf aucune rayures il est super ma fille va l'adorer pour sont Noël.",5,positif
147,"Cadeau pour mon fils , il est très content, Fonctionne très bien, reçu avec une coque et une protection écran",5,positif
148,"Téléphone qui paraît très bien à l’arrivée, après un mois d’utilisation : de nombreux bug : le téléphone sonne encore alors qu’on décroche l’appel, le clavier reste afficher a l’écran de verrouillage lorsque qu’on répond en raccourcis, lorsqu’on tape sur une lettre c’est une autre lettre qui se marque…; le Face ID qui ne marche plus (aucune chute). Ce téléphone peut être bien pour une utilisation de dépannage. Je ne le recommande pas.",2,négatif
149,"Téléphone en parfait état; après 3 jours d'utilisation le téléphone fonctionne très bien. Mon fils est ravi. Vendeur sérieux et réactif, Merci.",5,positif
150,Bon téléphone recommande,4,positif
151,Portable reçu rapidement en très bon état avec juste le chargeur.,4,positif
152,Téléphone en parfait état. Batterie à 100% après 1 semaine d’utilisation aucun souci vraiment contente de mon achat.,5,positif
153,Produit acheté en juin il n'a tenu qu'un mois.,1,négatif
154,"excellent produit reçu bien emballé comme neuf pas une petite trace ,livré avec coque et vitre protection écran je ne peux que le recommander",5,positif
155,Très bonne achat juste pour un excellent état c’est bof niveau de batterie à 88% et les coins du téléphone abîmé mais fonctionne très bien,4,positif
156,Excellent état. Le rapport qualité prix est excellent.,4,positif
157,"Bjr je recommande vivement ce distributeur de téléphone reconditionné appareil bien emballé avec carreau de protection et il y avait le câble de téléphone chose rare , niveau batterie t=rien a redire",5,positif
158,Rapide reçu en 2jours le téléphone propre état de batterie 100% Coque et vitre de protection avec c’est parfait!,5,positif
159,je le recommande mais dommage il n'y pas des écouteurs mais sinon il y'a la coque plus le verre trempé,5,positif
160,envoie rapide et conforme à l'annonce,4,positif
161,C'est iPhone XR est reconditionné comme neuf mais il y n'a pas de notice pour les adeptes de manuel. La batterie est à capacité de 100%. Il y a une coque et le verre anti casse. C'est très bien donc je vous le conseille.,5,positif
162,"Je l'ai acheté récemment et j'en suis très satisfait, je l'ai basculé depuis android et je vous le conseille J'ai aimé l'équipement, il est solidement emballé, en plus un cordon avec un bloc est fourni, mais il est très faible, il vous en faudra un autre, c'est sûr à cause de cela il risque de ne pas recharger votre iPhone, un étui est toujours fourni, mais ce n'est pas très bon, mais ce qu'ils donnent est déjà bien, je me suis acheté à l'avance un autre étui encore dessus il y a un bâton de protection c'est très cool état de la batterie à 100%.",5,positif
163,"Reçus en 2 jours l’iPhone XR intact. Aucune rayure, batterie à 100% et fonctionne très bien ,avec chargeur et une coque. Sa aurai était bien d’avoir également des écouteurs. Mais très contente ?",5,positif
164,Le téléphone est top fourni avec coque et film il manque juste les ecouteurs,5,positif
165,"Portable bien facile à utiliser, dommage que n’a pas les écouter ensamble",4,positif
166,Article très bien. Reçu bien protéger.,5,positif
167,"Taille parfaite. Rapide. Pour un reconditionné il est comme neuf mais... IPhone acheter le 25/08 recu le 27/08, avec etat de la batterie 100%. Tient la charge, je le recharge une fois par jour, mais 17 jours plus tard sans grande utilisation pourtant : etat de la batterie 92% !! J'ai un iPhone 6s reconditionné depuis 1 an utilisation identique au Xr etat de la batterie apres 1 an : toujours a 100% !!!",3,neutre
168,Je commande toujours Cdiscount un de mes magasins préférés toujours de bon produit,5,positif
169,Acheté : excellent état. Produit arrivé comme neuf ?,5,positif
170,"Téléphone comme neuf, en parfait état, pas la moindre micro rayure ! Etat de santé de la batterie à 97%, et cerise sur le gateau, livré avec une protection d'écran déjà en place et une coque ! Je recommande vivement.",5,positif
171,IPhone reçu rapidement. En très bonne r état. Ravie.,5,positif
172,"envoi rapide et soigné, fonctionnel et opérationnel.",5,positif
173,Après une semaine d'utilisation par mon fils le Téléphone est conforme à la description rien à signaler de négatif. A voir si son bon état de fonctionnement dure avec le temps.,4,positif
174,Gsm apparemment impeccable. En attente d'utilisation pour me faire une idée plus précise.,5,positif
175,Ce téléphone est vraiment incroyable je vous le conseille et je vous le recommande à 100 % en deux mois j’ai constaté aucun dégradation de la batterie est l’état extérieur est excellente vu le prix tu peux pas trouver meilleur??,5,positif
176,Un peu déroutant par rapport à Androïde . Mais faut prendre son fonctionnement en patience ce il est super performant.,5,positif
177,Très satisfaite de mon achat. Livré avec des accessoires. Je recommande.,5,positif
178,Produit arriver rapidement. En parfait état a voir sur le long terme. Livré avec le cordon d'alimentation mais pas les écouteurs.,4,positif
179,Répond parfaitement à mes attentes...je le recommande,5,positif
180,il est fonctionnel je verrais avec le temps .rien a dire de négatif il est joli et mon fils est content je le recommande .,5,positif
181,"Bonjour un iPhone XR avec les deux faces comme neuves, une batterie à 100%, dans un emballage très ressemblant ( voir comme neuf). Tout semble parfait, un petit contact qui gratouille , puis tout est ok , très bien, très très bien. Livraison en 24 ou 28 h bon tout est ok. Aller il faut bien un truc , il manque des écouteurs , car la fiche est Pas standard (3,5) et le câble chargeur est un peu court mais il existe ……. Bref un achat , comme on les aimerai tous, cordialement. Jluc",5,positif
182,Produit emballer sous film Comme neuf En plus les accessoires inclus Coque et vitre Peut être un peu lourd mais dans l'ensemble impeccable,4,positif
183,Je l'ai reçu récemment et rapidement mais trop tôt pour donner un avis,5,positif
184,Bon rapport qualité prix état neuf ! Batterie à 100%,5,positif
185,Niveau de la batterie à 96% et non à 100% mais téléphone en très bon état. Pas de coque reçu avec,4,positif
186,Contente de mon achat téléphone en très bonne état,4,positif
187,"Rien à redire, livraison en deux jours. Téléphone livré avec coque et verre trempé. État de la batterie 100%. Niveau rapport qualité prix c'est super. Pour un premier achat reconditionné et un premier iphone je recommande !",5,positif
188,Rien a redire très bien super,4,positif
189,rien à dire pour l'instant je vien de le reçevoir mai déjà ce que je peut dire il est dans un état irréprochable en plus j'ai eu une coque et un verre trampé déjà posé dessu je recommande ce vendeur les yeux fermé,5,positif
190,"Iphone XR en très bon état, Rapport qualité/ prix : très bien. Une agréable surprise où de nos jours on peut s'attendre à tout même en y mettant le prix... Entièrement satisfait !",5,positif
191,"Article noté excellent état c’est vrai, après inspection du téléphone il est en parfait état de plus livré avec une coque transparente et une vitre de protection donc complet entièrement fonctionnelle rien à redire Merci",5,positif
192,Super téléphone état du téléphone nickel,5,positif
193,Pour l’instant je n’ai rien à reprocher. L’article est conforme à la description et son état est irréprochable limite neuve. On verra d’ici quelques semaines mais pour l’instant RAS,5,positif
194,"Produit en bonne état, écran de protection, coque de téléphone et chargeur fournis je trouve sa dommage de ne pas avoir eu les écouteurs mais par rapport au prix et à la qualité du téléphone je trouve que sa vaux le coup",5,positif
195,"Comme neuf ,parfait merci.",5,positif
196,"Parfait pout téléphnoner, mais c'est la but non ?",5,positif
197,Un bon produit je recommande,5,positif
198,Commande arrivé à temps Livraison effectuée très rapidement Le tel est en très bon état comme neuf Je recommande,5,positif
199,Pour l'instant ravi de cet achat. Appareil reçu très rapidement. Tarif très intéressant pour un tel comme neuf.,5,positif
200,"Que dire !? Le smartphone est effectivement en parfait état physique comme logiciel. Il fonctionne parfaitement, l'autonomie batterie est de 98% sois quasi neuf. La boîte contient pas mal de choses dont chargeur USB avec câble USB vers lightning. Un verre trempé est installé sur l'écran et une coque en plastique super efficace est fournis aussi. Ma chérie est très contente du smartphone. Si vous faites aussi des smartphones sois Android je pourrai peut-être être interressé.",5,positif
201,Septique de prendre un reconditionné et franchement pas déçu ! Batterie à 100% et téléphone nickel ! Merci !,5,positif
202,J’ai reçu rapidement le téléphone avec protection de l’écran + coque de protection mais le gros bémol le chargeur fourni avec ne marche pas du tout j’ai dû en acheter un…,3,neutre
203,Bien mais pas trop d’accessoire qui va avc,5,positif
204,Excellent produit le produit répond à mes attentes merci,5,positif
205,rapport qualité-prix super intérressant,5,positif
206,"Nul sa fais 3 mois que je l’ai il chauffe , ma carte mère est morte c’est n’importe quoi. Dès la première semaine le tactile marcher pas très bien",1,négatif
207,je suis vraiment content de mon achat batterie 100 pourcent avec coque,5,positif
208,"Rien à dire, colis reçu très rapidement en parfait état",5,positif
209,Fonctionne très bien batterie à 100% Comme du neuf rien à signaler ça serait généal s il est livré avec des écouteurs À recommander.,5,positif
210,Rien a dire il est nickel,5,positif
211,Excellent téléphone et niveau qualité prix rien à dire,5,positif
212,"batterie à 89% fourni avec film transparent, écouteurs, coque",5,positif
213,Franchement je susi tres contentnriena dire comme neuf j vous conseille,5,positif
214,"La batterie a 89% quand c'est un produit vendu comme neuf, la caméra des photos a des trous noirs... Je vais retourner inmediatament",1,négatif
215,"Produit livré dans les délais avec chargeur, coque et protection anti casse. Il manquait les écouteurs mais pour le prix c’est acceptable.",5,positif
216,"Pas un seul défaut à première vue, et la boite contient écouteurs et chargeur. Au top !",5,positif
217,Très satisfaite de mon achat Livraison très rapide Le téléphone fonctionne très bien Je recommande vivement ce fournisseur Merci encore,5,positif
218,Dommage pour un téléphone en excellent état juger comme neuf capacité de la batterie à 89% il serait bien que les vendeurs soit plus transparent sur leur produit l aspect extérieur est en bonne état écran non rayer et non fissuré le seule point noir la batterie,3,neutre
219,Je suis contente de cette achat le téléphone neuf avec Ses accessoires d’origine batterie 100 % aucune rire rayures merci au vendeur et au Cdiscount je recommande ce produit,5,positif
220,"Téléphone OK, bon état, en fonctionnement normal. Rien à dire. Livraison rapide, sous emballage qualitatif, les oreillettes aussi...",4,positif
221,Honnêtement rien à redire de l’iphone c’est seulement le chargeur qui a pris feu le 1er jour,4,positif
222,Le téléphone est en parfaite état tous les accessoires sont présents il était très bien emballé je suis ravie de cet achat de matériel reconditionné.,5,positif
223,"Produit fonctionnel et efficace comme s’il était neuf, état de la batterie à 95% et chargeur original fourni.",5,positif
224,Reçu avec une batterie à 89% de sa capacité. Pas sérieux pour un article comme neuf,1,négatif
225,Très beau téléphone en très bonne état conforme à la description fournisseur au top,5,positif
226,Un très bon tel le son est au top je recommande,5,positif
227,Dommage qu’il y’a pas mes écouteurs,5,positif
228,De temps en temps il beugue ! L’écran s’élargit et il est très difficile de l’arrêter pour le rallumer !,3,neutre
229,L iphone n émets pas de sons même en réglant le téléphone sur son..,1,négatif
230,"Je suis content de faire partir des clients de Cdiscount, je suis content d'acheté iPhone XR ;je suis satisfait.",5,positif
231,Produits au top je recommande,5,positif
232,"Très bien tout , je suis contente avec le produit",5,positif
233,Le téléphone bug des fois des fois je suis obligé de forcer sur l’écran comme par exemple pour jouer à Candy Crush ou bien déplacer quelque chose pour défiler quelque chose etc.,2,négatif
234,téléphone reçu en temps et en heure comme un neuf batterie 100% parfait rien a dire,5,positif
235,bon produit excellent état,5,positif
236,iPhone xr reçu en deux jours très bon vendeur le téléphone est pratiquement neuf??,5,positif
237,Bin portable facile à utiliser,5,positif
238,On dirait du neuf avec chargeur écouteur et protection de la vitre . mise en route rapide expedition rapide . bref le bonheur,5,positif
239,je m’y attendais pas à ce qu’il soit aussi performant niveau de la charge nickel Les photos. et vidéos sont super Franchement pour un téléphone reconditionné et à ce prix il est vraiment top je le recommande,5,positif
240,"Confirme en tout point au descriptif, état corolle neuf",5,positif
241,Les boutons sont déjà enfoncés au bout de quelques utilisations (15 jours) Problème de batterie je suppose : le téléphone n'arrête pas de s'éteindre tout seul. Plusieurs fois par heure. Je déconseille.,1,négatif
242,Très contente de mon achat le produit fonctionne très bien il y’a même des écouteurs qui sont fourni. Je recommande et niveau prix sais raisonnable.,5,positif
243,Super téléphone et super vendeur !,5,positif
244,"Reçu ce jour , état de la batterie 90% … a voir … d’apparence nickel . J’espère que la batterie va fonctionner correctement car j’ai été déçu du reconditionner deux fois déjà …",3,neutre
245,"Le produit est emballé comme neuf, on dirai c'est un neuf, pour le moment ça fonctionne très bien, trop content je recommande ce vendeur",5,positif
246,Il marche très bien mais c’est que le chargeur n’est pas d’origine et et il n’y a pas d’écouteurs il marche nickel,5,positif
247,disfonctionnement du face id et du mode potrait avant,1,négatif
