id,texte,note,label
17,Produit acheté en Janvier et premier problème c’est APP STORE est en chinois. Bouton latéral pour allumer le téléphone ne fonctionne pas. Et maintenant MARS le téléphone ne charge pas et demande à ce que nous le connection à un ordinateur portable pour faire je ne sais quelle manœuvre. Je l’ai acheté pour l’anniversaire de mon fils et puis je suis déçue. Il l’a utilisé que 2mois. Que dois-je faire dans ce genre de situation s’il vous plaît ?,2,négatif
18,Excellent état comme neuf Satisfait,5,positif
19,"Vraiment en superbe état, fournie avec coque et écran en verre, je recommande vivement. Merci",5,positif
20,Batterie neuve à 100% nickel juste les trace de colle à l'objectif qui et un peu moin bien mais reste hyper bien part apport câliter prix,4,positif
21,Fonctionne tres bien je recommande vivement ?n’hésitez surtout pas,5,positif
22,Téléphone ayant une batterie reconditionné avec un état que à 80% déçu de cela,3,neutre
23,Téléphone bien reçu.Téléphone en très bon état avec coque et écran protecteur avec câble de recharge ..Batterie à 100% de ces capacités état nickel. Je recommande ce vendeur,5,positif
24,Pour le moment nickel envoi rapide produit quasi neuf je recommande,5,positif
25,Parfaitement parfait ? Cela mérite 6 étoiles ?? ??????????,5,positif
26,"L’iPhone est parfait je l’ai reçu intact de partout, état de la batterie a 100%.",4,positif
27,"J'ai commandé un produit reconditionné en ""excellent état"", à savoir batterie neuve, écran neuf...etc La batterie était bien à 100% quand j'ai reçu le produit mais dans les faits elle à perdu 10% de sa capacité optimale en même pas un mois d'utilisation... Ce qui n'est pas normal pour une batterie soit-disant ""neuve"" (je précise que j'ai eu une utilisation tout à fait normale du téléphone). Résultat : L'iPhone ne tient pas la charge, le tactile est capricieux... bref, j'ai l'impression de m'être faite avoir et je ne recommande pas.",1,négatif
28,Exactement comme la description l’annonçait !! Merci ?,5,positif
29,Tout et parfait merci cordialement ??,4,positif
30,"Ce portable est très joliment reconditionné. L'écran, la tranche, le dos, tout est impeccable. Quant à la batterie, elle affiche un joli (et surprenant) 100%... qui se trouve être un mensonge puisque le soft 3uTools révèle qu'elle n'est qu'à 83% (donc à la limite de l'acceptable chez Apple) ce qui est logique pour 772 recharges. Donc ce reconditionneur ment sur la qualité de ce qu'il revend et je ne sais pas ce que ça va donner pour l'avenir. J'hésite à renvoyer, la procédure de CDiscount (qui devrait être un peu regardant sur ses vendeurs) étant toujours très compliquée.",2,négatif
31,Très bon état par contre je l’ai depuis octobre et il ne tiens déjà plus la charge!! Déçu un petit peu,3,neutre
32,Au début je croyais qu'il y'avait des problèmes mes le téléphone est neuf et non pas comme neuf tout marche nickel livraison super rapide franchement je vous recommande.,5,positif
33,Jai acheté pour ma fille ce téléphone ne s'allume plus a près 2 mois d'utilisation … c'est vraiment pas pas de qualité.,1,négatif
34,J'ai commandé pour la première fois chez Cdiscount. Mon appareil est défectueux et impossible de trouver le service après-vente. Un scandale.,1,négatif
35,un prix très performant pour une très bonne qualité. livraison rapide,5,positif
36,J’ai pris un « excellent état » pour partir sur une base durable. Résultat écran LCD d’une qualité bien inférieur a l’écran OLED qui devait y être. De plus la batterie est déjà morte (86%) alors que je viens tout juste de le recevoir ! A fuir,1,négatif
37,ras rien dire même reconditionnée le niveau de batterie et de 100 pas une seul griffe,5,positif
38,Fonctionnalités parfaite La taille parfaite Bon produit je recommande,5,positif
39,"Reçu rapidement, avec verre trempé et une coque transparente génial ?et câble. Le téléphone fonctionne hyper bien, exactement ce que je souhaitais. Pas du tout l’impression que c’est un reconditionné . Le livreur a pris soin de ne pas l’abîmer. J’en suis très content. Seul bémol sur iPhone la tenue de la batterie mais bon … Après à voir dans 3 mois si il fonctionne toujours …",5,positif
40,Iphone 12 Mini en parfait état sans la moindre trace d'utiliation + bonne batterie Livré rapidemant et proprement A mon avis va devenir Collector,5,positif
41,rapidement recu et en bon etat,5,positif
42,Le tel ne veut plus s’allumer au bout d’un mois d’utilisation. Je vais tenter de contacter le sav. Très déçue.,1,négatif
43,Neuf bien emballé avec coque.,5,positif
44,Téléphone satisfaisant,4,positif
45,Nickel j’ai rien n’a dis à propos des du téléphone.,5,positif
46,"Téléphone reçu en parfait état, 93% de la batterie et aucune rayure ou impact sur l'ensemble du téléphone. Emballage soignée, toutefois dommage qu'il ne soit pas livré avec une paire d'écouteur ou bien une prise secteur. En tout cas pour le prix il est très performant, la prise en main est superbe et les photos sont vraiment top ! Je regrette pas mon achat. Livraison rapide.",5,positif
47,"État impeccable , aucune rayaure",5,positif
48,Comme neuf. Aucun problème.,5,positif
49,Franchement tellement qui marche de ouf là batterie comme neuf l’iPhone je kiffe trop je recommande franchement passe commande,5,positif
50,Super vendeur je recommande,5,positif
51,Camera doesn't work properly if you thinking about buying I recommend you to buy new otherwise you might regret,2,négatif
52,Le téléphone est comme neuf et il fonctionne déjà plus au bout de deux semaines,1,négatif
53,Pas de problème.Très sastisfait,5,positif
54,"l'article était conforme. le lendemain il a commencé à redemarrer, au bout du 5ème redémarrage il n'a plus du redémarrer. j'ai maintenant un iphone éteint qui ne sert à rien.",1,négatif
55,Très bien mon épouse est contente.,5,positif
56,"Délais de livraison respectés, j’ai reçu mon iPhone très rapidement. Mais déçue, en effet, il s’éteint tout seul plusieurs fois dans la journée. J’ai toujours acheté du reconditionné, c’était la première fois chez Cdiscount , ce sera la dernière !",3,neutre
57,iPhone bon état général Problème de batterie ne tient pas la charge,3,neutre
58,Reçu un produit qui ne s'allume même pas !,1,négatif
59,bon vendeur j'ai eu un probleme avec ma coque et il a remplacé rapidement. je recommande,5,positif
60,Parfait plus qu’à attendre ma coque ?,5,positif
61,Réception ultra rapide en 24 heures. Le téléphone est comme neuf.,5,positif
62,Téléphone au top je recommande petit hic il aurait été bien de mettre une coque,4,positif
63,"Téléphone sans aucun défaut apparent, comme neuf. Il fonctionne parfaitement. Reçu plus tôt que prévue, c'est une très bonne surprise.",5,positif
64,iPhone 12 mini est trop petite donc je ne veux pas,2,négatif
65,Vous pouvez faire confiance au vendeur tout est ok,5,positif
66,"Téléphone en parfait état et capacité de la batterie à 100%…. Je ne m’y attendais pas, bravo",5,positif
67,Au moins il y a trois mois utilisation aucun souci téléphone marche à merveille. Reçu rapidement je recommande le vendeur à 100 %. Merci beaucoup,5,positif
68,"C'est incroyable, je l'ai eu pendant qq jours et tout va bien",5,positif
69,"A une semaine de mon achat, mon fils qui vient de rentrée au collège en ai totalement satisfait, il est hyper content de la qualité de celui ci je l’ai pris en excellente état et effectivement il est en très très bonne état, de plus on est satisfait de l’accessoire fourni qui est le câble de charge.",5,positif
70,il y a un sérieux problème de batterie l’état s’use très vite ce qui est étrange,1,négatif
71,très contente d'utiliser cet Iphone 12 mini jusqu'au moment ou j'ai voulu prendre une photo en utilisant le zoom. La photo est floue. J'ai renouvelé l'expérience mainte fois et toujours le même résultat. Auprès de qui puis-je m'adresser pour résoudre ce pb ?,2,négatif
72,"Pas de problème sur la réception mais même pas un mois après, le bouton latéral reste enfoncé et ne revient pas. Pas possible d’éteindre le portable, de screener alors que c’est le bouton le plus utile et utilisé sur un iPhone. Je vois avec le SAV Cdiscount pour voir ce qui est possible de faire.",2,négatif
73,"Téléphone à qui chauffe et ne se recharge pas, modèle à fuir !!",1,négatif
74,article reçu rapidement /emballage très soigné / aucun défauts sur les fonctionnalités cet article de seconde main est comme neuf pas de rayures /vitre de protection fournie ++... très agréablement surpris de la qualité je recommande et envisage le même achat prochainement,5,positif
75,article qui correspond à mes attentes je recommande,5,positif
76,Reçu en parfait état batterie 100% j’en suis ravis,5,positif
77,"Contente de mon achat mon fils aussi. Livré un jour de plus que prévu mais rapide quand même. Le téléphone arrive bien emballé. Il est comme neuf. Aucune rayure. La vitre de protection est collée dessus. La batterie est à 100% , tout est nickel ???",5,positif
78,"C'est un téléphone parfait , tout fonctionne bien , le seul problème que je n'arrive pas à résoudre c'est qu'en envoyant des photo sur un autre iPhone, celle-ci deviennent un peu flou , c'est dommage voilà pourquoi j'ai mis que 4 étoiles sur 5.",4,positif
79,"Dans la description, c’est écrit Excellent état et comme neuf, c’est à revoir. Le châssis du téléphone est bien endommagé. J’ai déjà acheté des téléphones reconditionnés mais sur d’autres site et l’état était toujours impeccable.",3,neutre
80,"Téléphone en parfait état, fonctionne très bien .",5,positif
81,Prduit de bon .parfait,5,positif
82,Je l'adore aucun regret pour cette achat ?,5,positif
83,"iPhone en très bon état de fonctionnement et esthétique, ma fille est ravie",5,positif
84,Très contente de mon nouvel Iphone.,4,positif
85,Super vendeur téléphone reconditionne à l’état plutôt neuf,5,positif
86,Quasiment neuf Propre Aucune rayure Batterie 100% Ma fille en est ravie A voir dans le temps,5,positif
87,Parfait en très bonne état,5,positif
88,"Téléphone reçu dans les temps, j’avais quand même un peu peur du reconditionnement, résultat le téléphone et comme neuf, aucune rayure ! Reçu avec un verre trempé et le câble pour la charge (adaptateur non fournis) Batterie a 100%. Je recommande fortement ! Merci au vendeur.",5,positif
89,4 étoile sa peux allez,4,positif
90,Fidèle à la description Impeccable,5,positif
91,Je suis super satisfait de mon achat reçu avec une coque offerte et un écran de protection déjà mit en place. État de batterie à 100%. Tout est parfait je recommande,5,positif
92,Marche nickel zéro problème,4,positif
93,"Conforme à la description, téléphone en parfait été, batterie neuve.",5,positif
94,Trop petit un peu déçu je l’ai retourné,1,négatif
95,iPhone au top Batterie 100% Petit Bémol : Face arrière vitre un peu griffé,4,positif
96,Après avoir reçu l’article j’ai allumé l’iPhone il c’est éteint et impossible de le rallumer j’ai discuté avec le vendeur je leur est renvoyé me l’on réparer et me l’on renvoyé après l’avoir reçu pour la deuxième fois l’iPhone marche super bien la batterie est toujours à 100% et ça fait bientôt un an que je l’ai le produit et top,4,positif
97,Envoi rapide et état neuf.,5,positif
98,Vraiment rien à dire sur la qualité de cet iPhone reconditionné comme neuf avec batterie à 100% Vous pouvez y aller les yeux fermés...,5,positif
99,Au debut j'etait méfiant de ce que j'allais recevoir au final j'ai recu l'iphone de mes reve j'ecris sa le 08/06/2024 sa fait 1 jours que je l'ai pour l'instant aucun probléme je met 4 etoiles sur 5 car il y a une petite mes vraiment petite egratinure sur le coter mais rien d'affolant sa ne se voit meme pas.En tout cas j'acheterai l'iphone 14 la bas,4,positif
100,"Bonjour, Assez déçu de mon achat. Le téléphone est destiné au marché Coréen, et par conséquent la fonction géolocaliser que j utilise tout le temps n’est pas accessible. Il aurait été honnête de spécifier dans l’annonce que certains téléphones ne sont pas destinés à la France avec les conséquences que ça engendre.",2,négatif
101,Bon état fonctionne mon fils il comtent,5,positif
102,Impossible de laisser un avis objectif sur le téléphone.. les étoiles en disent beaucoup..,1,négatif
103,Achat 10/04/2014 je verrais mais bon très bon produit à voir?,5,positif
104,"Je viens de recevoir le téléphone avec chargeur, verre de protection, livraison rapide 24h , téléphone en très bon état comme neuf, bien emballé,à voir pour la suite, en revanche je suis déçue pour la couleur ,je l’ai commandé en bleu je le reçois en mauve, déception",4,positif
105,"Le téléphone est arrivé en super état et rapidement, seul bémol la caméra arrière ne fonctionne pas",3,neutre
106,N’arrête pas de s’éteindre Problème de batterie Déçue,1,négatif
107,je viens de recevoir mon iphone 12 mini en bleu batterie à 100% aucun problème je recommande fortement,5,positif
108,Très content de mon achat. Super produit,5,positif
109,Appareils photo et flash fonctionne pas.,2,négatif
110,Qualité cout et délais conformes à la description et aux engagements emballage soigné,5,positif
111,Je l’utilise depuis quelques semaines tout est ok,5,positif
112,Réception très rapide premier jour d’utilisation rien à signaler pour le moment forcément. Batterie à 100%,5,positif
113,"Commande iPhone 12 mini ""Parfait état"" le 29/01/2024. L'avis sur l'iPhone n'a pas d'importance, on sait ce que c'est. Le produit était comme neuf. J'ai regardé sous tous les angles, en plein jour, en lumière rasante, et je n'ai pas vu la moindre micro-rayure. Il y avait 2 films de protection sur l'écran. Livré dans un étui silicone transparent qui n'était pas indiqué dans la description. C'était bien pratique en attendant la livraison de mon autre étui. Batterie 100% et *pas* de message pour me dire que ce n'était pas une batterie officielle Apple.",5,positif
114,"Répond aux attentes de mon fils, bon iphone. Utilisation depuis peu à voir dans le temps (tien bien la charge). Il est comme neuf, livrée avec verre de protection+coque.",5,positif
115,"Je suis plus que ravie de mon achat, produit comme neuf ,avec un état batterie à 100% ?",5,positif
116,Envoi rapide. Appareil semble en très bon état. Pas de rayure apparente. Petit plus : téléphone déjà équipé d'une coque et d'un écran de verre de protection. ? A voir dans le temps pour la suite....,5,positif
117,"Très satisfait de l’iPhone reçu avec la batterie 100% juste il y a pas de chargeur mais bon , je recommande !!!",5,positif
118,Excellent avec une batterie à 100% de ses capacités.,5,positif
119,"Bonjour, j’ai acheté ce iPhone pour ma fille. Très bonne qualité et bonne qualité prix. Je le recommande.",5,positif
120,Téléphone sois disant excellent état… Face ID non fonctionnel… pour avoir un nouveau tel je dois renvoyer celui la… en attendant pas de téléphone sachant que c est mon outil de travail!!!,1,négatif
121,Prise en mains rapides,5,positif
122,"Produit reçu rapidement, emballage scellé. Difficile de croire que le téléphone est reconditionné tellement il est impeccable ! Batterie 100% , je n'ai vu aucune rayure ni traces!!!! Vendeur sérieux",5,positif
123,Le produit répond à mes attentes. Délai de livraison respecté,5,positif
124,"Livraison rapide, prix très compétitif, vraiment bien, tout est ok",5,positif
125,"Très satisfait de mon achat pour le moment. Téléphone très réactif et son petit gabarit est un bonheur en main. Seul bémol, la batterie qui de par sa taille a une autonomie ridicule. Délai de livraison rapide.",4,positif
126,"Reçu en 1 jours une téléphone vraiment comme neuf avec batterie à 94%, merci",5,positif
127,Mon fils est content de son téléphone,3,neutre
128,J’ai reçu mon iPhone ce jour et il est parfait ! C’est mon premier achat en reconditionné et je suis ravie de la qualité. Livraison au top avec un câble de chargement inclus.,5,positif
129,Téléphone top ! Livraison rapide !,5,positif
130,Encore trop tôt pour me prononcer car l’achat est récent et je n’ai pas testé les toutes les fonctions ; mais le produit correspond à la description et est en parfait état,5,positif
131,Très bon achat juste dommage qui n’y avais pas le chargeur mais j’en suis contente,5,positif
132,Super . Le téléphone est identique à l’annonce,5,positif
133,"La batterie se décharge super vite, mais bon téléphone dans l'ensemble, à voir sur le long terme",5,positif
134,Vendeur au top de sa forme!!!!!!,5,positif
135,"le produit va être renvoyé, des rayures profondes apparaissent sur l'écran, des rayures sont acceptables sur la coque pour un appareil reconditionné pas sur l'ecran.",3,neutre
136,j'ai commander un iPhone 12 mini bleu 128Go il est arrive en excellent état (aucune rayure ou quelconque trace d'utilisation) et dans le délai imparti de livraison(j'ai même pu suivre sa localisation grâce a mondial Relay)cela fait maintenant 5 jours que je l'utilise et il n'y a absolument aucun problème tout fonctionne correctement je recommande!,4,positif
137,Super téléphone avec de bonnes fonctionnalités mais reçu à 86 % au lieu de 100 mais ça reste un bon téléphone malgré le prix je l’ai commandé neuf un peu déçu je m’attendais mieux mais franchement ça reste un très bon téléphone,4,positif
138,batterie très vite déchargée,1,négatif
139,"En excellent état, batterie à 100%, format idéal pour mettre dans la poche d'un pantalon.",5,positif
140,Le smartphone est très bien fonctionne parfaitement,4,positif
141,Article en très bon état visuellement mais défectueux au bout de deux jours car reconditionne avec des pièces pas de la marque Apple…. Déçue de mon achat,5,positif
142,Y’a rien à dire c’est vraiment top est le vendeur est disponible de que tu as besoin,5,positif
143,LE téléphone est comme neuf !,5,positif
144,"Reçu en parfait état, dans une boite scellée par une plastique thermoformé, boite emballée dans une enveloppe plastique, elle-même emballée dans un carton de transport. La boite contient le chargeur, le câble Lightning, le trombone pour ouvrir le tiroir SIM ainsi qu'une protection d'écran en verre trempé et l'iPhone 12 mini à l'intérieur. Le tout est calé et protégé par des protections intérieures en mousses et bien calées. Aucun risque que ça bouge durant le transport par exemple. L'iPhone est reconditionné en parfait état comme neuf qui correspond parfaitement à sa description. Aucune rayure, aucun impact. Et la batterie est à 100% de sa durée de vie. Tout est parfaitement fonctionnel (Face ID, Hat-parleurs, micro, écran...). Commandé samedi et reçu le lundi, c'est top. Très bonne réactivité du vendeur ainsi que de Cdiscount à Volonté. Je suis parfaitement content de mon achat et du vendeur. Je rachèterai avec un grand plaisir. Merci beaucoup. Un conseil : Cdiscount propose des prix bien plus intéressants sur les iPhone réconditionnés que certains autres sites internet spécialisés bien connus. La différence peut aller jusqu'à 50€ de différence et plus, ce qui n'est pas négligeable.",5,positif
145,"Commandé un IPhone 12 mini ""excellent état"" pour moins de 400€! Ne restait plus qu'à réceptionner le ""reconditionné"" ?! Colis reçu dans une boite type IPhone neuf, sous blister (hyper pro! c'est du sérieux!!)A l'intérieur l'iPhone 12 mini, un cordon neuf, une coque arrière neuve!!! et un verre de protection avant!! sympa!! je m'y attendais pas!! Après contrôle sous toutes les coutures, je suis bluffé il est quasi neuf!!! Tout fonctionne à merveille! (Batterie au max!) Vendeur TOP!",5,positif
146,"Je l'utilise pendant quelques 2-3 mois, ça fonctionne bien",5,positif
147,Fonctionne très bien aucun défaut sur l appareil je vous le conseil livraison rapide,5,positif
148,"Ayant toujours eu des smartphone je suis passé après bien des hésitations un i phone reconditionné bien sûr compte tenu du prix exorbitant que pratique Apple. Je n'ai pas été déçu. Cet appareil est quasi parfait, à part un léger coup sur la partie droite du téléphone, je n'ai rien à redire. Il fonctionne parfaitement, il est facile d'utilisation et surtout il est de taille réduite facile à loger dans une poche ou un sac. Pour l'instant je ne regrette pas mon acquisition, c'est peut-être un peu tôt pour se réjouir complètement, l'avenir me dira si j'ai fait un excellent choix.",5,positif
149,"mon fils est très content de son téléphone, qlq rayure au niveau le tour de la caméra mais pas méchant bien sur c'est un téléphone reconditionner. après j'ai rien à dire il fonctionne très très bien. Au niveau de la charge très bien aussi. et le prix bien sur raisonnable.",5,positif
150,Très bon téléphone pas de regret,3,neutre
151,Seul bémol batterie bien fatigué ainsi que l’écran lcd pas d’origine donc couloir moins vive mais pas étonnant pour le prix je reste très satisfait,5,positif
152,âpre de 2 mois la carte mère a lâche je ne le conseille pas,1,négatif
153,impecable l ecran n a aucune rayure,5,positif
154,Rapide et fonctionnel,5,positif
