id,texte,note,label
25,Bon téléphone acheté il ya 3 mois au bout de 2 mois le téléphone s'éteint très souvent il faut le maintenir allumé en le mettant en charge à chaque fois,3,neutre
26,Je l’ai reçus comme neuf il est extrêmement bien pour l’instant la batterie est à 100% il détecte la carte SIM et la esim rien à dire dessus la batterie tien longtemps.,5,positif
27,"Le téléphone est comme neuf, j’adore. Merci",5,positif
28,Rien à dire Réellement en excellent état Envoi rapide,5,positif
29,Je trouve il est comme neuf et livraison rapide,4,positif
30,Parfait je recommande,5,positif
31,"Téléphone commandé le 10avril, reçu le lendemain, téléphone comme neuf, état de santé de la batterie , 100%, je suis plus que satisfaite!! Je recommande vivement ce vendeur, ……. À voir dans le Temps.",5,positif
32,"Super téléphone, rapide, avec une excellente qualité d'image. L'autonomie est top et l'écran magnifique. Parfait pour ceux qui cherchent de la performance et de la fiabilité. Très satisfait de mon achat",5,positif
33,"Appareil comme neuf, Batterie à 89%",5,positif
34,livraison rapide telephone de très bonne qualité comme neuf,5,positif
35,Bien reçu le tel.fonctionne très bien satisfait ?,4,positif
36,La batterie et a 85% pas top pour un iPhone la batterie se décharge très vite,2,négatif
37,Je suis ravi et je recommande ce vendeur le téléphone est neuf,5,positif
38,Très satisfait fonctionne parfaitement !,5,positif
39,"Je suis très satisfaite du produit, l’Iphone est comme neuf, sans rayures ou marques sur l’écran ou sur la coque. La livraison a été très rapide et malgré les différents commentaires négatifs que j’ai pu lire. De plus, on a bien une carte nano (car c’était un commentaire négatif). La batterie tient correctement pour un IPhone reconditionné, il faut penser à le changer avec un chargeur iPhone pour ne pas abîmer la batterie. Je recommande le vendeur !",4,positif
40,"« Excellent état » dans le titre de l’article mais on reçoit le téléphone avec une batterie à plat d’une capacité maximale de 86%, pour du reconditionné on a vu mieux… Je ne procède pas à un retour uniquement car j’ai besoin d’un téléphone.",2,négatif
41,Très satisfait le produit répond à mes attentes,5,positif
42,"c'est excellent comme un téléphone neuf, pour le moment il fonctionne très bien. Reçu rapidement prix raisonnable. sans chargeur",5,positif
43,"Parfait , comme neuf sauf l accessoires minimaliste .",5,positif
44,Téléphone arrivée plus tôt que prévu batterie à 100% il est en excellent état comme prévu,5,positif
45,"Rapidité livraison, emballage parfait..Produit au top conforme à la description, comme neuf..Vendeur très sérieux,je le recommande....",5,positif
46,"Reçu,bien emballé.tres bon état.pas une rayure!!! Vraiment aspect comme neuf. Satisfaite a la réception",3,neutre
47,Parfait état neuf reçus rapidement,5,positif
48,"Peu de différences entre iphone 13 et 14 mais devrait être en théorie mis à jour encore quelques années. Qualité au top, photos impec et tient une bonne journée en usage courant. Commandé en reconditionné en sélectionnant ""Excellent Etat"", l'iphone à l'air neuf. Verre trempé, aucune rayure ni sur l'écran ni le dos ni les côtés, état batterie à 100% Rien à dire.",5,positif
49,que du bon pour mon grand retour chez IPhone j'avoue que je suis déçu loin de la hésitez pas,5,positif
50,Très bon produit je le recommande,5,positif
51,Parfait Rapide et efficace Envoi très rapide Téléphone conforme à sa présentation,5,positif
52,Comme neuf aucune rayure batterie 100% très satisfait,3,neutre
53,"Mon fils l'attendait avec impatience, l'a eu un mois en avance et est très très content !",5,positif
54,"C’est trop bien je regrette pas mon achat, j’ai recommande",5,positif
55,Téléphone reçu comme neuf aucune rayure batterie à 100% fourni avec câble de chargement.,5,positif
56,"Petit soucis de fonctionnalité. Et le trou de charge, commence déjà à ne plus fonctionner au bout de 2mois sachant que je ne travaille pas dans la poussière",1,négatif
57,Je viens de le recevoir et pour le moment très satisfaite,4,positif
58,Reçu lundi livraison rapide l iPhone et en excellent état aucune rayure batterie 100% je suis très contente de mon achat,5,positif
59,Téléphone vraiment nul il s’éteignait tout le temps quand mon conjoint l’utiliser,1,négatif
60,"J’étais réticente à commander cette IPhone 14 reconditionné, au final je suis pleinement satisfaite de mon téléphone qui est comme neuf et tient très bien la batterie. Je recommande !",5,positif
61,Très bien top merci à l’équipe Cdiscount!,5,positif
62,batterie tiens pas au bout de qlq mois déjà un problème je le renvoie,1,négatif
63,Le service est au top ce pendant l’état de la batterie est descendu de 20% en 3 mois d’utilisation .,2,négatif
64,Le téléphone est dans un état irréprochable. Cependant la batterie n'est qu'à 88% de ses capacités ce qui franchement pour le prix n'est pas très correct. Je pense qu'elle aurait dû être remplacé !,3,neutre
65,Prêt à utiliser je recommande,4,positif
66,Super satisfaite de mon achat j adore o top ? pas déçu,5,positif
67,iPhone au top comme neuf envoi rapide et vendeur répondeur très rapidement,5,positif
68,Ma batterie et descendu de 2 en seulement 5 jours d’utilisation,1,négatif
69,Etat de la batterie descendu de 7% en en mois c’est dommage,3,neutre
70,tres heureuse de cet achat pour ma fille,5,positif
71,Incroyable j’aime beaucoup,5,positif
72,Le téléphone ne présente aucun défaut pour le moment,3,neutre
73,Bon état du téléphone Batterie pour l’instant correct à voir dans le temps .,5,positif
74,Il est super est répond à mes attentes,4,positif
75,TOP pour l’instant après a voir avk le Temps,5,positif
76,Il a fallu acheter la prise qui n'était pas fournie avec le téléphone et la coque.,5,positif
77,"Téléphone en parfait état, aucune rayure, très joli. Fonctionne bien pour le moment. A voir à l'usure.",5,positif
78,Vraiment au top ! Arriver rapide. Très bien emballé avec accessoires. Le téléphone comme neuf comme sur la description. Batterie 100% ! Merci beaucoup,5,positif
79,"Quand je le chargeais, le téléphone commençait à chauffer dès le début. Après seulement 30 jours d’utilisation, le téléphone s’est mis à gonfler. De plus le chargeur n’est pas de très bonne qualité. Il a fait des étincelles et a failli brûler ma maison.",1,négatif
80,Très satisfait du téléphone juste une très mauvaise qualité sur le zoom x5,4,positif
81,"Comme neuf et prix défiant toute concurrence, manque juste le chargeur.",5,positif
82,"Bonjour, alors je suis un peu dessus.. J’ai commandé cette article le premier la caméra ne voulais pas faire de focus il y avais comme un flou on avais beau essayer de nettoyer rien n’y changeait, on pouvais aussi entendre un petit tic. Heureusement il ont été bien aimable ils m’en on envoyé un autre malheureusement celui ci après 4mois d’utilisation la bouton on/off bug je n’arrive plus à l’éteindre pendant un long moment je suis obligé de toucher les bouton du sons pour qu’il ce remette à fonctionner, la caméra du grand angles lorsque je nettoie la l’objectif on entend un tic comme si elle ce remettais un place et la batterie a baissée de 10% en seulement 4 mois ce qu’il n’est aps normal même mon ancien téléphone qui était un 11 a perdu 15-20% en 3ans voir même 4 ans. Donc un peu dessus.. mais sinon tout le reste fonctionne très bien",3,neutre
83,"Le téléphone est arrivé assez vite. État impeccable, batterie à 100 %, je n’ai rien à dire de négatif au sujet de ce téléphone. Je suis très contente de l’avoir acheté.",5,positif
84,Absolument content pour cette achat produit au top. Merci à Cdiscount,4,positif
85,Iphone 14 ne correspond pas à la description de vente car pas de fente pour insérer une carte sim sur la description emplacement carte sim Resultat frais supplémentaires,1,négatif
86,"Je pensais avoir plus de capacité de vie de batterie, j’en ai eu que 87 %",2,négatif
87,Rien à redire il est parfait,5,positif
88,Super fonctionne très bien,5,positif
89,le produit sonne quelque fois 3/5 sonneries,2,négatif
90,"R.A.S, juste un message sur la provenance des pièces détachées qui n'est pas Apple, j'ai cru que sa allait tout me bloquer, mais au final sa fonctionne ""pour l'instant"", merci",4,positif
91,"franchement, je vous conseille vraiment ce téléphone, aucun problème avec 99 % de batterie générale, pas cher je suis tres content de cette achat",5,positif
92,ARNAQUE COMME JAMAIS VU !!,1,négatif
93,Le téléphone est bien cependant la caméra est flou,3,neutre
94,"Iphone 14 proche du neuf, aucun impact ou rayure sur l'écran et la coque. iOS à jour et prêt à être configuré",5,positif
95,"Très satisfaite du produit!! Aucune traces ni rayure, que ce soit sur le téléphone ou sur l'écran. La batterie est neuve (100% de charge possible). Bref le téléphone est comme neuf !!! Je recommande+++. D'ailleurs je viens d'en acheté un deuxième pour moi.",5,positif
96,Top mon grand et satisfait !!!!,4,positif
97,Toujours l’.efficacité APPLE,5,positif
98,"Ce téléphone est parfait avec un bon rapport qualité prix, mais malheureusement il y a un problème avec le micro. Quand je fais des vidéo il y a comme un bruit de fond qui grésille avec des bip comme au mcdo, dommage.",3,neutre
99,"l'iphone inscrit au démarrage "" finaliser la réparation de votre verre arrière"" ,ainsi que la caméra avant fait des photos floues",1,négatif
100,"Impeccable, commande reçue e conforme à la description",4,positif
101,J’ai l’iPhone depuis quelques mois la caméra n’est pas nette elle est flou,3,neutre
102,appareil reconditionné alors à voir dans le temps mais pour l'instant nickel,5,positif
103,Livraison rapide et téléphone conforme,4,positif
104,"Bonjour, j’ai reçu le colis très bien emballé. Le produit est sublime aucune rayure. A fonctionne très bien jusqu’à présent. Je suis entièrement satisfait.",5,positif
105,Pas encore essayé car cadeau de Noël,4,positif
106,Achat réaliser il y’a 3 semaine téléphone reçu en parfaite état mais du jour au lendemain il ne s’allume plus et la batterie affiche 0% de capacité et n’est plus reconnu En espérant que la garanti puisse le réparer,1,négatif
107,Produit très bien et peu cher,4,positif
108,Fonctionne bien ravie,5,positif
109,"Très beau téléphone aucune rayures, batterie 100 %, livraison rapide vendeur sérieux",5,positif
110,Achat de deux iPhone 14 mauve et bleu. Etat esthétique comme neuf. Fonctionne parfaitement et état de la batterie neuf ou supérieur à 85% Je recommande,5,positif
111,"Le téléphone a été fragilisé à la réception du colis et un matin je me réveille et le vois tous fissuré, sans l’avoir jamais fait tomber, vraiment déçu , j’étais tellement contente les premières semaines et la caméra bug les photos ne sont plus comme avant , j’étais contente de mon affaire …",2,négatif
112,Cet achat d’iPhone 14 est un cadeau de Noël pour mon petit-fils. Je me rends compte en ouvrant le colis qu’il n’y a pas de chargeur dans la boîte…,4,positif
113,Bonne fluidité. Beaucoup d'espace (128 go). Beau design. Robuste si bien protégé... Merci Apple comme d'hab !,5,positif
114,"Réception rapide, très bon état",5,positif
115,"Le téléphone est vraiment comme neuf . Je remarque aucune rayure batterie à 100% , produit bien emballé mais pas dans le paquet d’origine. J’ai remarqué dans les paramètre que la dernière utilisation du téléphone date du 14/09/24 bon. Livraison respecté !",4,positif
116,"Monsieur, dame, fuyez les téléphone de ce vendeur sont complètement pourris .",3,neutre
117,Livraison en moins de 24h produit très biens emballé parfaite état fonctionne à merveille,5,positif
118,Article très bien pas du tout déçu. Très peu de produit. Reçu un très bon état.,5,positif
119,Reçu en 24h. Téléphone comme neuf. Batterie à 100 %.je recommande.,5,positif
120,"Fonctionne parfaitement, très propre",5,positif
121,"L iPhone 14 reconditionné répond parfaitement à mes attentes. Bonne réception comme prévue, produit impeccable et conforme , le vendeur Cocoon très sérieux et professionnel. Je n hésiterai pas pour un prochain achat. Encore Un grand merci. Caroline",5,positif
122,Mon fils est ravi qualité prix,5,positif
123,Ducoup apres 2mois d'utilisation toujours rien à signaler téléphone en parfait etat pas de surchauffe rien du tout donc vous pouvez commander en toute confiance rien a signaler,5,positif
124,Je l’ai acheté pour ma fille elle en est très satisfaite ?,5,positif
125,L’état de la batterie 100% le portable est comme neuf je voit pas la différence neuf ou lui que j’ai reçu très contente de mon achat je recommande se vendeur à 100%,5,positif
126,très bon téléphone reçu rapidement mais très mal emballer (pas de protection pour le protéger ) téléphone reçu avec un état de Santé de la batterie a 80 pourcent pour le prix je trouve qu'il reste encore chère car reçu sans câble de chargement et sans coque (serait t'il possible d'avoir un geste de votre part merci ),5,positif
127,"Super contente de mon achat iPhone neuf et batterie neuve 100% , reçu rapidement très bon vendeur je recommande",5,positif
128,Cet produit me va très bien j'ai aimé Capacité de batterie c'est 100% Je vais recommencer pour ma femme,4,positif
129,"Pour contre , était obligé d’aller chez Apple Store car impossible de télécharger la dernière version de IOS 18.1 donc je n’ai pas pu reconfigurer mon portable avec la reconnaissance entre les 2.",4,positif
130,"Très heureux de cette acquisition. Tout est au conforme au descriptif et l'iphone est comme neuf (état extérieur, batterie etc.) J'avais vu certains commentaires qui disaient ne pas avoir d'emplacement pour nano sim mais il y en avait bien un sur le produit que j'ai reçu.",5,positif
131,J’ai aimer ce téléphone mais la caméra vien de ce casser au bout de 2 semaines d’utilisation pourrais je avoir de l’aide s’il vous plaît,1,négatif
132,Reçu en 3-4jours État correct batterie à 89% À voir si il tient mais pour linstant il a l’air correcte,4,positif
133,Bien bien bien bien bien bien bien,4,positif
134,Tro bon produit batterie 100% zéro fissure,5,positif
135,produit bien emballé et protégé il est comme neuf je conseille ce re conditionneur et bien sûr Cdiscount pour les services et sav dont ils font preuve,5,positif
136,l’article est vraiment bien emballer et il n’y a aucune rayure sur le téléphone tout est nickel a part que la batterie est a 94% de capacité,5,positif
137,Parfait délai respecté et livraison ras,5,positif
138,"Franchement je suis y très satisfaite du produit livré en avance, un téléphone qui a zéro problème, la batterie tient super bien je suis très contente et je recommande ce vendeur ??",5,positif
139,Franchement le téléphone es neuf pour moi aucun défaut batterie 100% Ma fille es satisfaite entièrement Je recommande,5,positif
140,Nul nul nul modem enlevé le téléphone de marche je vous déconseille très très fort,1,négatif
141,Super bien livre rapidement au top emplacement soigneux,5,positif
142,c'est parfait ! je suis très contente .,5,positif
143,"Très beau, bien conforme aux description",5,positif
144,J’ai reçue ma commande très rapidement et je suis content de l’avoir l’état tout nickel et la batterie est à 100% je continue de passer mes commande chez vous car suis un particulier en vente aussi j’en serais ravi pour avoir une carte de réduction ou de fidélité merci,5,positif
145,"Je suis satisfaite, batterie à 100% aucun signe d'usure",5,positif
146,"Très satisfaite du rapport qualité prix. Comme neuf, on aurait pas dit que ça a été utilisé avant. Est arrivé dans les délais prévus. À savoir, n’a pas accepté ma nanosim bien qu’il y a un emplacement prévu pour. J’ai dû faire le Switch vers Esim ce qui a été une simple formalité avec Free mobile mais c’est à savoir!",5,positif
147,"L’iPhone marche très bien pour le moment, j’ai eu peur en le voyant dans le colis car la boîte du téléphone n’était pas protégée.",4,positif
148,pas d'emplacement pour la carte Sim,2,négatif
149,Livraison rapide malheureusement déçu de mon achat le téléphone est HS. Je ne recommande pas ce vendeur.,1,négatif
150,Téléphone nickel comme annoncé,5,positif
151,"iPhone arrivé en 1 semaine,Capacité de batterie 100% Arrive dans une boîte avec charge pour l’instant l’iPhone est parfait on dirait un neuf maintenant à voir sur les jours comment va se tenir l’iPhone",5,positif
152,ATTENTION ATTENTION Aucune indication sur la provenance du téléphone et après vérification c’est un modèle USA qui prend en charge l’eSIM et la double SIM. Pour ma part je ne suis qu’en eSIM mais sur ce téléphone impossible d’en rajouter une car l’onglet données cellulaires est grisé… Je suis donc bloqué pour le moment… J’ai écris au revendeur mais à ce jour aucun retour… Si pas de réponse je retournerai le produit…,2,négatif
153,excellent! batterie à 100%,5,positif
154,Incroyable qualité livre rapidement,5,positif
155,le téléphone est bon. selon le prix.arrivé dans deux jours.,4,positif
156,J’ai reçu mon iPhone aujourd’hui. Pas de fonction esim alors que c’est la base du téléphone Je suis donc bloqué à ne pouvoir mettre qu’une carte nano SIM c’est scandaleux,1,négatif
157,Je viens d’avoir le téléphone aujourd’hui toute la journée il avais aucun problème puis le soir il a commencé à bugé il n’y a pas de Double sim que la ESim pour tout c’était bien précisé qu’il il vais les 2 .,2,négatif
158,"Excellent état , parfait ?aucune rayure ? très satisfaite pour un reconditionné et batterie a 100% ??",5,positif
159,Malheureusement le produit ne fonctionne plus 3 semaines après la réception. De plus mon téléphone fonctionne uniquement en eSim alors qu il était précisé double sim. J'ai certainement pas eu de chance sur le modèle reçu. J'espere que le vendeur sera réactif et professionnelle pour me remplacer le modèle défectueux,1,négatif
160,Très bon téléphone état de batterie 96 %,5,positif
161,J’ai commandé le téléphone bien reçu hyper beau avec 100% de capacité maximum de batterie le problème c’est que la batterie du téléphone descend je l’ai reçu y’a 3semaine et j’ai déjà 95% de batterie alors que j’ai une utilisation normale. Le vendeur répond bien très professionnel mais c’est dommage que la batterie descende extrêmement vite,3,neutre
162,"Telephone arrivé dans les temps, en parfait etat, on pourrait meme croire qu’il est neuf !!",5,positif
163,Très beau téléphone reçu dans un état impeccable avec batterie 100% Aucun défaut extérieur Je recommande à 100%,5,positif
164,"Téléphone très propre pour un reconditionner, dommage que la réinitialisation n est pas été faite jusqu au bout...gros soucis .",4,positif
165,J’ai pas de carte Sim alors que c’était marqué avec ça m’a coûté une eSIM,4,positif
166,"Appareil inutilisable au bout de 2j, batterie non fonctionnelle.",1,négatif
167,"Très bon téléphone , petit bémol batterie à 85% ..",3,neutre
168,"Très, très bon téléphone vraiment au par avant j’utiliser un iphone xr et comparer au 14 y’a vraiment pas photo, la batterie incroyable elle tien toute la journée et encore plus besoin de charger le téléphone toutes les seconde. Le seul problème de ce téléphone c’est qu’il n’y a pas d’emplacement pour mettre la sim, il s’agit d’une Esim. pour ma par je suis partit chez mon opérateur convertir ma sim physique en Esim pour éviter le renvoi.",5,positif
169,Tout est parfait batterie à 100% nickel,5,positif
170,Très satisfaite de ma commande !,5,positif
171,Parfait je l'utilise tous les jours,5,positif
172,Attention description n’informe pas qu’il s’agit d’une version eSIM …,2,négatif
173,"J’ai reçu le téléphone, il était comme neuf. Super Mais il n’avait pas d’emplacement pour une carte SIM, c’était une e-sim non compatible avec mon forfait. J’ai donc renvoyé le téléphone et le vendeur m’a remboursé. Vendeur sérieux.",3,neutre
174,100 pour cent de batterie Aucune rayure Le top Merci beaucoup,5,positif
175,Petit problème lors du retour mais vendeur très sérieux avec des réponses assez rapide je le recommande fortement. Bravo à vous,4,positif
176,"Je l’ai depuis 2 mois, je suis déjà à 91% de vie de la batterie mais à part ça il fonctionne très bien !",5,positif
177,Très satisfait ! Comme neuf !ravi!,5,positif
178,"Quand j’ai reçu le téléphone je croyais qui était neuf, c’est avec le temps que je me rends compte que la caméra ne fonctionne pas bien pour les photo selfi la caméra est flou pour scanner un code Qr il le reconnaît pas , je suis vraiment pas contente",1,négatif
179,iPhone en très bon état et fonctionne parfaitement Merci,5,positif
180,Comme neuf reçu rapidement,5,positif
181,J’ai commander mon téléphone il est arriver en 1 jour et il est intacte j’ai vraiment rien a dire c’est parfait,5,positif
182,"Telephone reconditionné comme neuf batterie 100% , état impeccable. Contente de mon achat",5,positif
183,Bien téléphone propre,3,neutre
184,Reçu en temps es en heure,5,positif
185,Le vendeur a été très réactif et vraiment professionnel,5,positif
186,J avais un peu peur de commander au final je l'ai reçu au bout de 3jours etat nikel pas de griffe ni autre chargeur avec il ya même un écran de protection passer dessus . Surprise en positif je recommence il est bien au norme européenne,5,positif
