id,texte,note,label
55,"Iphone mini 13 même dimension que le 8. Acheter pour ma fille j'avais déjà commandé le 11 y a 2ans sur cdiscount on était ravie dû coup j'ai repris le 13 pour son anniv. Ça l'a change comme il est plus petit que le 11, mais à + d'option c'est le but. Je recommande, arrivé en 3jrs.",5,3
56,Iphone en très bon état ...fonctionne très bien :,5,3
57,Je recommande sans hésitations . Le produit est conforme au descriptif Très bon vendeur et livraison rapide,5,3
58,Je recommande ce vendeur pour son sérieux et son professionnalisme.,5,3
59,"Cette iphone est très intéressant car on peut le tenir a seulement une main pour écrire un message par exemple,et en plus il est tout aussi performant qu'un iphone 13. Le seul point négatif est la taille de l'écran.",4,3
60,Un peu petit selon ma petite fille....,5,3
61,Je l’ai reçu très rapidement merci Cdiscount je le recommande fortement aucune rayure batterie à 100% pour un reconditionné je suis très agréablement surprise de la qualité comme neuf n’hésitez pas,5,3
62,iPhone 13 mini minuit au top RAS. J’ai commandé le même coloris PINK au même vendeur. Très satisfaite de ce vendeur.,5,3
63,La capacité de batterie ne tient pas du tout sa fait 3 mois que je les acheter et elle et déjà à 83% de capacité.,2,1
64,"Coque, protection écran déjà installé sur le produit, chargeur et câble fourni. Emballé comme neuf. Etat batterie 100% parfait",5,3
65,Au top comme neuf fonctionne bien,5,3
66,Parfait très bon vendeur,4,3
67,"à fuir ! Livraison longue, appareil non conforme ... pas besoin de m'étendre plus",1,1
68,Iphone 13 mini C'est vraiment un bijou,5,3
69,"Le produit semble fonctionner parfaitement. La batterie ne donne pas de signe de faiblesse pour le moment. Produit très propre, fourni avec un coque et une protection écran. Compte tenu du prix, sensiblement inférieur aux autres vendeurs, je ne peux que recommander CDISCOUNT pour ce type d'achat. Patrick CARON",4,3
70,Super comme NEUF.?????,5,3
71,"moi qui en attendaismieux de ce produit, il n'auras pas durer longtemps, il est déjà HS. je ne recommande pas du tout",1,1
72,"Téléphone acheté le 29/06/2024, 3 semaines plus tard suite à une chute la vitre arrière est complètement brisée et l'écran présente un trait blanc (téléphone protégé par une coque Rhinoshield ainsi qu'un vers trempé Rhinoshield), le téléphone reste utilisable. Je décide cependant de le faire réparer. après le changement de l'écran et de la vitre arrière, le téléphone chauffe anormalement. Le problème a été résolu grâce au retrait du capteur d'empreinte digital, cependant le téléphone s'allume mais s'éteint tout seul... Verdict un composant dans la carte mère était hs donc trop coûteux à réparer... Le réparateur m'a affirmé que le téléphone avait déjà subis pas mal de réparations.. Je suis d'accord pour accorder une seconde vie aux téléphone mais à ce prix là et vu le nombre d'anomalies depuis l'achat c'est de l'arnaque. Je ne suis pas du genre à critiquer à tout va, mon commentaire servira à prévenir les futures clients",1,1
73,L'iphone est comme neuf (pas de fissure...),5,3
74,Petit téléphone sympa . Bien arrivé et en super état tout fonctionnel. Un téléphone qui se glisse facilement dans les poches . Le chargeur n'est pas fourni juste le câble dommage. Conforme à l'annonce de vente. Batterie à 100 %. Que du bon .,5,3
75,aucune rayure 100% de batterie et livraison rapide merci,5,3
76,La commande est arrivée rapidement en bonne état. L'iPhone est en parfait état avec une batterie de capacité maximale de 88%. Il est fourni avec une câble USB.,5,3
77,ESCROC FUYEZ TRES VITE,1,1
78,"Oui très bien très bien, l’utiliser le iPhone 13 mini",4,3
79,Parfait petit comme j’aime,5,3
80,"Le téléphone est arrivé dans un état quasi neuf, aucune fissure ou trace de choc. Je l'ai reçu dans les temps. Le niveau de charge maximum de la batterie est à 85%, ce qui est très satisfaisant pour un reconditionné. Vu le prix bas, j'avais peur d'être déçue mais c'est une expérience d'achat très positive pour moi, je recommande !",5,3
81,"Le téléphone a une soucis de micro ,j'ai envoyé un mail sans suite",1,1
82,"Je suis ravie de mon achat, le téléphone est comme neuf, il est en parfait état. Il est tout à fait conforme à sa description sur le site internet Cdiscount. Livraison très rapide, je recommande !",5,3
83,Satisfait de l’iphone 13,5,3
84,"Rien à redire, je fais rarement d’avis mais c’est un très bon produit sans marque d’usure",5,3
85,Réception dans les temps. Produit parfaitement conforme à mes attentes et à la description.,5,3
86,Reçu rapidement et en état parfait. content de mon achat,5,3
87,Mon petit-fils est satisfait,4,3
88,Très bonne achat reçu très rapidement rien à dire pour le moment mon fils est content et juste Un câble mais pas le chargeur... Pour le moment rien à redire..,5,3
89,"Livraison rapide,conforme à la commande état neuf avec une batterie à 100%. Livré avec chargeur et verre trempé. Je recommande",5,3
90,Il est très bien petit et pour le prix nickel fait son job aucune rayure et état de la batterie top 98,5,3
91,Envoi rapide et tel bien protégé Juste un petit éclat sur le tour du téléphone donc presque parfait ?,4,3
92,"Un peu déçu de ce téléphone, l’état de la batterie étant de 87% et avec peu d’accessoires, un simple câble de chargeur et même pas de clé pour insérer la carte SIM. A par ce le téléphone marche nickel pour l’instant.",3,2
93,"Je suis ravie ! la taille de ce smartphone est parfaite ! Elle me rappelle celle du 4S. Les fonctionnalités ne changent pas d'un Iphone à l'autre mais celui-ci compte tenu de sa taille, c'est un bijou de technologie. Je le recommande vraiment pour ceux qui seraient à la recherche un téléphone à taille raisonnable. Dommage qu'Apple n'ait pas continué à sortir des modèles de cette taille. Suis anti Apple mais fan absolue de ce modèle. L'appareil photo en revanche rame un peu pour ce qui est de la mise au point de l'objectif ... Sinon, la batterie tient la journée (je ne passe pas ma vie au téléphone ou sur les réseaux sociaux ou encore sur les applications). J'avais un androïd avant celui-ci et c'est précisément la taille qui m'a fait faire ce choix ! seul point noir dans l'histoire c'est le transfert des données d'androïd vers Iphone ! depuis la nuit des temps des mobiles, cette étape est un vrai casse-tête ! j'ai du transférer les données une à une ... idem le jour où je devrais repasser sur androïd ... Je recommande ce modèle sans hésiter !",5,3
94,"Choisir l'iPhone 13 Mini en couleur minuit, c'est opter pour l'élégance et la sophistication à portée de main. Avec sa taille compacte et son design raffiné, cet iPhone incarne la puissance et la beauté dans un format parfaitement adapté à votre style de vie dynamique. Plongez dans un monde de performances exceptionnelles, d'innovation technologique et de possibilités infinies avec l'iPhone 13 Mini.",5,3
95,J’ai reçu ce téléphone ce matin est je ne suis pas déçu de cette achats incroyables la batterie neuf aucun défaut je vous le conseille fort,5,3
96,"Très bien emballé, batterie 100%, reçu rapidement, très satisfait de mon achat même au bout trois mois .... Je recommande",5,3
97,"Livraison rapide bien protégé, téléphone comme neuf très satisfaite de mon achat",5,3
98,"Portable qui a fonctionné que 15 jours, qualité pas au rendez vous.",1,1
99,"Téléphone trop fragile, cassé au bout d’un mois d’utilisation, reçu qu’avec cable chargeur.",1,1
100,Envoi rapide; état impeccable; batterie 95%,4,3
101,Téléphone propre et conforme,5,3
102,jetait hésitant a acheter du reconditionné mais franchement j’ai était très agréablement surpris le téléphone est arriver en moins d’une semaine avec l’état de la batterie a 100% une vitre de protection et un chargeur avec une prise secteur très très satisfait de mon achat surtout pour ce prix la,5,3
103,Contente de mon achat,4,3
104,"Je suis tellement content, le téléphone est complètement neuf ! Aucune rayure, fonctionne parfaitement avec une batterie à 100% ! pour le prix c est cadeau! merci beaucoup",5,3
105,"Mise en fonction simple et didactique.Transfert de données impeccable. Bémol sur la batterie qui semble ne pas bien tenir la charge. En résumé, plutôt bien.",4,3
106,"Le téléphone est arrivé très bien emballe, chargeur et câble fourni avec en plus un verre trempé, l'écran possédait le film de protection d'origine et le téléphone n'avait aucune rayure c'est incroyable, la batterie était a 100% tout est d'origine JE RECOMMANDE !!!!!!!!!",5,3
107,Très bien…………………………………………,5,3
108,"C'est littéralement le premier iphone que j’achète en reconditionné donc j'avais un peur de la qualité mais quand je l'ai recu il était vrmt comme neuf. À ce prix-là, c'est une affaire. Encore merci !",5,3
109,"Livraison dans les temps, batterie à 100 %. le seul petit truc qui manque, c'est les protections. Sinon totalement satisfait.",5,3
110,"Bonjour téléphone reçu, en parfaite état bien emballé et rapidement ce pendant c’est bien dommage le support de chargeur n’est pas fournis….. je recommande",4,3
111,"Parfait (boîte de présentation bof, cable bof mais Ce n’est pas le principal). Le tel nickel ?",5,3
112,Super arrivé vite en très bon état aucune rayure La batterie est à 90% sa peut aller et sinon tout est niquel mais le téléphone n’a pas de protection dommage,5,3
113,Aujourd'hui je suis Très satisfait par ce produit par la description apporté sur sa qualité de fonctionnement par sa qualité visuelle quasiment neuf si il n'était pas mentionné que ce produit et reconditionné rien ne le montre je ne peux que recommander ce produit et le professionnalisme apporté par le vendeur THL- Electronic Technology shop,5,3
114,"Très bon produit , comme neuf. Il manque le chargeur, très regrettable pour le prix.",5,3
115,"Bien reçu, la batterie a 86% un peut dommage pour le prix , le câble du chargeur m’a lâché au bout de 2j , sinon dans l ensemble satisfait aucune rayure visible juste vraiment dommage pour la batterie",4,3
116,Au top ? envoie soigner rapide,5,3
117,"Reçu le lendemain après avoir passé la commande, batterie à 100%, état impeccable et fonctionnel de suite. Petit bémol, il n’y a que le câble de charge et non la prise .. Sinon c’est absolument parfait!",5,3
118,"Très satisfait , en excellent état , etat batterie 100% , juste manque bloc chargeur .",5,3
119,"Très satisfait de mon achat, aucun défaut sur le téléphone, batterie à 100%, l’emballage du téléphone par contre n’est pas top mais il est arrivé intact. Je recommande fortement !",5,3
120,Envoi ultra rapide et colis conforme.,5,3
