"","x"
"20","RT @MancheTourisme: La #Manche, terre de balade et de randonnée... en images : <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> https://t.co/LlkvwKTCe2 <U+2764> #CestBeauLaManche https://t.co/U…"
"21","@Dorie_Macfly @Lasourisbeaute bah tu nous as nous ! Et on aussi positif qu'un bon dénivelé de montagne #blaguedetraileur :-*"
"22","#iPad Ipad 1 32 go WiFi +3g complet avec boite:  120,00 EURDate de fin: samedi mars-12-2016 19:45:34 CETAchat ... https://t.co/X2FszGjpwf"
"23","@claratkrk bh c un ptit peu le goal +++ de ma vie mais j'y arriverais jamais donc bon"
"24","https://t.co/GSCauujx1m L'histoire de ma vie mdr"
"25","RT @gerardcollomb: Mobilisé pour le déclassement de l'A6-A7 à #Lyon. Fructueux échanges avec @AVidalies.
Réponse de l'Etat début mai. https…"
"26","RT @ilyesdjadeloff: Mdrr mon père il a pris mon téléphone il a envoyé ""jtm bb"" à toutes les meufs de mon répertoire , il a 55 ans i cherche…"
"27","RT @Benzaie_tgwtg: Oh le nouveau jeu des créateurs de Chivalry ! https://t.co/wR21slMwWm par @TornBanner Will we press C to scream ?"
"28","RT @Wadjilicious: Bon je viens de voir le trailer du Nina avec Saldana et bon... https://t.co/lBjBspIijq"
"29","RT @aprokopiev: 2/2 Il s'agit de l'oligarque Timchenko, proche de #Poutine, propriétaire de l'entreprise Stroytransgaz.
https://t.co/4OKIfy…"
"30","RT @Footballogue: [#Decla<ed><U+00A0><U+00BD><ed><U+00B2><U+00AC>] Jallet: ""Ce serait une frustration de ne pas participer à l'Euro, c'est certain."" https://t.co/ydUI5dVMzg"
"31","Chasse à la glue : le trait d'humour de Julien Aubert à l'encontre de François Hollande  https://t.co/pMhpne6TPH"
"32","RT @kellymonnier23: Sinon cette aprem on a eu : du soleil, de la pluie , des grêlons et de la neige <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"33","Photo extraite de La Route du #Monoi - Le Livre. 
Son auteur Christophe Dubois s'en est allé, trop tôt, l'année... https://t.co/kkGhQahmkY"
"34","RT @Patriote08500: Il aurait mieux fait de la fermer<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Quand Nicolas Sarkozy repeint en vert son bilan agricole — via @lemondefr https://t.c…"
"35","RT @Mdelormeau: 2 jours qu'ils me suivent partout les equipes du @LeSupplement de @canalplus ! Je vais finir par m'attacher à eux <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https:/…"
"36","ils savent ou je vais le plus et combien de temps j'y passe !"
"37","RT @NefloneZ: <ed><U+00A0><U+00BC><ed><U+00BE><U+0081>Concours<ed><U+00A0><U+00BC><ed><U+00BE><U+0081>

<ed><U+00A0><U+00BC><ed><U+00BE><U+00B2>Tente de Gagner 1 Compte Netflix<ed><U+00A0><U+00BC><ed><U+00BE><U+00B2>

<ed><U+00A0><U+00BC><ed><U+00BE><U+00A9>RT + FOLLOW MOI et @MathisFids <ed><U+00A0><U+00BC><ed><U+00BE><U+00A9>

<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>TAS - 200 RT<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>

GL<U+2714> https://t.co/nhRgg3j9bl"
"38","RT @PassionFootClub: Une minute de silence sera respectée avant #ASSEPSG en hommage au père de Tannane, décédé en fin de semaine dernière h…"
"39","Quand je pense que Jérôme ma vie a vu Matthew ma vie et qu'on a même pas de photos j'suis dans le mal le plus total"
"40","ENECO TOUR 2016 : pas d’étape en Province de Liège ou du Luxembourg https://t.co/atjTgSYO8c https://t.co/4gn93opNUP"
"41","J'ai récolté 620 unités de nourriture !  https://t.co/wMVemfdpB6 #android, #androidgames, #gameinsight"
"42","RT @Pacificomassimi: L'IG Patrick Laudet n'a pas l'air favorable au lavage de cerveau intensif et à l'école low-cost. #college2016 https://…"
"43","Là meilleur chose dans la vie c'est de rigoler"
"44","Lundi je Go directement au régiment je voit au bureau comptable j'essaye d'avoir une consultation avec un officier de la compagnie <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+263A><U+FE0F>"
"45","#iPad Ipad 1 32 go WiFi +3g complet avec boite:  120,00 EURDate de fin: samedi mars-12-2016 19:45:34 CETAchat ... https://t.co/VnfiMgS6fJ"
"46","Coupe de France : ASSE – PSG, les compositions d’équipe (Perrin bien titulaire) https://t.co/jA02uHv6Ei https://t.co/sDl3ukUUcH"
"47","L'excuse que je vais sortir au jury de l'ENS quand il verra à quel point je suis une escroc https://t.co/DSYFH9rpQ1"
"48","Stef avec aquele cabelo comprido il a niqué le game, trop de fans"
"49","À chaque fois que j'reviens de chez ma grand mère, j'repars avec les 3/4 de son dernier plein de courses ptdr"
"50","RT @Alextrxm: Quand on commence à me parler de quelqu'un que j'aime pas mais que c'est pour le critiquer <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/ka6wai9QVl"
"51","RT @LeVraiHoroscope: Le #Gémeaux s'énerve facilement quand il a un problème avec son smartphone (pas de batterie, de connexion internet...)."
"52","RT @el_ghouate: Ce qui est triste quand tu fais quelque chose de bien t'es pas aussi remarquer que quand tu en fais une de mal :/"
"53","RT @Bet4All_: <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0> ROAD TO MONEY <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>

10 RT <U+267B> et j'envoie la phase 1 de la montante! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

<ed><U+00A0><U+00BD><ed><U+00B1><U+00A5>w/@PronosMario 

#TeamParieur #ParionsSport"
"54","@DjamelSayad Toujours garder le plaisir d'écrire. Et toujours pouvoir s'étonner. La somme de travail ne doit pas effacer ça."
"55","On voit qu'un certain type de migrant pose probleme , cette fausse peur de l'islamisme #CVR"
"56","[dos] - Quick Tftp Server Pro 2.3 - Read Mode Denial of Service https://t.co/sLEk3WEW3i"
"57","RT @turque70: Tout le monde n'est pas obligé de m'aimer frr, tu m'aimes oklm tu m'aimes pas cool"
"58","RT @VORTTTX: De retour après le décès de mon casque en live mdrrr !  https://t.co/oWE2iJy17b… @PubDecerto @ultimateXBL https://t.co/efbYAXH…"
"59","@PierreVGates ton chat si il me fait chier samedi matin il va repartir dormir à coup de pieds au cul."
"60","@Deujna Y a pas de possibilité pour juste mettre ""Non"" c'est nul"
"61","@Pierre_B_y 4-3-3 reconvertible en 4-3-1-2, compo de fin de saison dernière dans laquelle Cavani était ultra-efficace"
"62","Dans ma bulle de son."
"63","RT @TEEN_WOLFFR_: Tyler Posey et Dylan O'Brien sur le tournage de la saison 6  https://t.co/UuX9OwxPDb"
"64","les erreurs font grandir, j'ai un coeur de géant"
"65","RT @Belieber_Loouna: LES TENUES DE JUSTIN CEST TROP MA VIIIIIEEE <ed><U+00A0><U+00BD><ed><U+00B1><U+0085><ed><U+00A0><U+00BD><ed><U+00B1><U+0085> https://t.co/FymmuNDaHl"
"66","RT @tomlirwinn: la photo du jour, de l'année, du siècle, de la vie!!!! https://t.co/doCZaKm6UO"
"67","Léa Pourchet et Céline Mandon parle de bio #impression3d pour les #mercr3dis de la 3d @lea_pourchet @F3DFr https://t.co/6RGdSCZbFX"
"68","RT @LeVraiHoroscope: Le #Gémeaux s'énerve facilement quand il a un problème avec son smartphone (pas de batterie, de connexion internet...)."
"69","RT @ChombartRemy: J'envoie pas beaucoup de messages à mes potes, j'donne pas énormément de nouvelles mais je serai toujours là pour eux"
"70","RT @xgloomypulsion: Par contre les beurette qui mettent du fond de teint partout sur les vêtements vs etes des putes"
"71","RT @ilyesdjadeloff: Mdrr mon père il a pris mon téléphone il a envoyé ""jtm bb"" à toutes les meufs de mon répertoire , il a 55 ans i cherche…"
"72","RT @be_excessive_: J'ai envie de m'effondrer en larmes mais elles montent même pas à mes yeux"
"73","L'Espagne ça va gérer de fouu"
"74","De retour après le décès de mon casque en live mdrrr !  https://t.co/oWE2iJy17b… @PubDecerto @ultimateXBL https://t.co/efbYAXHMdw EN LIVE"
"75","RT @easylovefoot1: @c_ollivier_rtl @PascalPraud @jeanmarc13069 la premiere pud de on refait le match https://t.co/EE98jN13MV"
"76","J'aime une vidéo @YouTube de @mehmedfut - LE HULK AFRICAIN ! FIFA 16 ULTIMATE TEAM https://t.co/IsrJqV9jP9"
"77","RT @FuzeIII: J'aimerais vraiment qu'il y ait une fonctionnalité sur YouTube pour savoir combien d'heures de vidéo j'ai regardé :o"
"78","Cecy elle donne pas de nouvelles pendant 24h, elle revient oklm en disant etre aux urgences pcqu'elle a mangé une pizza de travers
Ptn <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"79","RT @ISLAMOO_92: MA #PP &gt; TOUTE LES PP DE TWITTER https://t.co/I5L6nu09XL"
"80","RT @Alextrxm: Quand on commence à me parler de quelqu'un que j'aime pas mais que c'est pour le critiquer <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/ka6wai9QVl"
"81","RT @anxieuse: et la jeunesse s’endort, elle a plus grand chose à dire, beaucoup de mes potes roulent des joints avec leur avenir."
"82","RT @Alextrxm: Quand on commence à me parler de quelqu'un que j'aime pas mais que c'est pour le critiquer <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/ka6wai9QVl"
"83","RT @MMinidou: tu sens l'odeur de la première course de merde ? tu la sens bien ?"
"84","RT @sebboyz: Ceux week-end c'est coupage de cheveux, c'est la première fois de ma vie qu'il sont aussi long..."
"85","RT @Lucky624o: Je l'aime tellement fort , de plus en plus chaque jour <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>"
"86","RT @tprincedelamour: - A gauche un ancien de la Légion, héros de guerre
- A droite des clandos entrés illégalement en France
#JusticePS htt…"
"87","RT @JoyauNicolas: Commission #Transport @Caenlamer les étudiants de @Fede_CampusBN présentent les résultats de leur enquête ""Bouge ton Twis…"
"88","RT @Beauteblog: Voici l'eye-liner parfait, enfin selon moi : https://t.co/i5GNQu90m7 https://t.co/iHZw2s8XFm"
"89","RT @AlexOTime: On connais tous quelqu'un genre vous étiez bête de pote y'a 1 ou 2 ans mnt t'passe a coté cmme si de rien n'étais"
"90","RT @beckerin_AFP: La pétition contre la loi El Khomri plus très loin du million de signatures sur @change https://t.co/Jzjl6DrQFd"
"91","RT @LeParisien_77: Savigny-le-Temple : accidentés, ils sortent de leur voiture avec des fusils https://t.co/l37tL0qNV8"
"92","RT @LeVraiHoroscope: Fait peu connu sur le #Bélier : il peut avoir une crise de panique dans une situation d'urgence."
"93","la réédition de l'album de jul demain<ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"94","@Laviepolitique  l' aide aux dictateurs ,L' Europe coupable et complice ! le peuple opprimé vote avec ses pieds ! l' oubli de l' Europe !"
"95","@oscarlemaire @BastienPean Underground? Même à l'époque, c'était pas underground. Sinon : c'est une photographie magistrale de la société US"
"96","RT @ntwolfmother: @smtl1 @NicolasSarkozy c'ete bien organisé et Sarko a bien fait de l'envoyer bouler"
"97","@Flokerica Manger une orange en se privant du plaisir de l'épluchage et de l'odeur sur les mains...
#ridicule !"
"98","en + l'été c'est le feu y fait nuit tard, y fait chaud, tu fait pleins de soirées, tu voit tes potes, la t'es en hivers"
"99","RT @LeVraiHoroscope: Fait peu connu sur le #Poissons : il sait se rendre discret lors de situations tendues, il peut ainsi s'échapper tranq…"
"100","(sans compter le moment de connivence zygomatique que ça a créé entre un joyeux jeune homme et moi même) (merveilleux je vous dis)"
"101","RT @_LaBeteNoire: #JEU | Aujourd'hui la Bête met en jeu 2 ex. de #CoeurDeLapin ! Pour participer : RT et follow <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>
Bonne chance ! https://t.…"
"102","J'sais pas comment vous faites les gens qui me suivent pcq même moi j'm'en blc de ce que je dis"
"103","RT @IamBramou: Je pleure de rire à chaque fois que je regarde cette vidéo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>https://t.co/X3pTizWx4j"
"104","RT @caen_city: Comment est-ce possible d'avoir du soleil, du vent, de la pluie et de la grêle dans la même journée ?"
"105","RT @Lola_Lagneau: Les larmes de nerf c'est les pires"
"106","RT @emitelsap: Le plus gros malaise de l'histoire ptdrrrr sa tête à la fin <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/HiM2iSXG5A"
"107","RT @romanee_lr: dur de choisir entre ce qu'on veut et ce qui est le mieux pour nous"
"108","RT @james_nou: Tapez sa fille la privée de tout l'enfermer etc... Justement sa serre a rien. Faut savoir parler avec sagesse sinon au pire …"
"109","RT @pasdeculotte: arrêtez de vous prendre la tête pour rien"
"110","@tvldt_ En t'imaginant à la place de Nicki ça passe grave bien nofake"
"111","@tarmacious  @JuanMilian  Ni els arguments de @PPCatalunya XD"
"112","RT @EA_FIFA_France: L'Équipe de la Semaine 25 avec @Manuel_Neuer, @AntoGriezmann et @3gerardpique disponible à 19h00 ! https://t.co/c0X3AJP…"
"113","RT @_DavidThomson: #Tunisie 5 jihadistes tués à Ben Guardane dont un après avoir actionné sa ceinture explosive https://t.co/nostXhhJVZ"
"114","RT @harjeanne: vs m'avez l'air de bonne humeur cmatin https://t.co/0q9zEskayt"
"115","RT @Prisxx_: Demain ya tlm qui va se rattraper grâce à l'épreuve de math puis ta moi qui va encore plus merdée"
"116","RT @LeonieTchatat: L'#immfr, un partenariat pour la prospérité de tous. #frcan #onfr @fcfacanada @CitImmCanFR @OntMCIIT @MonAssemblee https…"
"117","RT @StormsChasers: @KeraunosObs avant de l' #Orage assez suspect avant les fortes chute de grêle prise à #Valmy ( #Marne ) https://t.co/ttD…"
"118","RT @Lou_Freire: J'ai repéré beaucoup, mais beaucoup trop de fringues..."
"119","Libérée de la synthèse et biblio, reste plus que l'entretien"
"120","Une nouvelle étude confirme le déclin de la classe moyenne en Europe via @Le_Figaro https://t.co/EEFKdP54yN"
"121","RT @StartersPacksFR: Starter Pack de Gilbert Montagné http://t.co/lXW5eRK8TX"
"122","RT @leafesson: Cassandra elle casse les couilles tous les jours elle nous met 50 photos de ces journées au ski sur fb <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>"
"123","jmennuie de ouf"
"124","Elle essaie trop de foutre la merde entre nous deux mdr, mais qu'elle cherche pas j'ai trop confiance elle cassera rien"
"125","RT @Elysee: Nous avons structuré l’écosystème de startups françaises autour de 13 métropoles #FrenchTech. #DirectPR"
"126","RT @SeriesUpdatesFR: #PHOTOS #Quantico Le cast sur le tournage de la saison 1. https://t.co/HKZ5RLg9RD"
"127","RT @zigmundoph: Rejoignez nous, venez construire le système de santé de demain.  https://t.co/Ou7fEyko6t https://t.co/C2GBVVQReu"
"128","RT @RenaudLeroy2: Cimenterie McInnis:  L'hypocrisie de ce gouvernement en matière d'environnement atteint de nouveaux sommets #polqc https:…"
"129","Ce soir, dans mon émission, à partir de 21h, le titre de @jfpzouk , sur @bamtropical
#zouk #duo… https://t.co/OAOwNXB2Ck"
"130","L'importance du concept d'engagement pour les articles numériques  https://t.co/u1pjNBDmMu"
"131","@gunllaghers Bah la réunion de quoi ?"
"132","RT @johanaze: @_Loukoum la magie de la peinture ;)"
"133","@camilleptgt mddrrr j'avais envie de changer j'en ai grave marre de imprismatic :p"
"134","RT @cbndpl: @clement_frt c'est trop simple de dire aux gens de fermer leur gueule quand on ne sait plus cmt répondre 
Va au lit gamin t'a d…"
"135","@ChloeInesLtllr @Jb__Lucas Sur la tête de ma skunk que j'suis pas un ien-cli, j'suis un yankee j'enquille"
"136","@shvnxsiv ta commencé tête de abricot"
"137","en vrai jsuis au bout pr les bomber j'en cherchait l'année derniere mais yen avait presque pas à part chez les gars er j'avais pas de sous"
"138","RT @D_Kiimberly: Se battre pour un regard, c'est un délire de niaf ça"
"139","RT @OuchikhKarim: Pape François: l'invasion arabe ""positive"" d'une Europe qui doit cultiver les identités culturelles de ses peuples ! http…"
"140","@jmmaireofficiel les encouragements pour @Mdelormeau de la part d'une des 5 personnes les moins influentes #inutile https://t.co/A627I2wDll"
"141","Le retour de Grey's ce soir <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"142","C'est bien d'aller à la salle de sport avec ses potes <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>"
"143","La coupure de courant là"
"144","@leeduscohan @mockingwalker oui :( d'ailleurs pour répondre à leur question, candle woman, c'est la mère de Gareth je pense non ?"
"145","UBS mise en examen pour subornation de témoin $UBS https://t.co/4nceHwFqzM https://t.co/SxBo1qwcJ0"
"146","RT @vinesfoot: Alphonse Areola est le gardien français auteur du plus grand nombre de clean sheets cette saison (13). https://t.co/f7Tr2RAj…"
"147","J'aime une vidéo @YouTube de @ytbclara - TAG ¦ What's on my Iphone https://t.co/Hy6uLz1Xmq"
"148","Essaye de tomber sur mieu !  https://t.co/Au0MjdDMR8"
"149","Restez branché à Radio Gaspésie et à la page Facebook de CD Spectacles https://t.co/wO01w3OSti"
"150","RT @clswetchine: #cafedumaire de @brigitte_kuster aux Batignolles ! Proximité, convivialité, vie de quartier. https://t.co/3VVGxPckFo"
"151","@sanalaj pour renégocier c'est classique.. Oui et non au Barça il a déjà tout gagné rapidement et il passera jamais au dessus de Messi"
"152","RT @Sxmi_: moi quand j'me réveil le matin, que j'suis en retard pour les cours et que j'ai pas l'temps de m'habiller https://t.co/kqEsEbjf81"
"153","Qu'est ce que sa m'énerve de déprimer autant <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>"
"154","RT @LouisBaltimore: SCH quand il a dit : ""Se lever pour 1200 euros c'est insultant"" il a plongé la moitié de La France dans le noir."
"155","Pourquoi tant de haiiiine https://t.co/rSw6SF5BkB"
"156","@KaiP_osrpg -elle s'aperçut alors que tu la regardais, elle sentit son corps frémir à ton approche, tentant en vingt de le dissimuler elle*"
"157","RT @BensettiRayane: Salut<U+270B>
ravi de vous avoir au long de cette aventure je m'appelle Ravi ! #NouveauRole #Inde #VousMeManquezDeja
#Love htt…"
"158","RT @sulivangwed: Sinon j'ai deux heures de cours<ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>"
"159","RT @MDumaux: « La France est finie » titre l’ensemble de la presse britannique (via @Contrepoints) https://t.co/k0zasqAOi7"
"160","RT @Kxmel: J'suis peut être moche mais hamdoullah j'ai jamais mit de pull baby-milo"
"161","Déjà on va arrêter de penser que Sam et Cat sont des solutions... Je dis pas que ça te fait pas du bien (et encore) mais ça mène à rien."
"162","#PSG Que faut-il comprendre de cette déclaration? <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>
Pour le contexte, c là <U+25BA>https://t.co/YzjktY914g https://t.co/BckM6hsb4l"
"163","RT @pastelcoh: Le Cinéma de Siné ...  «Il m'a dit qu'il pourra mourir heureux seulement quand il aura gagné contre BHL» https://t.co/AlGeI7…"
"164","trop mignon mon père m'a fait un riz cantonais en forme de coeur"
"165","J'ai meme la flemme de twitter pfff bonne nuit !"
"166","Parfois drôle, parfois tendu, 1h dans la salle du commissariat central de Toulouse, là où les gens font le 17. https://t.co/o6kMmxNNRH"
"167","Tout est une question de temps"
"168","RT @Vogelsong: Michelin supprime 494 postes. Michelin a reçu 70 millions d’argent public. Michelin a fait 2,6 milliards de bénéfices en 201…"
"169","RT @Faaz_91: @Smb_FaisLaloi3 peace t une de ses RADINE"
"170","Pattaya c'était de la bombe"
"171","Depuis qu'elle sais que je suis vraiment pas tactile, que j'ai un réel problèmes avec ça, de manière inconsciente je cache pus que ça"
"172","@VoidStilesTWRP -Elle murmure, effrayée,Avant de fermer les yeux pour laisser couler une larme-ques-ce que tu veux? https://t.co/vX9z21yy43"
"173","RT @jhervouet: ""Jamais autant de startups ne se sont créés en France depuis 2012. Paris est la ville d'Europe qui a le plus grand nombre d'…"
"174","RT @Miky_Genius: Ya un grand de ma cité toute sa vie il me traite de ""pd"" pcq je met des skinny jean.
Le truc qu'il sait pas c que j'ai sou…"
"175","RT @1001portails: Casques audio à moins de 100 euros : notre sélection (https://t.co/BL88uLqBNq) https://t.co/mxrwBsNXq7 https://t.co/fMfhb…"
"176","RT @partynextgirl: les gens ils te demandent de sortir la nuit en mode ma mère elle s'appelle charlotte"
"177","RT @LindsayJsn: La vidéo de Joël j'en peux plus <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"178","RT @Truvirage: Gardez vos amis près de vous, et vos ennemis encore plus proche."
"179","RT @LANDEYves: 27% de connards que tu peux frapper au visage avec un marteau, c'est moins grave parce qu’ils n'ont pas de cerveau.  https:/…"
"180","RT @cvrentin: une meuf est capable de guetter tout c'que tu fais, tout tes réseaux pendant 6 mois sans jamais t'parler psq ""c au gars de fa…"
"181","@TPMPofficiel C'est la femme de @Mokhtar_TPMPOFF et R Domenech qui vont être content."
"182","RT @ActusSMC: Il est de retour chez lui vendredi. Notre petit prodige reviendra sous le maillot de Monaco. #FiertéDuClub #Lemar https://t.c…"
"183","RT @salegamiin: #EtreCelibCest regarder de travers tout les couples et de dire des trucs du genre ""ça durera pas"""
"184","RT @wajsc: ça doit être cool d'être le coup de coeur de quelqu'un"
"185","@NoraSansH @MarieProkopski @ndiwwa bah oui samedi soir je pense , à voir avec les filles , la journée on viendra de harceler au GL <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>"
"186","C'est rigolo de se revoir enceinte pour une interview publié sur @magrossesse_com une sema… https://t.co/bDHD1s9ZpY https://t.co/xxIK9OOXyN"
"187","@Volstnqnt ON ARRETE DE PUER LA MERDE ET ON JOUE CE SOIR GROS CONNARD"
"188","RT @Ptit_Sauvage: La PP de Loic MDRRR"
"189","Concert pour les migrants à la Philharmonie de Berlin https://t.co/AxGjA9gE7y"
"190","@TarotDivine oui mais aussi une large partie du peuple euro qui joue rôle de ""chien de garde"" social du statu quo  @ecija_manuel @Exotriks"
"191","@JulienBellamycm @NAZEprod_cedrik c'est de toute beauté"
"192","RT @LeVraiHoroscope: Le #Verseau n'aime pas frimer, emprunter de l'argent, et dévoiler ses motivations."
"193","@chablotte  y'a mon nom dans le tweet DONC  j ai le droit de poser une option @jpb21360"
"194","Elle est chiante de ouf elle putain"
"195","RT @vocalsofshawn: Scarlett Leithold c'est le genre de meuf qui a 16ans et qui te prouve que toi t'as pas eu de chance des la naissance. ht…"
"196","RT @thepsychominded: j'ai envie de me barrer d'ici putain"
"197","@Williamrpgld oe mémé de toute façon t'es pas beau bébé"
"198","RT @xXPsYkO17Xx: IL EST EN FORME! TENTES DE GAGNER @AntoGriezmann VERSION BOOST SUR @EA_FIFA_France ! FOLLOW ET RT POUR PARTICIPER! https:/…"
"199","@E_Lindsaay Ouais mais ya tellement de bon moment durant les 2 saisons que bon ça gache rien je trouve"
"200","je veux mourir dans un éclat de rire à midi, dans un fracas de verre à minuit"
"201","RT @ASSEofficiel: #ASSEPSG Une minute de silence sera respectée avant le coup d'envoi en hommage au père d'Oussama Tannane. Pensées à ses p…"
"202","RT @puol03: Même mes clopes ont plus de classe que certains https://t.co/HAH4tPBttR"
"203","Ça donne envie de prendre sa plus belle plume pour te dire à quel point tu es talentueuse @WespiserD
Surtout après la chronique de ce soir<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"204","J'sais pas si vous avez remarqué mais c'est que les meufs qui mettent la pp avec les oreilles de chien"
"205","le 8 mars à 9:50 sur FR3, Champagne Ardenne Matin, reportage sur une section de jeunes sapeurs-pompiers au collège de Suippes."
"206","@Umani_2B Ouiii merci ... Un soir tu en as posté et c'était magique je revoyais tous les endroits qui me touchent sur l île de beauté <U+2600><U+FE0F><U+2600><U+FE0F>"
"207","RT @publicsenat: C. #Jacob : ""La voix de la France n'est plus entendue à Bruxelles avec @fhollande, @manuelvalls, ce gvt."" #SIA2016 https:/…"
"208","""Jungle"" de Calais : une femen tombe amoureuse d'un migrant 
LOL
https://t.co/3UrGncoB7h"
"209","@ruddemusic @chebcarlos La puissance. Alliage parfait du mexicain et de l’anglais pour moment non établi dans scénario, pure intelligence."
"210","RT @tomlinkfc: pourquoi je sens que je vais passer le meilleur concert de ma vie https://t.co/Oyzwed2nGT"
"211","@cecilecharl1 nous ne pouvons sauver toute la misère de la terre,  commençons par la nôtre, celles de ceux que l'on croise tous les jours"
